	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	2,881e+004	9,225e+004	289,0	338,7	49,66	49,85	234,3	111,5	1,608	48,47	109,9	105,3	3,181	319,1	85,34	0,3642	1,583e+005	8812	-6711	8678	-7846	6,670	80,52	338,7	51,49	12,89
2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4	2,834e+004	8,952e+004	282,0	335,4	53,38	53,89	230,4	112,6	1,272	48,83	111,4	107,6	3,058	317,5	84,14	0,3815	1,453e+005	8949	-6958	8128	-7482	6,000	84,75	335,1	55,86	12,87
5	2,825e+004	9,290e+004	291,1	339,3	48,23	48,44	237,8	110,8	1,820	48,21	108,9	104,5	3,106	319,1	87,40	0,3590	1,332e+005	8764	-6561	8767	-8238	3,804	78,92	333,0	50,14	12,95
6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
8	2,816e+004	8,985e+004	283,0	334,4	51,39	51,61	226,9	112,1	1,334	48,35	110,7	106,3	3,058	317,5	84,80	0,3754	1,642e+005	8846	-6718	8187	-7646	9,065	85,89	333,8	53,79	12,90
9	2,915e+004	9,633e+004	301,8	348,4	46,58	46,95	245,0	110,5	2,052	48,18	108,4	104,8	3,188	319,1	87,68	0,3472	1,420e+005	8757	-6684	9813	-8145	3,989	80,96	344,3	49,48	12,98
10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
13	2,953e+004	9,719e+004	306,1	352,8	46,63	47,02	235,3	110,5	2,230	48,13	108,3	104,7	3,147	317,5	86,97	0,3419	2,155e+005	8743	-6643	1,077e+004	-8401	4,283	77,37	352,0	49,75	13,12
14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
15	3,195e+004	1,011e+005	318,3	377,6	59,30	59,90	272,2	113,2	1,272	49,83	111,9	107,9	3,551	317,5	84,35	0,3390	1,636e+005	9202	-7033	8157	-8808	3,551	81,54	377,4	61,18	13,02
16	2,864e+004	9,568e+004	301,4	349,5	48,06	48,18	230,6	110,9	1,396	47,79	109,5	104,5	3,072	317,5	87,58	0,3469	1,937e+005	8689	-6670	7820	-8123	7,765	87,30	344,1	50,95	12,83
17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
