	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
5	4,957e+004	1,527e+005	481,1	537,5	56,37	56,67	336,9	117,6	0,9715	51,40	116,6	113,8	3,229	317,5	89,95	0,2365	3,872e+005	9407	-7478	1,357e+004	-1,681e+004	13,33	88,78	534,9	58,68	5,117e+004	1605	0,9686	13,44
6	4,284e+004	1,367e+005	432,9	481,3	48,35	48,72	323,2	114,0	0,6089	48,14	113,3	109,2	2,648	315,8	91,59	0,2522	3,280e+005	8846	-6814	9355	-1,535e+004	14,70	80,94	472,7	51,23	4,427e+004	1429	0,9677	13,27
7	3,687e+004	1,240e+005	390,7	430,8	40,10	40,26	286,7	109,5	0,3626	45,22	109,2	103,1	2,394	317,5	91,70	0,2639	3,726e+005	8292	-6527	9705	-1,326e+004	24,79	78,71	426,1	43,14	3,795e+004	1072	0,9718	12,97
8	3,216e+004	1,078e+005	341,3	376,5	35,23	35,31	271,3	104,7	0,09578	41,83	104,6	96,20	1,950	315,8	90,78	0,2819	1,839e+005	7690	-6178	7026	-1,240e+004	12,75	76,93	375,9	38,07	3,286e+004	700,1	0,9787	12,71
9	2,743e+004	9,659e+004	304,2	335,9	31,65	31,72	254,0	99,90	-0,03421	39,35	99,93	90,05	1,840	317,5	90,80	0,2960	1,538e+005	7094	-5651	4943	-1,129e+004	13,16	74,86	335,1	33,72	2,787e+004	448,8	0,9839	12,30
10	2,393e+004	9,006e+004	283,7	311,9	28,24	28,40	233,9	95,38	-0,2189	36,97	95,59	84,48	1,450	317,5	92,14	0,2978	1,850e+005	6547	-5384	5042	-1,137e+004	27,33	66,50	307,9	30,37	2,429e+004	356,2	0,9853	12,10
11	2,109e+004	8,204e+004	259,8	285,4	25,62	25,72	220,4	91,56	-0,2531	34,88	91,81	80,00	1,218	315,8	91,67	0,3080	1,602e+005	6130	-4885	4206	-9683	28,30	65,96	283,4	29,32	2,144e+004	352,4	0,9836	11,77
12	1,905e+004	7,533e+004	238,6	262,9	24,39	24,52	207,0	87,97	-0,3968	33,23	88,37	76,61	1,163	315,8	90,91	0,3211	9,619e+004	5747	-4768	3646	-8842	16,49	59,92	262,4	27,60	1,929e+004	244,2	0,9873	11,51
13	1,757e+004	7,206e+004	227,0	250,3	23,30	23,46	198,9	84,97	-0,4105	32,07	85,38	73,16	1,170	317,5	90,86	0,3223	8,505e+004	5494	-4591	3192	-8390	16,55	58,73	249,8	26,02	1,773e+004	165,7	0,9907	11,34
