 	 	 	 	 	Channel 6	Channel 7	Channel 8
 	 	 	 	 	Mean	Mean	Mean
 	 	 	 	 	 	 	 
2,0114	261,2889	 	 	 	 	 	 
2,025	264,6897	 	 	 	 	 	 
2,0387	267,8679	 	 	 	 	 	 
2,0387	270,7234	 	 	 	 	 	 
2,0387	273,3374	 	 	 	 	 	 
2,0045	275,7687	 	 	 	 	 	 
2,0387	278,0611	 	 	 	 	 	 
2,0387	280,218	 	 	 	 	 	 
2,0661	282,1606	 	 	 	 	 	 
2,0524	283,7212	 	 	 	 	 	 
2,0524	285,2198	 	 	 	 	 	 
2,0592	286,6839	 	 	 	 	 	 
2,1003	288,1116	 	 	 	 	 	 
2,1003	289,5505	 	 	 	 	 	 
2,0935	291,1222	 	 	 	 	 	 
2,0524	292,826	 	 	 	 	 	 
2,1003	294,7135	 	 	 	 	 	 
2,0798	296,73	 	 	 	 	 	 
2,0935	298,8575	 	 	 	 	 	 
2,1071	301,0913	 	 	 	 	 	 
2,0798	303,4649	 	 	 	 	 	 
2,0866	306,1441	 	 	 	 	 	 
2,1208	309,1833	 	 	 	 	 	 
2,1071	312,1143	 	 	 	 	 	 
2,1003	314,9045	 	 	 	 	 	 
2,1208	317,6069	 	 	 	 	 	 
2,1071	320,2753	 	 	 	 	 	 
2,155	322,7729	 	 	 	 	 	 
2,1482	325,0923	 	 	 	 	 	 
2,1482	327,2347	 	 	 	 	 	 
2,1755	329,2304	 	 	 	 	 	 
2,1755	331,0688	 	 	 	 	 	 
2,2029	332,7155	 	 	 	 	 	 
2,2234	334,106	 	 	 	 	 	 
2,244	335,1957	 	 	 	 	 	 
2,2713	336,0598	 	 	 	 	 	 
2,2919	336,9787	 	 	 	 	 	 
2,3192	337,9706	 	 	 	 	 	 
2,3945	339,0158	 	 	 	 	 	 
2,415	339,9693	 	 	 	 	 	 
2,4492	340,8242	 	 	 	 	 	 
2,4834	341,5911	 	 	 	 	 	 
2,5176	342,2738	 	 	 	 	 	 
2,586	342,8737	 	 	 	 	 	 
2,6476	343,4786	 	 	 	 	 	 
2,6887	344,1592	 	 	 	 	 	 
2,6887	344,9515	 	 	 	 	 	 
2,7913	345,7704	 	 	 	 	 	 
2,8186	346,5408	 	 	 	 	 	 
2,846	347,2023	 	 	 	 	 	 
2,8871	347,8593	 	 	 	 	 	 
2,9691	348,5097	 	 	 	 	 	 
2,9897	349,2683	 	 	 	 	 	 
3,0376	350,2656	 	 	 	 	 	 
3,0581	351,4719	 	 	 	 	 	 
3,1197	352,8921	 	 	 	 	 	 
3,1265	354,5627	 	 	 	 	 	 
3,1675	356,3128	 	 	 	 	 	 
3,1949	358,0818	 	 	 	 	 	 
3,2291	359,8857	 	 	 	 	 	 
3,236	361,8069	 	 	 	 	 	 
3,2975	363,8768	 	 	 	 	 	 
3,3044	366,0481	 	 	 	 	 	 
3,3933	368,1066	 	 	 	 	 	 
3,3728	370,0301	 	 	 	 	 	 
3,4344	371,7313	 	 	 	 	 	 
3,4617	373,1598	 	 	 	 	 	 
3,5096	374,3735	 	 	 	 	 	 
3,4822	375,3507	 	 	 	 	 	 
3,5575	376,0389	 	 	 	 	 	 
3,578	376,5569	 	 	 	 	 	 
3,6191	376,9551	 	 	 	 	 	 
3,6396	377,1983	 	 	 	 	 	 
3,6464	377,2429	 	 	 	 	 	 
3,667	377,1394	 	 	 	 	 	 
3,7012	376,9767	 	 	 	 	 	 
3,7354	376,8488	 	 	 	 	 	 
3,7833	376,7808	 	 	 	 	 	 
3,7833	376,8181	 	 	 	 	 	 
3,8243	376,9831	 	 	 	 	 	 
3,838	377,2637	 	 	 	 	 	 
3,8722	377,6193	 	 	 	 	 	 
3,8654	378,0182	 	 	 	 	 	 
3,9133	378,4422	 	 	 	 	 	 
3,9611	378,8757	 	 	 	 	 	 
3,9748	379,3689	 	 	 	 	 	 
3,9611	379,9174	 	 	 	 	 	 
4,0159	380,4274	 	 	 	 	 	 
4,0296	380,8954	 	 	 	 	 	 
4,0706	381,4313	 	 	 	 	 	 
4,0774	382,049	 	 	 	 	 	 
4,1048	382,7115	 	 	 	 	 	 
4,098	383,3441	 	 	 	 	 	 
4,1595	383,9172	 	 	 	 	 	 
4,1801	384,5383	 	 	 	 	 	 
4,2006	385,3604	 	 	 	 	 	 
4,228	386,3683	 	 	 	 	 	 
4,2964	387,3864	 	 	 	 	 	 
4,2895	388,3083	 	 	 	 	 	 
4,3237	389,1732	 	 	 	 	 	 
4,3921	390,0647	 	 	 	 	 	 
4,3921	391,0224	 	 	 	 	 	 
4,4948	391,8898	 	 	 	 	 	 
4,5905	392,5897	 	 	 	 	 	 
4,659	393,1852	 	 	 	 	 	 
4,83	393,7368	 	 	 	 	 	 
4,9873	394,2528	 	 	 	 	 	 
5,2884	394,6823	 	 	 	 	 	 
5,5757	394,8409	 	 	 	 	 	 
5,9657	394,6625	 	 	 	 	 	 
6,4582	394,4545	 	 	 	 	 	 
7,0397	394,2521	 	 	 	 	 	 
7,7307	393,9734	 	 	 	 	 	 
8,5722	393,5303	 	 	 	 	 	 
9,4547	392,8109	 	 	 	 	 	 
10,4194	391,8682	 	 	 	 	 	 
11,4114	390,7855	 	 	 	 	 	 
12,5334	389,5747	 	 	 	 	 	 
13,8537	388,2191	 	 	 	 	 	 
15,913	386,6788	 	 	 	 	 	 
18,5401	384,9408	 	 	 	 	 	 
21,3997	383,0458	 	 	 	 	 	 
24,4168	381,1035	 	 	 	 	 	 
27,4885	379,0136	 	 	 	 	 	 
30,8545	376,8939	 	 	 	 	 	 
34,3983	374,7648	 	 	 	 	 	 
38,0516	372,7094	 	 	 	 	 	 
41,8827	370,7761	 	 	 	 	 	 
45,8986	368,9743	 	 	 	 	 	 
50,0787	367,1531	 	 	 	 	 	 
54,2998	365,2273	 	 	 	 	 	 
58,4251	363,1089	 	 	 	 	 	 
62,0305	360,8759	 	 	 	 	 	 
64,9244	358,4689	 	 	 	 	 	 
66,9905	355,9574	 	 	 	 	 	 
68,2835	353,3254	 	 	 	 	 	 
68,9471	350,4981	 	 	 	 	 	 
69,1387	347,266	 	 	 	 	 	 
68,9745	343,7	 	 	 	 	 	 
68,5845	339,7597	 	 	 	 	 	 
68,1535	335,4635	 	 	 	 	 	 
67,7567	330,7527	 	 	 	 	 	 
67,4557	325,8685	 	 	 	 	 	 
67,3394	320,8391	 	 	 	 	 	 
67,4762	315,8343	 	 	 	 	 	 
67,8388	310,8	 	 	 	 	 	 
68,3861	305,8771	 	 	 	 	 	 
69,1045	300,9919	 	 	 	 	 	 
69,8707	296,0997	 	 	 	 	 	 
70,6369	291,1825	 	 	 	 	 	 
71,3484	286,4932	 	 	 	 	 	 
71,9847	281,9583	 	 	 	 	 	 
72,5525	277,5921	 	 	 	 	 	 
73,0246	273,3591	 	 	 	 	 	 
73,4419	269,3782	 	 	 	 	 	 
73,8318	265,5088	 	 	 	 	 	 
74,1602	261,797	 	 	 	 	 	 
74,516	258,1381	 	 	 	 	 	 
74,858	254,5789	 	 	 	 	 	 
75,248	250,9665	 	 	 	 	 	 
75,6927	247,3911	 	 	 	 	 	 
76,0963	243,8338	 	 	 	 	 	 
76,5821	240,3942	 	 	 	 	 	 
77,0131	236,9517	 	 	 	 	 	 
77,4578	233,5875	 	 	 	 	 	 
77,8477	230,2411	 	 	 	 	 	 
78,2308	226,9558	 	 	 	 	 	 
78,5592	223,6381	 	 	 	 	 	 
78,9013	220,3288	 	 	 	 	 	 
79,1612	216,9695	 	 	 	 	 	 
79,4349	213,6025	 	 	 	 	 	 
79,6607	210,1405	 	 	 	 	 	 
79,8933	206,7488	 	 	 	 	 	 
80,1396	203,4082	 	 	 	 	 	 
80,379	200,1973	 	 	 	 	 	 
80,5843	197,0421	 	 	 	 	 	 
80,8647	193,9308	 	 	 	 	 	 
81,0905	190,784	 	 	 	 	 	 
81,3026	187,7083	 	 	 	 	 	 
81,4668	184,6856	 	 	 	 	 	 
81,6926	181,7859	 	 	 	 	 	 
81,8841	178,9955	 	 	 	 	 	 
82,0415	176,3563	 	 	 	 	 	 
82,1783	173,8166	 	 	 	 	 	 
82,3356	171,4992	 	 	 	 	 	 
82,4793	169,3266	 	 	 	 	 	 
82,6435	167,2336	 	 	 	 	 	 
82,7735	165,1702	 	 	 	 	 	 
82,9172	163,1818	 	 	 	 	 	 
83,0266	161,2817	 	 	 	 	 	 
83,1566	159,5199	 	 	 	 	 	 
83,2592	157,8242	 	 	 	 	 	 
83,3892	156,1927	 	 	 	 	 	 
83,485	154,59	 	 	 	 	 	 
83,5739	153,0098	 	 	 	 	 	 
83,6492	151,4589	 	 	 	 	 	 
83,7176	149,9873	 	 	 	 	 	 
83,786	148,5146	 	 	 	 	 	 
83,8544	147,0039	 	 	 	 	 	 
83,8886	145,4884	 	 	 	 	 	 
83,9707	143,9823	 	 	 	 	 	 
83,9502	142,4627	 	 	 	 	 	 
83,9981	140,9122	 	 	 	 	 	 
83,9707	139,3215	 	 	 	 	 	 
84,0118	137,7154	 	 	 	 	 	 
83,9981	136,0866	 	 	 	 	 	 
84,0118	134,4216	 	 	 	 	 	 
84,0186	132,7147	 	 	 	 	 	 
83,9844	130,9268	 	 	 	 	 	 
83,9297	129,0505	 	 	 	 	 	 
83,9228	127,105	 	 	 	 	 	 
83,8613	125,1373	 	 	 	 	 	 
83,8544	123,1725	 	 	 	 	 	 
83,7792	121,2229	 	 	 	 	 	 
83,7997	119,2872	 	 	 	 	 	 
83,6902	117,3956	 	 	 	 	 	 
83,6834	115,5404	 	 	 	 	 	 
83,6081	113,7234	 	 	 	 	 	 
83,5602	111,9527	 	 	 	 	 	 
83,4781	110,2527	 	 	 	 	 	 
83,4166	108,6286	 	 	 	 	 	 
83,3482	107,1189	 	 	 	 	 	 
83,3071	105,7178	 	 	 	 	 	 
