	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	4,943e+004	1,514e+005	431,5	495,0	63,47	65,45	457,1	138,8	0,7386	57,26	138,1	116,2	5,068	350,9	95,89	0,2692	9,658e+004	1,371e+004	-8426	9607	-9918	4,384	85,29	450,0	63,92	5,071e+004	1280	0,9748	9,130
2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3	4,997e+004	1,376e+005	392,2	472,5	80,22	83,17	453,5	141,3	0,4924	58,25	140,8	122,3	4,938	350,9	85,01	0,3119	1,113e+005	1,365e+004	-8898	6984	-9025	3,590	97,17	461,4	80,53	5,126e+004	1290	0,9748	9,303
4	4,467e+004	1,245e+005	357,0	424,4	67,48	70,80	412,4	139,9	0,2941	55,69	139,6	117,9	4,466	348,8	86,77	0,3302	8,376e+004	1,360e+004	-8665	6226	-9227	3,290	93,11	411,4	67,54	4,559e+004	917,4	0,9799	9,271
5	4,384e+004	1,224e+005	348,8	407,0	58,15	60,07	395,2	137,7	0,1436	53,61	137,5	113,5	4,514	350,9	86,85	0,3255	6,187e+004	1,339e+004	-7995	5073	-9335	2,681	88,24	401,7	58,39	4,459e+004	754,0	0,9831	9,211
6	4,138e+004	1,181e+005	336,7	385,5	48,89	51,32	379,0	135,3	0,04787	51,57	135,2	110,1	4,185	350,9	89,18	0,3269	4,723e+004	1,312e+004	-7509	5677	-9754	2,188	85,60	377,5	48,89	4,184e+004	467,7	0,9888	9,218
7	4,112e+004	1,205e+005	343,5	387,4	43,95	46,39	384,2	133,3	-0,08207	50,01	133,4	106,2	3,912	350,9	91,50	0,3091	3,362e+004	1,272e+004	-6942	5269	-9193	0,04787	81,81	375,4	43,95	4,138e+004	268,1	0,9935	9,343
8	4,192e+004	1,231e+005	350,9	392,2	41,32	42,88	379,9	131,5	-0,2120	48,74	131,7	103,2	3,734	350,9	91,33	0,2940	2,844e+004	1,245e+004	-6887	5084	-9693	-0,08891	79,07	384,2	41,32	4,214e+004	216,7	0,9949	9,207
9	3,960e+004	1,181e+005	336,5	373,5	37,03	38,35	370,2	129,9	-0,3556	47,57	130,3	100,4	3,481	350,9	92,61	0,2983	3,033e+004	1,219e+004	-6894	5602	-9986	-0,1983	77,27	363,3	37,03	3,980e+004	205,8	0,9948	9,040
10	3,856e+004	1,169e+005	333,1	368,6	35,54	37,17	365,4	128,5	-0,5129	46,62	129,0	98,39	3,269	350,9	93,31	0,2954	2,399e+004	1,184e+004	-6812	5820	-9138	-0,2736	74,26	357,0	35,59	3,859e+004	27,41	0,9993	8,979
11	3,749e+004	1,110e+005	318,1	351,6	33,49	35,05	341,4	127,3	-0,6087	45,55	127,9	98,83	2,948	348,8	90,96	0,3107	2,093e+004	1,184e+004	-6702	5842	-9684	-0,4035	81,43	349,7	33,49	3,748e+004	-6,302	1,000	9,000
12	3,580e+004	1,094e+005	311,7	339,7	28,08	28,45	334,7	126,0	-0,7455	44,90	126,8	97,48	3,043	350,9	93,60	0,3128	3,197e+004	1,156e+004	-6668	6383	-9448	-0,6907	75,17	333,0	28,51	3,603e+004	221,9	0,9938	9,039
13	3,450e+004	1,066e+005	303,9	332,8	28,90	29,65	329,1	124,6	-0,9848	43,88	125,5	96,85	2,763	350,9	94,30	0,3187	2,527e+004	1,124e+004	-6565	6651	-9326	-0,8549	81,90	322,3	29,29	3,453e+004	21,12	0,9994	8,990
