	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	1,464e+004	4,583e+004	123,0	221,6	98,59	102,9	206,5	138,1	9,545	75,60	128,6	132,8	11,13	372,7	56,95	1,080	3,498e+004	1,148e+004	-1,030e+004	3286	-2855	10,54	103,1	215,9	98,59	2,012e+004	5479	0,7277	13,85
2	1,686e+004	5,364e+004	143,1	228,7	85,65	89,89	223,7	136,3	8,909	72,86	127,4	128,4	11,68	375,0	63,35	0,8973	4,909e+004	1,118e+004	-1,093e+004	2982	-3138	9,257	105,5	225,8	85,65	2,097e+004	4112	0,8040	13,91
3	1,464e+004	4,743e+004	126,5	201,9	75,39	80,17	196,8	131,8	7,993	67,32	123,8	124,2	11,27	375,0	62,67	0,9822	2,534e+004	1,055e+004	-1,273e+004	2646	-3823	9,579	103,0	201,8	76,21	1,727e+004	2633	0,8476	13,40
4	1,193e+004	4,063e+004	107,7	176,7	69,04	70,32	168,6	126,2	6,796	61,60	119,4	118,9	10,50	377,4	61,05	1,104	2,655e+004	9695	-1,181e+004	1798	-3378	8,054	98,38	176,4	69,09	1,371e+004	1780	0,8702	13,68
5	9086	3,512e+004	94,82	155,7	60,91	62,08	126,4	117,6	7,418	54,82	110,2	108,3	8,799	370,4	60,97	1,142	7,398e+004	8567	-9394	1943	-2589	30,17	91,30	155,5	61,02	1,040e+004	1309	0,8740	15,25
6	6393	2,856e+004	80,46	139,0	58,57	59,20	99,79	109,1	9,175	49,20	99,92	101,4	9,319	355,0	59,11	1,261	1,214e+005	7535	-7500	2596	-3329	39,83	84,25	136,1	59,07	7563	1170	0,8453	15,83
7	4862	2,474e+004	66,39	120,4	53,98	54,35	97,88	101,0	10,06	47,34	90,89	92,20	15,49	372,7	55,15	1,389	8,380e+004	6400	-6393	2484	-2747	15,62	78,83	120,4	54,76	5887	1025	0,8259	16,98
8	4601	2,472e+004	66,34	118,9	52,59	53,37	95,71	95,36	11,38	45,49	83,98	87,54	15,81	372,7	61,99	1,320	8,929e+004	5935	-5866	2884	-2432	18,49	28,62	107,0	52,72	5447	845,8	0,8447	17,44
9	3626	2,551e+004	61,66	116,5	54,82	55,34	90,65	88,68	11,39	44,86	77,29	80,90	16,46	413,8	61,62	1,312	7,768e+004	5128	-5285	1962	-2777	18,85	32,74	100,1	55,34	4445	818,5	0,8158	16,95
10	3188	1,838e+004	53,62	104,9	51,29	51,77	73,28	84,68	11,93	38,58	72,75	76,97	11,93	342,9	53,59	1,436	4,111e+004	5039	-4848	2343	-2351	16,31	34,97	100,1	51,99	3951	763,9	0,8067	18,57
11	3205	2,187e+004	58,32	110,1	51,78	53,45	88,69	81,42	12,52	39,64	68,90	72,86	16,41	375,0	58,62	1,249	6,687e+004	4916	-4909	2356	-2563	16,41	31,95	99,49	51,96	3930	725,6	0,8154	19,22
12	2814	2,010e+004	53,59	104,9	51,32	53,36	86,02	78,85	10,50	37,51	68,35	70,59	16,57	375,0	58,32	1,317	5,241e+004	4410	-4724	1535	-2614	16,57	27,34	91,89	52,11	3393	578,7	0,8294	17,70

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	7988	3,221e+004	86,28	149,9	63,66	65,51	129,5	107,4	9,802	52,90	97,62	99,59	12,95	373,1	59,45	1,207	6,187e+004	7569	-7891	2401	-2883	17,47	68,33	144,2	64,04	9758	1770	0,8256	16,06
Min	2814	1,838e+004	53,59	104,9	51,29	51,77	73,28	78,85	6,796	37,51	68,35	70,59	8,799	342,9	53,59	0,8973	2,534e+004	4410	-1,273e+004	1535	-3823	8,054	27,34	91,89	51,96	3393	578,7	0,7277	13,40
Max	1,686e+004	5,364e+004	143,1	228,7	98,59	102,9	223,7	138,1	12,52	75,60	128,6	132,8	16,57	413,8	63,35	1,436	1,214e+005	1,148e+004	-4724	3286	-2351	39,83	105,5	225,8	98,59	2,097e+004	5479	0,8740	19,22
Count	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
