	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	2,401e+004	8,307e+004	189,7	370,1	180,4	183,3	316,4	139,8	2,407	74,15	137,4	135,4	4,343	438,0	51,29	0,7140	8,767e+004	1,137e+004	-1,027e+004	6155	-5709	4,343	92,26	369,8	181,5	3,409e+004	1,008e+004	0,7043	9,773
2	2,426e+004	8,542e+004	195,1	366,1	171,1	175,2	327,2	140,0	2,168	74,26	137,8	135,1	4,063	438,0	54,08	0,6924	1,238e+005	1,159e+004	-1,023e+004	6129	-4702	2,633	91,57	360,6	171,7	3,343e+004	9167	0,7258	9,813
3	2,339e+004	8,206e+004	188,7	361,7	173,0	178,8	319,1	138,5	1,703	71,12	136,8	132,4	3,529	434,8	53,50	0,7016	7,137e+004	1,116e+004	-1,023e+004	5617	-5230	3,529	95,78	352,8	173,0	3,229e+004	8902	0,7243	9,596
4	2,278e+004	7,993e+004	182,5	351,0	168,5	171,2	317,7	137,2	1,183	69,66	136,0	131,8	3,427	438,0	52,26	0,7221	7,901e+004	1,122e+004	-1,063e+004	5678	-5278	1,689	94,35	349,2	170,0	3,124e+004	8452	0,7294	9,286
5	2,123e+004	7,596e+004	172,2	340,0	167,9	171,2	308,9	134,0	0,7318	66,16	133,3	126,1	2,661	441,2	50,82	0,7321	5,419e+004	1,055e+004	-1,084e+004	5216	-4372	1,518	86,56	338,8	168,2	2,928e+004	8056	0,7249	9,016
6	2,115e+004	7,548e+004	173,6	335,7	162,1	166,6	298,0	131,5	0,3215	62,55	131,2	124,1	1,771	434,8	51,88	0,7147	5,860e+004	1,047e+004	-1,094e+004	4974	-4753	1,771	94,74	334,6	162,6	2,843e+004	7272	0,7442	8,834
7	1,911e+004	7,123e+004	162,6	319,5	156,9	163,8	291,0	127,5	0,1710	59,09	127,3	118,2	1,443	438,0	51,11	0,7265	6,028e+004	9664	-1,051e+004	4508	-4399	1,046	84,17	318,2	156,9	2,581e+004	6702	0,7404	8,852
8	1,874e+004	7,111e+004	162,4	311,0	148,6	155,2	277,9	124,9	-0,1710	57,00	125,0	115,7	1,279	438,0	53,08	0,7127	3,731e+004	9685	-1,058e+004	4516	-4739	1,279	91,68	305,9	148,8	2,423e+004	5494	0,7733	8,638
9	1,645e+004	6,377e+004	146,7	292,3	145,7	150,0	258,2	120,5	-0,5130	53,03	121,0	111,3	0,7113	434,8	50,40	0,7591	3,477e+004	8809	-9849	3531	-4773	1,464	78,89	291,0	145,7	2,161e+004	5160	0,7612	8,525
10	1,494e+004	6,019e+004	137,4	277,7	140,2	146,0	253,4	117,5	-0,6771	51,22	118,1	107,7	0,5540	438,0	50,22	0,7837	2,328e+004	8714	-9986	2682	-3582	1,491	82,59	273,6	140,5	1,941e+004	4464	0,7700	8,407
11	1,239e+004	5,246e+004	119,8	262,2	142,4	147,9	235,2	112,8	-0,8618	47,73	113,6	103,4	0,1573	438,0	46,53	0,8630	2,906e+004	7660	-9377	2585	-3135	-0,5882	77,11	257,5	142,4	1,696e+004	4568	0,7307	8,455
12	1,244e+004	5,416e+004	123,7	258,6	135,0	140,2	232,9	110,2	-0,9302	46,34	111,1	100,6	-0,04788	438,0	48,38	0,8133	3,137e+004	7660	-9315	2484	-3431	-0,04788	75,53	255,6	135,2	1,645e+004	4016	0,7559	8,348
13	1,079e+004	4,928e+004	112,5	245,2	132,6	143,4	224,3	105,7	-1,060	43,46	106,8	97,11	-0,3625	438,0	46,71	0,8629	2,105e+004	6757	-8720	2464	-2885	-0,6703	71,70	240,9	133,2	1,462e+004	3829	0,7380	8,480
14	1,047e+004	4,860e+004	111,0	238,8	127,8	137,4	215,3	103,5	-1,238	42,42	104,7	95,74	-0,5198	438,0	47,49	0,8627	1,930e+004	6764	-8501	2739	-2841	0,2052	71,06	233,7	128,4	1,379e+004	3320	0,7592	8,332
15	8435	4,112e+004	93,90	223,4	129,5	138,2	204,9	99,00	-1,341	39,69	100,3	92,18	-0,7934	438,0	42,91	0,9817	1,947e+004	5861	-7571	2085	-2613	0,4924	67,76	218,8	130,1	1,198e+004	3541	0,7043	8,638
16	8382	4,274e+004	97,59	220,4	122,8	131,0	203,9	97,14	-1,416	39,07	98,56	89,36	-0,8139	438,0	46,38	0,9157	1,501e+004	5889	-8002	1861	-2349	-0,1778	68,22	210,4	123,6	1,127e+004	2888	0,7437	8,366
17	6851	3,713e+004	84,77	210,4	125,6	130,5	189,1	92,81	-1,477	36,45	94,29	85,90	-0,9780	438,0	42,17	1,013	1,597e+004	5082	-6997	1991	-2263	4,193	64,51	201,0	125,8	1,002e+004	3165	0,6840	8,786
18	6869	3,769e+004	86,68	204,1	117,5	125,0	191,8	91,38	-1,600	35,83	92,98	83,27	-0,9507	434,8	43,98	0,9606	2,465e+004	5191	-7099	1652	-2332	-1,245	61,73	197,1	117,5	9467	2598	0,7256	8,486
19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
20	6231	3,558e+004	81,84	195,5	113,7	122,4	186,0	86,72	-1,587	33,76	88,30	81,37	-0,2325	434,8	42,86	0,9942	2,572e+004	4740	-6525	1490	-2341	-0,2325	57,45	191,0	113,7	8451	2219	0,7374	8,592

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	1,521e+004	6,037e+004	138,0	283,4	145,3	151,4	255,3	116,3	-0,2203	52,79	116,6	108,8	1,013	437,3	48,74	0,8172	4,378e+004	8361	-9272	3598	-3775	1,194	79,35	279,0	145,7	2,067e+004	5468	0,7356	8,801
Min	6231	3,558e+004	81,84	195,5	113,7	122,4	186,0	86,72	-1,600	33,76	88,30	81,37	-0,9780	434,8	42,17	0,6924	1,501e+004	4740	-1,094e+004	1490	-5709	-1,245	57,45	191,0	113,7	8451	2219	0,6840	8,332
Max	2,426e+004	8,542e+004	195,1	370,1	180,4	183,3	327,2	140,0	2,407	74,26	137,8	135,4	4,343	441,2	54,08	1,013	1,238e+005	1,159e+004	-6525	6155	-2263	4,343	95,78	369,8	181,5	3,409e+004	1,008e+004	0,7733	9,813
Count	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19	19
