	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3	2,675e+004	1,138e+005	318,6	537,5	218,9	259,1	459,3	119,8	-0,9304	61,18	120,7	109,0	2,675	357,1	69,35	0,3420	1,167e+006	8976	-7430	1,213e+004	-1,246e+004	96,24	79,41	459,5	239,3	4,436e+004	1,760e+004	0,6031	11,63
4	2,518e+004	1,172e+005	328,2	532,8	204,6	256,4	439,7	117,7	-1,498	57,78	119,2	106,4	1,765	357,1	73,94	0,3243	1,283e+006	8914	-7266	1,252e+004	-9957	102,4	82,28	443,8	226,9	4,176e+004	1,658e+004	0,6029	11,25
5	2,592e+004	1,141e+005	317,6	515,3	197,7	245,8	449,6	115,5	-1,998	54,61	117,5	103,3	1,238	359,3	70,65	0,3253	1,111e+006	8730	-7697	1,196e+004	-9265	92,91	76,95	449,6	219,4	4,191e+004	1,599e+004	0,6185	10,69
6	2,523e+004	1,168e+005	325,1	518,6	193,5	231,8	422,6	112,5	-2,374	50,64	114,8	98,52	0,3352	359,3	75,17	0,3031	1,125e+006	8305	-7539	1,154e+004	-1,448e+004	97,46	79,12	432,5	203,5	4,053e+004	1,530e+004	0,6225	10,19
7	2,627e+004	1,197e+005	333,0	503,9	170,9	217,7	413,1	109,3	-2,757	47,14	112,1	94,47	-0,3284	359,3	76,77	0,2837	9,796e+005	7943	-7998	1,019e+004	-1,069e+004	96,18	74,19	433,8	191,8	4,016e+004	1,389e+004	0,6541	9,787
8	2,467e+004	1,174e+005	328,6	474,3	145,7	192,7	380,2	105,5	-3,188	43,34	108,7	88,03	-0,8689	357,1	81,71	0,2679	6,887e+005	7286	-7854	8360	-7673	81,19	67,33	402,1	167,5	3,662e+004	1,195e+004	0,6737	9,448
9	2,209e+004	1,110e+005	309,0	441,5	132,6	155,5	292,6	101,7	-3,393	40,56	105,1	83,15	-1,272	359,3	82,46	0,2691	6,547e+005	6725	-7614	8923	-8790	73,37	66,82	374,7	141,4	3,259e+004	1,049e+004	0,6780	9,264
10	1,720e+004	9,637e+004	268,2	393,7	125,5	145,4	228,6	97,31	-3,653	37,40	101,0	80,53	-1,642	359,3	81,61	0,3002	6,387e+005	6034	-6814	9075	-8126	70,23	64,37	328,7	130,0	2,694e+004	9739	0,6385	9,217
11	1,406e+004	8,668e+004	241,3	358,1	116,8	139,3	211,3	93,00	-3,735	34,80	96,74	78,81	-1,963	359,3	82,59	0,3267	5,813e+005	5425	-6814	7573	-8463	26,99	57,03	292,1	120,7	2,325e+004	9193	0,6046	9,252
