	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	2,041e+004	8,572e+004	247,2	508,7	261,5	262,3	484,8	120,9	1,388	60,41	119,6	120,5	7,592	346,8	53,56	0,4875	1,502e+005	7216	-5622	6055	-5830	5,759	89,13	461,4	270,2	3,903e+004	1,862e+004	0,5230	13,15
2	2,451e+004	8,363e+004	243,9	508,5	264,6	267,6	508,5	119,7	3,591	59,72	116,2	119,0	4,699	342,9	49,11	0,4878	8,953e+004	7339	-5814	7347	-5574	4,849	79,82	496,7	268,5	4,160e+004	1,710e+004	0,5890	13,62
3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
6	1,943e+004	7,395e+004	213,2	475,8	262,6	263,8	462,4	117,1	2,264	58,02	114,8	116,4	5,957	346,8	46,47	0,5458	9,383e+004	7113	-5567	5104	-5815	5,205	80,43	458,9	266,8	3,714e+004	1,772e+004	0,5230	13,41
7	2,003e+004	7,151e+004	208,6	475,7	267,1	270,9	475,7	115,1	1,833	55,74	113,2	114,3	5,143	342,9	44,85	0,5479	7,947e+004	7079	-5540	4165	-5444	4,357	82,47	465,1	268,2	3,768e+004	1,765e+004	0,5316	13,43
8	2,027e+004	7,310e+004	212,0	470,6	258,6	261,4	469,3	112,5	1,258	53,82	111,3	111,7	4,446	344,8	45,24	0,5270	9,145e+004	6935	-5485	3935	-5541	4,288	79,73	468,6	261,7	3,723e+004	1,695e+004	0,5446	13,16
9	2,200e+004	7,960e+004	232,2	482,2	250,0	253,2	472,3	109,6	0,8481	51,05	108,8	108,7	3,686	342,9	49,09	0,4681	8,110e+004	6757	-5560	3950	-5715	6,101	75,15	472,9	251,3	3,754e+004	1,554e+004	0,5860	13,02
10	1,909e+004	7,159e+004	208,8	440,5	231,7	234,3	438,1	106,9	0,2599	48,42	106,7	104,9	3,242	342,9	47,73	0,5026	1,120e+005	6539	-5437	3747	-5729	3,351	78,48	437,4	236,1	3,312e+004	1,403e+004	0,5765	12,95
11	1,900e+004	7,407e+004	216,0	436,3	220,3	223,6	434,7	104,5	-0,02736	46,07	104,6	101,6	2,647	342,9	51,14	0,4703	9,785e+004	6313	-5205	3732	-5680	2,045	73,78	422,5	223,1	3,132e+004	1,232e+004	0,6066	12,84
12	1,884e+004	7,361e+004	215,9	416,3	200,4	203,7	415,2	102,0	-0,6019	43,22	102,6	97,74	2,134	340,9	52,95	0,4527	9,481e+004	6046	-5191	3633	-5880	4,480	75,01	407,8	202,2	2,905e+004	1,020e+004	0,6487	12,71
13	1,841e+004	7,871e+004	232,2	412,5	180,3	182,4	411,6	99,32	-0,9644	40,67	100,3	94,32	1,512	339,0	60,26	0,4062	1,086e+005	5800	-4938	3528	-6056	-0,02052	69,38	385,3	183,5	2,663e+004	8224	0,6912	12,65
14	1,686e+004	7,637e+004	225,3	387,7	162,4	165,1	386,8	96,41	-1,423	38,22	97,83	90,37	1,204	339,0	63,26	0,4011	1,135e+005	5478	-4918	3527	-6242	1,655	68,06	356,2	166,1	2,348e+004	6618	0,7181	12,32
15	1,488e+004	7,331e+004	216,3	370,7	154,5	158,5	369,7	93,14	-1,607	35,91	94,75	86,28	0,6839	339,0	66,80	0,3989	1,009e+005	5082	-4610	3658	-5584	0,9575	66,75	323,7	155,9	2,048e+004	5605	0,7264	12,34
16	1,300e+004	6,863e+004	201,3	344,7	143,4	148,3	344,2	89,52	-1,826	33,74	91,34	81,68	0,4035	340,9	66,98	0,4057	1,150e+005	4699	-4405	3298	-5445	0,8686	62,57	300,6	145,2	1,781e+004	4812	0,7298	12,25
17	1,158e+004	6,940e+004	204,7	342,0	137,3	144,3	341,3	86,10	-2,031	31,62	88,13	78,04	0,1231	339,0	72,04	0,3812	1,063e+005	4364	-4165	3631	-5881	0,2941	54,61	284,2	138,9	1,581e+004	4228	0,7326	11,98
18	1,010e+004	6,709e+004	199,0	329,6	130,6	136,9	328,5	82,74	-2,291	29,63	85,04	74,32	-0,1983	337,1	78,09	0,3734	1,063e+005	4097	-3960	3676	-6071	22,45	57,21	254,9	132,1	1,390e+004	3801	0,7265	11,81
19	8381	6,437e+004	189,9	316,0	126,1	136,2	315,7	79,45	-2,339	28,13	81,79	71,80	-0,3762	339,0	79,65	0,3781	1,048e+005	3769	-3618	4151	-6181	18,44	50,74	238,4	127,4	1,191e+004	3531	0,7036	11,79
20	7030	5,981e+004	175,4	301,0	125,6	134,6	299,4	75,73	-2,455	26,47	78,18	68,68	-0,5814	340,9	79,69	0,3915	9,439e+004	3509	-3461	3891	-6259	18,90	49,17	220,2	127,5	1,042e+004	3389	0,6747	11,74
21	5926	5,611e+004	165,5	287,9	122,4	133,8	287,0	72,83	-2,503	25,01	75,34	67,55	-0,8686	339,0	79,95	0,4081	9,782e+004	3269	-3290	4203	-5801	17,42	47,14	207,0	124,9	9246	3320	0,6409	11,56
