	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
11	3,195e+004	8,427e+004	327,2	456,7	129,5	129,7	413,5	120,3	-4,618	50,56	124,9	117,6	-2,128	257,5	78,69	0,3594	4,314e+005	9017	-6116	5875	-7340	-4,570	79,39	415,9	143,4	13,50
12	3,319e+004	9,172e+004	354,6	477,0	122,4	122,5	426,3	121,2	-2,463	53,05	123,6	118,4	-2,463	258,6	80,87	0,3338	4,708e+005	9489	-5890	6493	-8276	-0,6568	84,64	438,6	138,4	14,28
13	3,891e+004	9,743e+004	375,1	488,8	113,7	114,8	434,3	125,4	1,368	56,52	124,0	122,7	2,607	259,7	80,87	0,3272	3,766e+005	9243	-5856	7724	-8514	1,430	84,89	463,8	122,4	15,28
14	4,294e+004	1,009e+005	390,3	504,1	113,7	114,7	465,1	129,9	-0,6294	56,93	130,5	127,2	3,386	258,6	80,92	0,3259	3,528e+005	9557	-5603	6845	-7730	0,4515	90,25	482,4	121,6	15,45
15	3,565e+004	9,293e+004	360,9	481,8	120,9	121,9	421,7	124,4	-4,077	52,25	128,5	122,2	-0,3352	257,5	81,46	0,3386	5,047e+005	9106	-5843	5780	-7672	-4,077	84,10	443,0	134,6	13,99
16	3,200e+004	8,533e+004	329,9	435,0	105,1	105,5	398,7	120,3	-4,529	50,84	124,8	118,9	-1,799	258,6	82,71	0,3602	3,866e+005	9202	-5849	6236	-7710	-4,447	80,64	398,9	122,4	14,13
17	3,499e+004	9,236e+004	357,1	464,5	107,4	108,2	414,0	121,6	-2,750	53,41	124,3	119,6	-2,750	258,6	83,91	0,3350	4,138e+005	9147	-5692	6891	-7737	1,526	81,23	425,6	115,6	15,03
18	4,155e+004	1,035e+005	398,4	509,9	111,5	112,8	466,1	128,6	-1,731	56,34	130,3	126,1	3,516	259,7	82,87	0,3166	5,174e+005	9537	-5671	7431	-8632	-1,539	89,34	480,7	121,9	14,98
19	3,410e+004	8,731e+004	337,6	472,1	134,5	134,9	434,1	123,6	-3,667	52,95	127,2	120,3	-0,7115	258,6	77,17	0,3562	4,009e+005	9195	-6068	6802	-7892	-3,510	83,18	437,5	146,3	14,05
20	3,463e+004	8,945e+004	347,3	477,2	129,9	130,1	420,4	123,0	-4,584	52,12	127,6	120,2	-2,189	257,5	78,96	0,3460	4,203e+005	9509	-6116	5598	-7293	-4,440	85,95	439,9	142,7	13,99
21	3,451e+004	9,230e+004	355,3	475,0	119,7	120,1	423,2	124,5	-2,353	55,26	126,9	120,8	-2,353	259,7	82,57	0,3400	5,485e+005	9297	-5836	7212	-7620	1,177	87,65	430,3	129,5	15,08
22	4,163e+004	1,022e+005	393,5	505,2	111,8	112,7	453,0	130,4	-0,9852	57,58	131,4	127,7	3,291	259,7	82,24	0,3245	4,462e+005	9551	-5726	7130	-8560	-0,3557	93,76	478,5	121,9	15,45
23	3,785e+004	9,288e+004	360,7	473,8	113,1	114,0	425,8	128,5	-0,9715	55,28	129,4	125,9	0,08210	257,5	81,31	0,3490	4,313e+005	9243	-5801	6886	-8080	0,1642	88,68	443,6	122,2	14,93
24	3,626e+004	9,399e+004	365,0	477,7	112,7	113,2	430,8	123,7	-3,551	52,62	127,3	121,7	-0,6568	257,5	82,04	0,3335	4,487e+005	9400	-5713	5765	-8535	-3,482	84,32	444,9	131,0	14,31
25	3,131e+004	8,526e+004	329,7	447,2	117,6	117,9	407,3	120,0	-2,408	52,66	122,4	118,0	-2,408	258,6	81,04	0,3579	4,408e+005	9017	-5815	6454	-7465	0,9578	83,81	406,8	130,1	14,52
26	4,026e+004	1,019e+005	392,2	491,7	99,50	100,2	446,1	127,8	1,101	56,14	126,7	125,7	2,901	259,7	85,94	0,3204	4,994e+005	9366	-5425	7782	-7813	1,327	83,31	456,4	108,4	15,59
27	3,603e+004	9,530e+004	370,1	500,6	130,5	130,9	440,8	124,0	-4,009	52,62	128,0	121,2	1,355	257,5	80,77	0,3276	6,001e+005	9256	-5767	5882	-8268	-3,859	84,29	458,2	144,2	14,39
28	3,190e+004	8,577e+004	333,1	451,6	118,5	118,6	411,8	120,9	-4,625	50,89	125,6	118,6	-2,333	257,5	81,17	0,3562	4,481e+005	9263	-5966	5977	-7589	-4,508	80,36	410,3	138,0	14,07
29	3,113e+004	8,470e+004	327,5	458,9	131,3	131,9	414,9	119,0	-2,873	51,49	121,8	117,1	-2,873	258,6	77,30	0,3575	4,050e+005	9051	-5904	6233	-7110	-0,8483	78,69	423,7	144,6	13,95
30	3,965e+004	1,015e+005	389,3	494,1	104,8	106,2	452,8	127,6	1,512	57,07	126,0	125,2	2,456	260,9	84,88	0,3215	5,099e+005	9537	-5589	7741	-8091	1,532	85,56	458,6	113,8	15,44
31	4,058e+004	1,000e+005	385,0	505,7	120,7	121,5	454,6	126,3	-2,654	54,92	129,0	123,7	3,325	259,7	79,70	0,3212	3,654e+005	9236	-5740	6884	-8521	-2,456	88,89	483,0	131,8	14,82
32	3,737e+004	9,410e+004	363,9	457,3	93,43	93,68	419,8	127,9	-1,279	54,62	129,2	125,8	-1,279	258,6	85,73	0,3458	4,457e+005	9277	-5473	6968	-7939	1,170	82,78	424,4	105,2	15,31
33	3,571e+004	9,310e+004	361,5	477,5	115,9	116,2	436,7	122,3	-3,667	51,11	126,0	120,0	0,2668	257,5	82,74	0,3318	5,603e+005	9017	-5535	5739	-7632	-3,633	82,63	437,0	127,9	14,26
34	3,405e+004	9,087e+004	352,9	454,9	102,0	102,4	415,9	121,1	-1,970	52,87	123,0	119,1	-1,970	257,5	83,60	0,3374	4,429e+005	9311	-5562	6448	-8016	0,4378	87,20	422,1	116,1	14,74
35	3,888e+004	9,606e+004	371,4	479,6	108,1	108,7	434,9	123,2	-3,284	52,60	126,4	121,0	2,805	258,6	82,28	0,3258	4,088e+005	9085	-5692	6816	-7891	-2,955	86,28	451,4	117,5	14,15
36	3,554e+004	9,467e+004	366,0	479,4	113,3	113,8	433,0	121,5	-1,676	53,31	123,2	119,8	-1,676	258,6	82,54	0,3272	4,783e+005	9379	-5713	6025	-8299	-0,2600	84,35	443,5	124,4	14,59
37	4,101e+004	1,031e+005	396,8	508,7	111,9	112,4	453,5	125,1	-0,3831	55,59	125,5	122,1	2,990	259,7	83,20	0,3076	4,690e+005	9222	-5760	8363	-8930	-0,1642	86,85	476,9	119,5	15,06
38	3,709e+004	9,387e+004	364,5	486,1	121,5	122,3	428,4	125,1	-4,283	52,68	129,4	123,5	0,4242	257,5	79,63	0,3388	4,245e+005	9509	-5740	5370	-7574	-4,255	89,57	457,8	137,8	14,27
39	3,115e+004	8,586e+004	333,4	461,1	127,7	128,0	417,1	120,5	-2,408	52,37	123,0	117,6	-2,408	257,5	79,53	0,3527	4,788e+005	9167	-6034	6356	-7989	-0,4515	84,20	419,3	139,4	13,98
40	3,855e+004	9,816e+004	376,3	473,4	97,10	97,84	430,1	128,2	1,423	56,34	126,8	126,4	2,504	260,9	85,16	0,3358	4,541e+005	9393	-5459	7438	-8234	1,437	87,23	441,9	106,0	15,57
41	4,010e+004	9,869e+004	381,6	498,6	117,0	118,0	461,4	125,0	-3,209	53,23	128,2	122,6	3,120	258,6	80,81	0,3213	4,207e+005	9161	-5596	6195	-8152	-2,935	88,15	472,2	126,7	14,36
42	3,389e+004	8,982e+004	348,8	455,3	106,5	106,6	407,3	120,5	-3,701	50,92	124,2	118,8	-1,854	257,5	82,49	0,3406	4,055e+005	9181	-5788	6006	-8771	-3,674	85,09	422,9	123,0	14,09
43	3,595e+004	9,626e+004	372,2	474,1	101,9	102,2	412,2	121,9	1,293	53,94	120,6	119,4	1,320	258,6	86,64	0,3208	5,871e+005	9078	-5521	7671	-7665	1,327	87,28	429,6	111,1	15,33
44	4,186e+004	1,032e+005	399,2	508,7	109,5	110,0	471,6	126,5	-3,776	52,89	130,3	124,1	2,271	258,6	82,44	0,3109	3,683e+005	9366	-5377	6014	-8130	-3,667	82,69	484,3	122,7	14,68
45	3,311e+004	8,659e+004	336,3	453,6	117,4	117,8	415,7	119,8	-2,360	52,34	122,1	117,8	-2,360	257,5	79,76	0,3503	3,537e+005	8976	-5843	6714	-7256	0,1026	79,31	421,6	131,9	14,36
46	4,124e+004	1,016e+005	391,3	489,6	98,30	98,72	452,1	127,6	1,156	55,84	126,4	125,3	2,764	259,7	83,85	0,3202	3,550e+005	9284	-5370	7670	-7960	1,204	91,81	466,7	107,9	15,49
47	3,771e+004	9,529e+004	370,0	494,2	124,1	125,1	450,1	124,6	-4,043	52,33	128,7	122,3	1,649	257,5	80,03	0,3305	4,670e+005	9222	-5596	5888	-7693	-3,954	88,01	462,4	137,3	14,18
48	3,443e+004	9,030e+004	350,7	449,8	99,13	99,32	413,2	122,6	-2,408	53,54	125,1	120,8	-2,408	257,5	84,40	0,3446	4,000e+005	9256	-5555	6910	-7878	0,7252	81,80	415,4	114,1	15,03
49	3,912e+004	9,606e+004	369,8	471,7	101,9	102,9	445,7	124,8	1,389	55,20	123,4	122,9	2,928	259,7	81,42	0,3323	2,910e+005	9017	-5432	7788	-7855	1,409	90,76	454,2	110,4	15,37
50	4,221e+004	1,019e+005	394,0	503,7	109,7	110,2	465,5	128,3	-3,585	53,71	131,9	126,0	3,421	258,6	81,62	0,3198	3,590e+005	9407	-5240	5684	-8111	-3,414	89,16	482,7	122,5	14,69
51	3,164e+004	8,441e+004	326,4	439,1	112,7	113,1	406,6	118,8	-3,941	49,99	122,8	116,6	-2,251	258,6	80,62	0,3573	4,259e+005	8866	-5877	6434	-7830	-3,913	83,69	404,9	126,4	13,82
52	3,311e+004	9,073e+004	352,4	456,7	104,4	104,6	413,6	119,0	-2,552	51,73	121,5	117,6	-2,552	257,5	83,96	0,3338	3,776e+005	9318	-5548	6735	-7978	0,8620	81,07	419,7	122,9	14,55
53	4,065e+004	1,017e+005	391,5	499,5	108,0	109,6	459,2	124,0	1,423	55,43	122,6	121,8	2,771	259,7	83,10	0,3111	4,102e+005	9154	-5603	8085	-7686	1,450	85,40	471,2	114,4	15,19
54	4,191e+004	1,010e+005	392,3	510,7	118,4	119,3	477,8	127,4	-2,983	54,17	130,4	124,7	2,914	257,5	80,16	0,3178	3,646e+005	9448	-5589	5949	-8422	-2,894	91,20	489,4	129,4	14,52
55	3,188e+004	8,512e+004	330,6	453,4	122,9	123,1	411,3	120,3	-4,255	51,29	124,6	117,8	-1,560	257,5	78,52	0,3562	3,842e+005	8976	-6048	5974	-7889	-3,920	82,67	421,0	137,6	13,60
56	3,932e+004	1,001e+005	383,7	481,3	97,64	98,11	432,4	126,8	1,382	56,07	125,4	124,4	2,477	260,9	84,83	0,3241	4,441e+005	9359	-5288	7136	-7908	1,409	91,11	452,3	109,0	15,51
57	3,938e+004	9,980e+004	385,9	501,5	115,6	116,6	450,9	125,3	-2,620	53,66	127,9	122,8	3,126	258,6	81,88	0,3181	5,008e+005	9215	-5521	6081	-8521	-2,477	90,49	471,3	125,7	14,42
58	3,482e+004	9,066e+004	350,6	459,0	108,5	108,6	416,1	120,9	-4,454	51,10	125,4	119,0	-1,491	258,6	81,83	0,3395	4,070e+005	9229	-5754	6179	-8299	-4,372	88,91	428,4	124,1	14,07
59	3,516e+004	9,590e+004	370,8	474,7	103,9	104,6	417,5	122,2	-2,470	53,50	124,7	120,2	-2,470	258,6	88,46	0,3240	4,972e+005	9147	-5541	7682	-8046	1,389	80,55	419,2	111,7	15,16
60	4,277e+004	1,045e+005	402,2	510,4	108,2	109,0	476,9	128,2	-1,601	55,45	129,8	125,9	3,393	259,7	82,78	0,3129	3,939e+005	9462	-5405	6772	-8244	-1,519	87,15	485,9	117,0	14,87
61	3,492e+004	9,081e+004	352,6	473,9	121,3	121,5	428,5	121,6	-4,351	51,27	125,9	119,0	-0,2600	257,5	79,83	0,3373	4,229e+005	9037	-5808	6427	-8461	-4,317	85,88	441,8	136,5	13,85
62	3,368e+004	8,859e+004	342,5	465,1	122,5	122,6	421,1	121,1	-4,406	51,62	125,5	118,6	-2,401	258,6	78,58	0,3462	3,595e+005	9414	-5863	6237	-7791	-4,378	86,82	435,9	139,4	14,14
63	3,739e+004	9,522e+004	366,6	477,5	110,9	111,6	426,0	124,2	0,01368	55,40	124,1	121,9	0,01368	259,7	82,51	0,3325	4,193e+005	9229	-5699	7538	-7788	1,320	83,12	444,3	119,4	15,18

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
Avg	3,670e+004	9,438e+004	364,9	477,5	112,6	113,2	432,8	123,5	-2,285	53,37	125,8	121,2	0,2531	258,6	82,05	0,3330	4,317e+005	9239	-5690	6638	-7945	-1,502	85,31	444,8	124,8	14,62
Min	3,113e+004	8,427e+004	326,4	435,0	93,43	93,68	398,7	117,0	-4,625	49,24	120,6	115,3	-2,873	257,5	77,17	0,3076	2,536e+005	8764	-6116	5370	-8930	-4,577	78,69	398,9	105,2	13,50
Max	4,393e+004	1,053e+005	405,4	511,4	134,5	134,9	477,8	130,4	1,512	57,58	131,9	127,7	3,516	260,9	88,46	0,3602	6,518e+005	9557	-5240	8363	-7110	1,532	93,76	495,7	146,3	15,59
Count	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63
