	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
11	3,428e+004	1,070e+005	272,8	389,4	116,5	123,2	290,9	156,5	5,259	83,75	151,3	149,2	11,97	392,2	71,65	0,5468	5,210e+005	1,323e+004	-9382	9981	-8247	6,032	108,0	380,8	116,7	11,25
12	4,047e+004	1,185e+005	304,1	419,3	115,3	119,2	310,1	157,8	8,206	84,47	149,6	151,4	8,610	389,6	73,23	0,4980	2,102e+005	1,331e+004	-9868	1,065e+004	-8133	14,20	107,0	415,2	115,3	11,94
13	3,170e+004	9,610e+004	245,1	360,7	115,6	120,5	281,5	157,6	5,409	84,60	152,2	148,1	11,95	392,2	68,59	0,6042	3,023e+005	1,312e+004	-9560	7784	-5797	6,839	101,2	357,3	116,0	11,23
14	3,586e+004	1,077e+005	274,6	397,6	123,0	128,0	305,4	156,6	8,111	84,23	148,5	151,8	9,499	392,2	69,52	0,5528	2,361e+005	1,325e+004	-9827	7478	-8006	9,499	101,6	395,0	123,0	11,79
15	3,111e+004	9,260e+004	236,1	344,0	107,9	114,9	267,4	156,1	7,728	83,69	148,4	148,1	11,75	392,2	68,69	0,6274	1,941e+005	1,312e+004	-9868	8773	-5155	10,25	111,2	343,7	108,0	11,59
16	3,813e+004	1,175e+005	299,6	418,3	118,7	124,9	296,1	157,2	8,152	84,72	149,1	146,8	10,55	392,2	71,73	0,4899	3,315e+005	1,331e+004	-9547	9009	-9207	11,54	104,5	417,6	118,7	12,14
17	2,960e+004	9,004e+004	229,6	335,4	105,8	112,5	258,0	155,7	7,782	83,12	147,9	146,9	11,43	392,2	69,36	0,6397	2,408e+005	1,304e+004	-1,016e+004	6616	-5548	10,33	99,74	331,0	105,8	11,32
18	3,015e+004	9,457e+004	241,1	363,9	122,8	128,1	264,1	155,3	7,789	83,02	147,5	148,3	11,16	392,2	66,88	0,6152	3,409e+005	1,327e+004	-9902	6521	-6416	13,99	101,7	360,6	122,8	11,59
19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
20	3,665e+004	1,142e+005	291,2	405,2	114,0	125,7	287,7	153,5	8,083	81,38	145,4	144,6	9,068	392,2	72,74	0,4967	3,466e+005	1,309e+004	-1,007e+004	7860	-8030	9,943	98,08	400,3	116,4	11,45
21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
22	3,016e+004	9,397e+004	239,6	360,9	121,3	127,4	268,1	156,2	5,594	83,18	150,6	149,9	11,37	392,2	66,63	0,6257	3,133e+005	1,321e+004	-9854	5934	-6955	25,14	110,6	359,6	121,6	11,09
23	3,141e+004	1,005e+005	256,2	369,1	112,9	133,2	269,7	153,9	8,104	81,83	145,8	148,4	9,430	392,2	70,53	0,5792	4,218e+005	1,304e+004	-1,033e+004	6024	-5856	9,225	106,4	363,2	122,3	11,25
24	3,136e+004	9,606e+004	246,5	351,6	105,0	114,7	264,1	156,5	7,981	83,54	148,5	148,4	11,69	389,6	71,89	0,6018	3,686e+005	1,322e+004	-9957	7367	-6307	10,20	103,8	343,0	106,5	11,52

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
Avg	3,386e+004	1,036e+005	264,6	379,7	115,2	122,9	285,7	155,3	6,989	82,95	148,3	147,7	10,68	391,7	70,35	0,5628	3,155e+005	1,317e+004	-9905	7823	-6924	11,76	104,6	375,9	116,3	11,37
Min	2,960e+004	9,004e+004	229,6	335,4	96,99	106,0	258,0	150,8	4,616	79,58	144,0	142,7	8,610	389,6	63,67	0,4831	1,941e+005	1,299e+004	-1,075e+004	5934	-9207	5,402	98,08	331,0	98,81	10,31
Max	4,047e+004	1,185e+005	304,1	431,6	140,2	144,4	322,6	157,8	8,323	84,97	152,2	151,8	12,10	392,2	74,60	0,6397	5,210e+005	1,333e+004	-9382	1,065e+004	-5155	31,38	111,2	428,9	141,1	12,19
Count	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
