	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	5,587e+004	2,100e+005	577,4	817,2	239,8	251,5	602,6	172,2	3,413	91,81	168,7	159,5	5,779	363,6	88,55	0,2762	2,693e+006	1,234e+004	-6450	1,787e+004	-1,680e+004	150,7	115,9	652,1	248,6	9714	-4,616e+004	5,752	12,34
2	5,374e+004	2,159e+005	597,2	867,5	270,2	283,4	595,6	172,0	1,053	90,68	171,0	160,5	5,629	361,4	88,46	0,2688	3,163e+006	1,230e+004	-6347	2,147e+004	-2,083e+004	147,3	118,2	675,2	278,2	1,212e+004	-4,162e+004	4,435	11,58
3	7,286e+004	1,978e+005	550,7	820,6	269,9	299,4	726,4	169,9	2,873	88,94	167,0	158,0	2,873	359,3	70,92	0,2869	1,623e+006	1,221e+004	-6696	1,441e+004	-1,700e+004	112,6	112,6	776,5	271,2	5993	-6,686e+004	12,16	12,25
4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
5	5,820e+004	2,136e+005	591,0	842,1	251,1	261,5	652,4	172,6	3,433	91,99	169,1	158,7	5,950	361,4	88,42	0,2685	2,587e+006	1,235e+004	-6374	1,721e+004	-1,992e+004	150,3	114,0	668,4	255,4	5511	-5,269e+004	10,56	12,31
6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11	7,400e+004	2,322e+005	646,3	869,6	223,2	232,0	657,7	170,9	3,105	88,40	167,8	161,6	3,673	359,3	87,42	0,2500	2,362e+006	1,216e+004	-7448	1,568e+004	-2,277e+004	150,7	106,9	739,4	228,4	1,182e+004	-6,217e+004	6,258	11,63
12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
13	5,701e+004	2,049e+005	566,8	827,0	260,2	271,4	648,8	172,9	3,057	92,06	169,8	159,3	5,978	361,4	85,07	0,2811	2,509e+006	1,232e+004	-6374	1,674e+004	-1,689e+004	149,9	112,0	666,3	268,0	5966	-5,105e+004	9,557	12,31
14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
16	5,287e+004	2,007e+005	558,8	797,9	239,1	246,7	561,2	170,5	3,228	89,21	167,3	160,2	5,718	359,3	89,68	0,2867	2,531e+006	1,221e+004	-7284	1,726e+004	-1,794e+004	142,0	109,6	623,0	245,0	1,150e+004	-4,137e+004	4,599	11,61
17	5,870e+004	2,191e+005	606,1	866,7	260,6	271,9	612,7	171,9	3,584	91,79	168,3	159,0	6,005	361,4	86,12	0,2624	3,617e+006	1,235e+004	-6415	2,469e+004	-2,116e+004	143,4	111,0	703,8	267,6	1,340e+004	-4,531e+004	4,381	12,07
18	5,593e+004	1,882e+005	520,6	797,3	276,7	288,0	644,4	171,8	1,717	91,07	170,1	159,7	6,156	361,4	73,47	0,3067	2,875e+006	1,232e+004	-6347	1,852e+004	-2,062e+004	155,2	114,1	708,5	286,2	8647	-4,728e+004	6,468	11,88
19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
20	5,863e+004	1,938e+005	539,4	774,0	234,6	242,5	588,5	169,9	3,139	88,20	166,7	161,2	5,253	359,3	81,68	0,2989	1,948e+006	1,212e+004	-7476	1,398e+004	-1,802e+004	139,3	105,9	660,4	243,0	1,145e+004	-4,718e+004	5,122	11,33
21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
22	5,732e+004	2,147e+005	593,9	844,5	250,6	264,5	619,2	171,5	3,187	90,89	168,3	159,0	5,998	361,4	87,94	0,2678	2,672e+006	1,232e+004	-6422	1,836e+004	-1,981e+004	145,5	115,3	675,3	257,5	9834	-4,748e+004	5,828	11,96
23	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
24	7,393e+004	2,117e+005	589,2	799,9	210,6	219,9	686,2	169,6	2,968	87,06	166,6	160,5	3,509	359,3	80,33	0,2723	1,459e+006	1,217e+004	-7517	1,277e+004	-1,697e+004	3,864	111,7	733,5	215,8	5852	-6,808e+004	12,63	11,46
25	5,227e+004	1,888e+005	525,4	762,2	236,8	244,8	582,7	170,7	3,119	88,89	167,6	159,1	5,390	359,3	84,90	0,3028	1,999e+006	1,223e+004	-6819	1,362e+004	-1,730e+004	146,8	106,4	618,8	243,8	8374	-4,390e+004	6,242	11,81
26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
30	5,221e+004	1,840e+005	509,0	745,5	236,5	245,5	579,0	171,2	3,037	90,01	168,1	159,4	5,567	361,4	81,99	0,3132	1,824e+006	1,222e+004	-6586	1,314e+004	-1,578e+004	4,056	107,2	620,8	244,2	8844	-4,337e+004	5,904	11,80
31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
32	7,299e+004	2,124e+005	591,1	821,0	229,8	246,7	730,1	168,9	2,503	86,54	166,4	157,9	2,503	359,3	82,03	0,2672	1,845e+006	1,207e+004	-7421	1,265e+004	-1,670e+004	142,3	111,6	720,6	229,8	-960,8	-7,395e+004	-75,97	11,48
