	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	3,026e+004	9,951e+004	250,4	376,5	126,1	131,1	374,3	157,6	4,404	89,95	153,2	147,7	9,300	397,4	72,28	0,5898	2,197e+005	1,145e+004	-4534	9946	-6638	5,614	104,8	346,5	126,2	5,145e+004	2,119e+004	0,5881	14,73
2	2,573e+004	1,304e+005	326,0	468,6	142,6	146,9	356,6	154,6	1,074	87,51	153,6	146,3	7,898	400,0	95,02	0,4487	3,110e+005	1,136e+004	-4588	1,517e+004	-5645	2,441	109,7	343,1	153,6	4,996e+004	2,423e+004	0,5149	11,66
3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4	2,412e+004	8,104e+004	204,0	323,7	119,7	122,5	315,1	154,7	3,330	86,06	151,3	147,9	6,530	397,4	66,30	0,7254	2,909e+005	1,134e+004	-4828	8045	-6185	4,158	101,0	307,6	124,7	4,484e+004	2,072e+004	0,5379	13,35
5	2,326e+004	9,679e+004	243,6	357,8	114,2	115,6	316,9	152,7	1,019	83,29	151,6	145,4	5,423	397,4	82,76	0,5970	2,633e+005	1,131e+004	-4917	9569	-5274	1,703	107,6	294,3	117,6	4,306e+004	1,980e+004	0,5402	13,17
6	2,397e+004	1,600e+005	399,9	530,4	130,5	132,6	360,0	148,7	-0,6906	79,61	149,4	143,9	2,277	400,0	124,1	0,3598	3,591e+005	1,107e+004	-5258	1,487e+004	-6756	0,1846	101,2	322,2	132,4	4,666e+004	2,269e+004	0,5138	13,35
7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
8	1,988e+004	7,771e+004	196,9	285,3	88,44	89,24	285,3	146,5	1,210	74,75	145,3	143,8	2,660	394,7	79,58	0,7304	2,353e+005	1,089e+004	-6223	5528	-5079	1,415	98,71	247,4	94,63	3,558e+004	1,570e+004	0,5588	12,85
9	1,836e+004	7,609e+004	191,5	266,4	74,94	75,18	266,4	142,5	0,6086	70,53	141,9	139,7	1,785	397,4	87,39	0,7296	1,732e+005	1,054e+004	-6838	4738	-4920	0,7659	98,56	219,1	79,81	3,141e+004	1,305e+004	0,5846	12,53
10	1,689e+004	7,155e+004	180,1	244,8	64,76	65,14	244,8	139,0	0,05471	66,09	138,9	135,6	0,9368	397,4	89,86	0,7530	1,445e+005	1,009e+004	-6975	4427	-4853	0,1983	98,28	200,4	68,75	2,818e+004	1,130e+004	0,5991	12,08
11	1,627e+004	7,166e+004	181,5	238,3	56,75	57,06	238,3	135,3	-0,3966	61,55	135,7	131,1	0,2804	394,7	97,58	0,7219	1,125e+005	9512	-6599	4157	-4691	-0,1915	98,35	186,0	60,86	2,597e+004	9694	0,6267	12,08
12	1,500e+004	6,967e+004	175,3	225,4	50,02	50,36	225,4	131,2	-0,7317	58,04	132,0	126,4	0,1299	397,4	103,5	0,7209	8,657e+004	8883	-6421	4159	-4388	-0,6154	88,97	169,4	53,21	2,335e+004	8345	0,6426	11,82
13	1,303e+004	6,468e+004	162,8	208,7	45,95	46,35	208,7	127,0	-1,142	54,53	128,2	120,7	-0,3214	397,4	109,9	0,7417	6,046e+004	8178	-6229	4094	-3774	-0,9573	88,02	148,1	48,03	2,036e+004	7329	0,6400	11,65
14	1,154e+004	6,131e+004	154,3	195,2	40,91	41,53	195,2	122,6	-1,422	51,23	124,0	115,1	-0,6496	397,4	113,8	0,7460	5,830e+004	7515	-6018	3524	-3598	-1,217	78,76	135,6	42,08	1,820e+004	6664	0,6339	11,24
15	1,050e+004	6,236e+004	156,9	193,4	36,43	37,02	187,1	118,4	-1,703	48,47	120,1	111,3	-0,9300	397,4	127,8	0,7091	5,755e+004	6947	-5847	3599	-3397	-1,395	84,85	122,8	38,29	1,674e+004	6238	0,6273	10,96
16	9894	6,509e+004	163,8	198,4	34,59	34,88	190,3	114,2	-1,867	45,93	116,0	107,6	-1,142	397,4	138,5	0,6571	6,079e+004	6359	-5607	3845	-4007	-1,648	76,99	118,3	36,94	1,596e+004	6065	0,6200	10,77

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	1,848e+004	8,484e+004	213,4	293,8	80,42	81,82	268,9	138,9	0,2677	68,40	138,7	133,0	2,441	397,4	99,17	0,6593	1,738e+005	9674	-5777	6834	-4943	0,7468	95,42	225,8	84,07	3,227e+004	1,379e+004	0,5877	12,30
Min	9894	6,131e+004	154,3	193,4	34,59	34,88	187,1	114,2	-1,867	45,93	116,0	107,6	-1,142	394,7	66,30	0,3598	5,755e+004	6359	-6975	3524	-6756	-1,648	76,99	118,3	36,94	1,596e+004	6065	0,5138	10,77
