	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	4,347e+004	1,565e+005	388,5	588,9	200,3	214,5	445,9	124,1	1,956	66,49	122,2	116,6	5,862	402,7	65,98	0,3001	2,593e+005	1,222e+004	-9596	1,512e+004	-1,165e+004	4,904	87,61	588,9	202,6	8,798
2	4,563e+004	1,640e+005	407,3	593,9	186,5	206,3	480,8	123,6	2,066	65,81	121,5	117,1	5,424	402,7	68,76	0,2874	1,781e+005	1,244e+004	-1,042e+004	1,380e+004	-1,288e+004	5,424	90,00	592,5	190,2	8,634
3	3,996e+004	1,416e+005	351,7	532,7	181,1	193,9	441,9	123,9	2,182	65,62	121,7	116,4	5,876	402,7	66,01	0,3309	1,306e+005	1,226e+004	-1,024e+004	1,536e+004	-8301	5,082	88,30	532,7	181,7	8,699
4	4,651e+004	1,703e+005	422,9	620,6	197,8	219,8	474,2	123,0	1,546	65,65	121,5	116,7	5,575	402,7	68,33	0,2759	2,814e+005	1,238e+004	-9822	1,457e+004	-1,240e+004	5,575	89,30	618,9	203,0	8,557
5	4,509e+004	1,615e+005	401,1	570,0	168,9	185,3	481,1	123,8	3,420	65,96	120,3	115,0	5,527	402,7	70,76	0,2866	1,090e+005	1,220e+004	-1,040e+004	1,216e+004	-9178	5,527	86,42	566,8	171,0	9,026
6	3,638e+004	1,337e+005	331,9	511,3	179,4	194,7	414,5	124,7	2,750	67,52	121,9	117,5	7,373	402,7	65,69	0,3540	2,798e+005	1,231e+004	-1,000e+004	1,310e+004	-8207	5,561	89,84	505,3	180,8	9,100
7	4,207e+004	1,525e+005	378,8	573,8	195,0	210,4	460,0	123,7	1,826	65,79	121,8	115,6	6,354	402,7	66,01	0,3052	2,377e+005	1,222e+004	-9542	1,349e+004	-1,039e+004	5,089	95,86	573,8	196,2	8,727
8	4,324e+004	1,578e+005	391,8	581,0	189,2	203,1	468,9	122,8	1,751	64,47	121,0	115,0	5,424	402,7	67,65	0,2935	2,359e+005	1,229e+004	-9986	1,276e+004	-1,242e+004	5,424	97,74	579,2	190,5	8,398
9	4,032e+004	1,465e+005	363,9	528,7	164,8	181,5	438,2	122,8	3,304	64,80	119,5	112,9	5,944	402,7	68,84	0,3104	1,532e+005	1,229e+004	-9856	1,081e+004	-9164	5,944	96,00	528,6	168,3	8,892
10	3,404e+004	1,238e+005	305,4	488,5	183,1	195,8	419,5	123,5	2,093	66,37	121,4	115,6	7,360	405,4	62,56	0,3784	1,539e+005	1,221e+004	-9761	1,399e+004	-6904	5,007	97,69	488,1	183,6	8,758
11	4,393e+004	1,617e+005	404,3	599,9	195,6	212,0	450,7	122,2	1,190	63,53	121,1	113,6	5,253	400,0	67,77	0,2811	3,244e+005	1,219e+004	-9945	1,485e+004	-1,302e+004	3,940	88,20	596,6	199,4	8,342
12	4,763e+004	1,732e+005	430,1	615,0	184,8	205,1	522,3	121,4	2,620	63,74	118,8	113,4	4,822	402,7	70,45	0,2636	1,383e+005	1,219e+004	-1,027e+004	1,329e+004	-1,028e+004	4,822	96,53	610,5	189,1	8,450
13	3,424e+004	1,282e+005	318,4	484,0	165,6	177,6	399,7	122,9	3,283	65,23	119,7	114,4	7,018	402,7	66,95	0,3591	3,018e+005	1,222e+004	-9877	8945	-8894	6,382	89,92	475,7	166,5	8,892
14	3,574e+004	1,302e+005	323,2	505,3	182,1	198,1	430,1	123,4	3,126	66,51	120,3	114,7	7,353	402,7	64,06	0,3550	1,511e+005	1,231e+004	-9850	1,213e+004	-7662	5,971	94,00	504,6	183,8	9,128
15	3,992e+004	1,481e+005	365,4	555,5	190,1	206,6	434,3	122,7	1,512	65,07	121,2	114,9	6,293	405,4	66,07	0,3143	2,519e+005	1,209e+004	-9938	1,491e+004	-1,027e+004	4,528	86,29	553,0	192,1	8,562

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
Avg	4,121e+004	1,500e+005	372,3	556,6	184,3	200,3	450,8	123,2	2,308	65,50	120,9	115,3	6,097	402,9	67,06	0,3130	2,124e+005	1,225e+004	-9967	1,329e+004	-1,011e+004	5,279	91,58	554,4	186,6	8,731
Min	3,404e+004	1,238e+005	305,4	484,0	164,8	177,6	399,7	121,4	1,190	63,53	118,8	112,9	4,822	400,0	62,56	0,2636	1,090e+005	1,209e+004	-1,042e+004	8945	-1,302e+004	3,940	86,29	475,7	166,5	8,342
Max	4,763e+004	1,732e+005	430,1	620,6	200,3	219,8	522,3	124,7	3,420	67,52	122,2	117,5	7,373	405,4	70,76	0,3784	3,244e+005	1,244e+004	-9542	1,536e+004	-6904	6,382	97,74	618,9	203,0	9,128
Count	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
