	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	2,278e+004	1,048e+005	286,6	422,4	135,8	178,3	355,8	118,4	-1,970	55,87	120,4	107,6	2,244	365,9	83,85	0,3754	1,061e+006	8305	-8955	9959	-1,113e+004	106,6	82,82	341,8	160,5	2,997e+004	7195	0,7600	10,26
2	2,255e+004	9,838e+004	270,5	400,0	129,4	166,7	343,1	115,1	-2,723	51,72	117,8	104,7	-0,2052	363,6	80,30	0,3870	1,057e+006	7799	-9270	1,052e+004	-9052	100,5	81,86	336,9	146,7	2,898e+004	6433	0,7780	9,908
3	2,059e+004	8,273e+004	233,0	367,5	134,5	151,5	313,3	112,5	-2,819	46,09	115,3	98,11	-1,197	355,0	70,90	0,4210	4,412e+005	7724	-7279	5013	-6538	85,07	77,54	328,7	140,8	2,754e+004	6943	0,7478	12,11
4	2,204e+004	9,308e+004	260,6	361,4	100,7	124,4	286,3	107,5	-3,284	44,07	110,8	90,96	-1,444	357,1	83,62	0,3490	5,685e+005	6759	-8798	5748	-7479	98,90	71,98	311,7	110,3	2,564e+004	3597	0,8597	9,723
5	1,714e+004	8,351e+004	233,8	320,7	86,85	117,0	190,3	102,3	-3,386	40,13	105,7	87,80	-1,888	357,1	83,32	0,3755	5,661e+005	5911	-7895	6694	-8418	84,57	68,41	280,6	101,5	1,981e+004	2669	0,8653	9,756
6	1,266e+004	7,227e+004	201,2	282,7	81,52	104,0	157,1	96,98	-3,339	37,23	100,3	82,90	-1,963	359,3	83,00	0,4121	3,964e+005	5268	-7074	6937	-6674	25,20	68,66	242,4	88,37	1,468e+004	2019	0,8624	10,03
7	9234	6,114e+004	170,2	248,8	78,63	95,93	142,2	92,54	-3,462	34,72	96,00	77,54	-2,292	359,3	83,99	0,4556	4,562e+005	4830	-6445	5923	-5929	77,03	65,01	202,6	83,97	1,093e+004	1699	0,8446	10,05
8	6086	5,119e+004	142,5	216,5	74,07	96,63	136,4	87,32	-3,434	31,97	90,75	73,37	-2,483	359,3	89,10	0,5150	3,742e+005	4228	-5391	5094	-5945	73,46	55,35	159,9	81,48	7709	1623	0,7895	10,34
9	5174	4,820e+004	134,2	206,6	72,46	90,36	127,3	83,71	-3,530	30,35	87,24	66,01	-2,586	359,3	96,94	0,4920	4,294e+005	3989	-5336	6028	-5234	71,23	43,85	138,4	77,92	6680	1505	0,7747	10,24
10	4230	3,924e+004	109,9	182,9	73,06	90,91	122,0	79,63	-3,530	28,22	83,16	65,74	-2,853	357,1	85,46	0,5984	2,888e+005	3681	-4727	4678	-3896	60,19	42,40	128,5	76,08	5708	1478	0,7410	10,43
