	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	9744	4,272e+004	210,0	321,9	111,9	116,9	270,5	14,62	-40,02	-19,76	54,63	10,63	-37,76	203,4	65,95	0,05059	3411	2258	-1781	2368	-4394	-33,43	-9,453	318,5	119,1	 
2	9976	4,364e+004	214,5	324,3	109,8	112,4	270,7	15,38	-38,97	-18,81	54,35	11,51	-36,98	203,4	66,22	0,05364	5088	2391	-1688	3325	-4933	-31,90	-7,914	324,0	118,4	 
3	9517	4,085e+004	202,2	311,0	108,7	112,3	260,8	14,47	-40,20	-20,27	54,67	10,23	-37,42	202,0	65,46	0,05057	2605	2250	-1742	2695	-4748	-31,57	-7,656	309,0	115,0	 
4	1,067e+004	4,606e+004	227,2	336,2	109,0	112,4	286,0	15,54	-38,34	-18,51	53,88	12,06	-37,80	202,7	68,23	0,05309	4820	2570	-1742	2674	-5147	-33,28	-10,13	333,0	117,6	 
5	9001	3,945e+004	195,9	299,9	103,9	106,0	250,7	13,96	-39,87	-20,50	53,83	9,273	-37,04	201,3	65,59	0,04733	4164	2242	-1664	2813	-4435	-33,03	-9,234	298,7	113,3	 
6	1,068e+004	4,649e+004	229,3	338,1	108,7	113,6	283,1	15,18	-38,88	-18,81	54,06	11,65	-38,18	202,7	68,66	0,05079	3823	2344	-1727	2686	-4933	-36,23	-8,078	334,0	115,4	 
7	8967	3,895e+004	193,4	299,4	106,0	109,3	252,4	14,02	-39,54	-20,24	53,56	9,438	-36,37	201,3	64,60	0,04879	3243	2148	-1672	3038	-4461	-32,81	-8,445	299,4	113,4	 
8	1,022e+004	4,492e+004	220,9	329,8	108,9	112,9	273,4	14,81	-39,64	-19,40	54,45	10,95	-37,87	203,4	67,73	0,04959	2862	2297	-1766	2610	-4470	-31,30	-10,23	326,1	115,4	 
9	9377	4,055e+004	202,1	311,4	109,4	112,2	263,4	14,91	-39,22	-19,58	54,13	10,60	-36,71	200,7	64,91	0,05247	4790	2258	-1797	3205	-4582	-32,27	-10,55	311,3	119,4	 
10	9725	4,168e+004	204,2	311,1	106,9	109,8	264,2	14,79	-40,21	-19,78	55,00	10,66	-37,57	204,1	65,85	0,05221	3652	2266	-1727	2815	-4789	-33,55	-7,805	310,2	113,7	 
11	9968	4,329e+004	215,0	325,0	110,0	113,5	274,7	15,20	-38,78	-18,94	53,98	11,41	-37,45	201,3	66,55	0,05305	4816	2320	-1719	2427	-4605	-34,83	-9,836	323,0	118,8	 
12	9493	4,169e+004	205,0	308,3	103,4	105,5	259,9	14,40	-40,05	-20,14	54,45	9,977	-37,21	203,4	66,76	0,04867	4073	2250	-1711	2821	-4366	-30,94	-8,781	307,0	111,7	 
13	1,040e+004	4,443e+004	219,2	331,6	112,4	115,1	276,4	15,18	-38,55	-18,70	53,73	11,80	-38,13	202,7	66,72	0,05386	2161	2336	-1758	3501	-5207	-35,39	-7,117	328,5	116,6	 
14	8847	3,931e+004	193,9	296,6	102,6	106,0	251,0	13,66	-39,71	-20,41	53,37	9,031	-36,62	202,7	65,97	0,04657	3374	2328	-1641	2556	-4228	-29,24	-11,54	294,0	111,0	 
15	1,017e+004	4,391e+004	218,1	328,2	110,1	112,1	273,4	14,58	-39,20	-19,39	53,78	10,95	-38,17	201,3	66,49	0,05019	3301	2305	-1750	3353	-4888	-33,88	-11,98	328,0	116,3	 
16	9211	4,055e+004	200,1	307,3	107,2	108,8	258,7	14,52	-39,38	-19,76	53,90	9,992	-36,38	202,7	66,03	0,04994	3198	2180	-1688	2393	-4647	-32,85	-7,547	303,0	114,4	 
17	9782	4,257e+004	211,4	319,9	108,4	111,3	265,1	14,59	-39,99	-19,91	54,59	10,67	-37,87	201,3	66,52	0,05047	3644	2266	-1695	2870	-4185	-33,61	-7,672	317,9	116,2	 
18	9764	4,281e+004	210,5	317,9	107,4	109,1	269,4	15,23	-39,03	-18,87	54,26	11,36	-36,93	203,4	66,27	0,05396	5744	2383	-1695	3030	-5064	-32,64	-8,242	317,6	117,9	 
19	9324	4,008e+004	197,7	305,3	107,6	111,0	256,9	14,46	-40,27	-20,16	54,73	10,41	-37,52	202,7	65,29	0,05264	3086	2242	-1727	2702	-4682	-32,60	-7,805	302,8	113,8	 
20	1,035e+004	4,484e+004	222,0	332,2	110,2	114,4	278,7	15,41	-38,36	-18,61	53,77	12,13	-37,77	202,0	68,12	0,05466	4141	2352	-1742	2694	-4995	-35,86	-13,01	325,8	117,6	 

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
Avg	9759	4,244e+004	209,6	317,8	108,1	111,2	267,0	14,74	-39,41	-19,53	54,16	10,74	-37,39	202,4	66,40	0,05115	3800	2299	-1721	2829	-4688	-33,06	-9,151	315,6	115,7	
Min	8847	3,895e+004	193,4	296,6	102,6	105,5	250,7	13,66	-40,27	-20,50	53,37	9,031	-38,18	200,7	64,60	0,04657	2161	2148	-1797	2368	-5207	-36,23	-13,01	294,0	111,0	
Max	1,068e+004	4,649e+004	229,3	338,1	112,4	116,9	286,0	15,54	-38,34	-18,51	55,00	12,13	-36,37	204,1	68,66	0,05466	5744	2570	-1641	3501	-4185	-29,24	-7,117	334,0	119,4	
Count	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	
