	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	5184	3,787e+004	202,0	244,3	42,32	76,88	117,7	74,37	14,61	33,04	59,75	43,90	17,83	187,5	138,7	0,2174	2,656e+005	1888	-1115	4926	-3797	53,53	31,82	145,6	70,87	48,69
2	4401	3,862e+004	207,9	254,0	46,08	93,94	111,0	73,38	13,63	32,21	59,75	50,14	16,03	185,8	150,4	0,2412	2,399e+005	1861	-1225	4519	-4103	52,60	30,36	138,2	72,30	49,79
3	5405	4,178e+004	221,4	264,8	43,36	82,71	112,8	74,61	14,70	33,39	59,90	48,73	17,64	188,7	151,0	0,2201	2,586e+005	1840	-1067	4402	-3522	51,49	30,91	146,6	71,64	68,44
4	3893	3,691e+004	193,2	241,2	48,01	99,71	110,2	72,57	13,64	32,27	58,93	53,22	15,98	191,1	147,3	0,2755	2,675e+005	1854	-1177	4836	-3092	55,05	30,33	131,2	72,90	49,54
5	5081	3,931e+004	207,7	251,1	43,38	84,11	106,4	73,61	15,00	33,29	58,61	50,15	17,21	189,3	143,1	0,2414	2,492e+005	1833	-1088	4342	-3797	57,39	31,65	145,2	68,09	51,86
6	3692	3,255e+004	173,6	220,3	46,72	87,09	104,2	72,32	13,68	31,76	58,64	50,00	16,16	187,5	134,8	0,2880	2,426e+005	1847	-1245	3920	-3059	59,88	30,95	128,8	69,18	49,16
7	5437	4,131e+004	221,0	261,0	40,03	83,12	106,1	74,15	15,31	33,40	58,84	50,28	16,99	186,9	153,6	0,2275	3,384e+005	1861	-1060	5542	-3545	59,81	30,96	143,9	55,60	45,37
8	3663	3,041e+004	162,7	206,3	43,60	93,09	108,7	72,19	13,71	31,60	58,48	54,92	16,34	186,9	131,7	0,3375	2,316e+005	1840	-1211	4062	-3155	55,67	31,64	123,6	63,29	51,20
9	5582	4,152e+004	217,3	256,2	38,93	71,07	103,2	74,00	15,82	33,86	58,18	44,18	16,81	191,1	150,7	0,2033	2,714e+005	1840	-1067	5008	-4231	52,18	31,59	144,1	56,72	52,76
10	3501	2,766e+004	147,1	190,5	43,45	82,38	108,3	71,40	13,76	31,41	57,65	48,53	16,36	188,1	119,0	0,3300	1,370e+005	1786	-1211	2949	-2899	45,87	31,37	123,6	62,38	50,35
11	5316	4,279e+004	228,9	268,0	39,05	79,25	103,2	73,85	15,95	33,56	57,89	46,60	16,51	186,9	160,4	0,2036	2,573e+005	1854	-1177	5346	-5219	45,93	30,39	142,7	61,36	50,55
12	4204	3,092e+004	164,4	206,2	41,85	74,54	109,2	72,11	13,79	31,70	58,32	47,85	16,89	188,1	123,5	0,2911	1,682e+005	1833	-1177	2688	-3114	61,76	30,93	133,2	59,45	49,57
13	5460	4,599e+004	246,1	288,2	42,12	87,27	105,6	73,87	15,80	33,68	58,07	47,73	16,52	186,9	164,9	0,1939	3,035e+005	1827	-1143	5115	-3939	45,88	30,30	149,2	66,02	56,10
14	4589	3,299e+004	174,8	215,0	40,21	78,09	119,9	72,20	13,85	31,83	58,34	48,94	17,60	188,7	129,5	0,2799	1,958e+005	1827	-1122	3813	-2928	49,07	32,81	135,0	56,36	46,81
15	5226	4,498e+004	240,7	281,8	41,16	87,58	116,0	73,96	15,63	33,80	58,34	44,79	16,64	186,9	163,1	0,1861	3,164e+005	1888	-1170	6500	-5105	46,53	30,96	147,5	68,79	54,83
16	5087	3,480e+004	184,4	223,1	38,68	68,72	124,7	72,52	13,92	32,01	58,60	45,00	18,70	188,7	125,3	0,2440	1,522e+005	1806	-1095	3483	-4210	42,20	32,91	147,2	55,69	51,06
17	5398	4,743e+004	253,0	297,5	44,53	97,98	117,4	74,37	15,41	33,90	58,96	47,94	16,67	187,5	158,3	0,1895	2,877e+005	1868	-1177	5141	-3867	52,25	31,22	159,8	74,24	51,42
18	5704	3,832e+004	203,1	241,4	38,32	73,56	130,1	73,26	13,98	32,36	59,28	47,53	18,90	188,7	129,8	0,2341	2,099e+005	1861	-1170	4014	-3244	51,50	33,96	156,5	53,39	53,63
19	5205	4,633e+004	248,6	294,6	45,96	103,0	119,2	74,24	15,14	33,62	59,10	48,56	16,65	186,3	158,1	0,1953	3,419e+005	1888	-1184	6212	-3957	53,79	31,20	157,3	77,48	51,95
20	5834	3,975e+004	214,0	250,6	36,60	73,31	133,6	74,24	14,05	32,44	60,19	45,73	18,88	185,8	139,0	0,2137	2,646e+005	1875	-1177	5206	-3988	50,35	33,63	154,0	52,35	53,09
21	5434	4,660e+004	247,8	294,3	46,59	97,47	120,1	74,61	14,99	33,80	59,62	46,90	16,46	188,1	160,2	0,1893	3,181e+005	1929	-1156	6382	-4879	48,75	31,07	154,6	76,37	49,64
