	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	3,373e+004	1,204e+005	299,1	457,7	158,6	168,1	398,7	122,9	2,442	63,22	120,5	114,8	5,424	402,7	65,36	0,3838	9,228e+004	1,191e+004	-9795	6766	-7394	5,424	87,25	457,6	158,6	4,737e+004	1,364e+004	0,7121	8,906
3	3,243e+004	1,157e+005	285,3	433,0	147,8	156,2	390,4	122,3	2,031	62,24	120,2	111,7	5,109	405,4	65,91	0,3915	6,467e+004	1,201e+004	-9877	7382	-5686	2,134	88,90	432,8	148,3	4,472e+004	1,230e+004	0,7251	8,831
4	2,959e+004	1,069e+005	265,4	423,8	158,4	167,2	372,7	120,0	-0,2326	58,13	120,2	110,1	4,124	402,7	62,64	0,4150	9,052e+004	1,176e+004	-1,002e+004	7338	-5797	2,004	90,16	423,7	158,5	4,273e+004	1,314e+004	0,6925	8,091
5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
9	2,707e+004	1,144e+005	282,3	358,4	76,14	79,99	357,6	109,9	0,1984	47,80	109,7	95,67	1,915	405,4	85,69	0,3389	4,253e+004	1,106e+004	-8290	5152	-7405	0,3215	79,21	329,5	76,83	3,162e+004	4544	0,8563	8,616
10	1,897e+004	8,074e+004	199,2	277,4	78,26	80,82	272,2	105,3	-0,3146	43,77	105,6	91,10	1,751	405,4	74,74	0,4574	4,671e+004	9364	-8030	4977	-6184	-2,087e-006	78,50	266,5	80,18	2,374e+004	4767	0,7992	8,434
11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
12	1,577e+004	7,741e+004	191,0	258,2	67,28	69,38	248,2	99,48	-1,792	39,16	101,3	84,62	0,8755	405,4	83,50	0,4432	4,807e+004	8413	-6936	4558	-5271	-1,717	70,53	228,7	69,66	1,931e+004	3537	0,8168	8,506
13	1,721e+004	8,273e+004	204,1	262,2	58,16	59,57	259,6	97,94	-1,252	38,26	99,19	81,56	-0,1573	405,4	85,23	0,3997	5,427e+004	8475	-5964	3965	-6450	-0,8960	71,35	239,4	61,49	2,032e+004	3108	0,8471	8,800
14	1,294e+004	6,615e+004	163,2	221,9	58,69	60,39	218,2	94,57	-1,306	36,55	95,88	79,77	0,6703	405,4	81,86	0,4889	5,348e+004	7538	-5773	4046	-4649	-1,012	70,83	199,3	63,57	1,604e+004	3103	0,8066	8,770
15	1,270e+004	6,693e+004	165,1	217,8	52,67	54,72	216,0	93,29	-1,498	35,59	94,79	77,65	0,3352	405,4	85,41	0,4704	4,877e+004	7421	-5253	3688	-4751	-1,183	62,93	193,3	57,17	1,523e+004	2532	0,8337	8,897
16	1,089e+004	6,356e+004	155,7	208,1	52,42	54,23	200,6	89,44	-2,312	33,50	91,75	74,36	-0,006842	408,2	87,72	0,4775	4,701e+004	6560	-5144	3683	-4581	-1,990	60,64	177,5	56,97	1,335e+004	2460	0,8158	8,675
17	1,158e+004	6,547e+004	161,5	213,7	52,21	53,70	209,7	88,49	-1,601	33,11	90,09	72,15	-1,238	405,4	86,69	0,4467	4,414e+004	6607	-4891	4075	-4650	-1,156	62,37	186,3	57,10	1,433e+004	2755	0,8078	8,613
18	1,034e+004	6,067e+004	149,6	198,8	49,12	50,50	197,1	87,56	-1,717	32,90	89,27	70,38	0,06840	405,4	87,65	0,4703	4,780e+004	6245	-4644	3629	-4288	-1,471	61,14	170,7	55,00	1,265e+004	2306	0,8177	8,657
19	1,057e+004	6,107e+004	150,6	196,6	45,98	47,09	192,3	86,67	-1,772	32,31	88,44	69,62	-0,2394	405,4	87,33	0,4622	5,008e+004	6060	-4521	3719	-4450	-1,539	59,32	172,5	52,83	1,274e+004	2173	0,8294	8,791
20	9274	5,716e+004	141,0	189,7	48,73	50,29	186,4	83,83	-1,840	31,12	85,67	68,08	-0,2736	405,4	86,77	0,4829	4,195e+004	5479	-4364	3532	-3841	-1,662	53,22	162,5	53,98	1,150e+004	2225	0,8065	8,634
21	9523	5,794e+004	142,0	186,7	44,78	45,85	184,7	83,92	-1,860	31,34	85,78	66,89	-0,3625	408,2	86,87	0,4712	4,065e+004	5520	-4131	3247	-4171	-1,614	54,75	163,4	51,14	1,158e+004	2054	0,8226	8,687
22	8707	5,576e+004	137,5	184,8	47,23	48,62	179,0	81,25	-1,936	30,11	83,19	66,87	-0,6430	405,4	86,81	0,4862	3,430e+004	4986	-3988	3491	-3810	-1,737	49,17	158,4	52,92	1,090e+004	2198	0,7985	8,668
23	8992	5,741e+004	141,6	185,5	43,89	45,73	182,7	81,41	-1,963	30,11	83,37	64,99	-0,7456	405,4	88,58	0,4589	3,888e+004	5014	-3878	2879	-3881	-1,915	49,71	159,9	50,67	1,100e+004	2011	0,8173	8,699
24	7928	5,291e+004	130,5	175,9	45,35	47,12	171,2	78,64	-1,977	29,10	80,62	63,95	-0,8892	405,4	86,12	0,4900	3,999e+004	4501	-3625	3042	-3484	-1,895	48,65	151,5	52,01	1,011e+004	2180	0,7843	8,699
