	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	6,330e+004	2,129e+005	567,7	787,4	219,7	227,5	786,1	131,8	-0,4720	58,36	132,3	120,5	-0,1300	375,0	80,33	0,2122	1,140e+005	1,339e+004	-1,090e+004	1,122e+004	-1,390e+004	0,02736	89,26	706,8	219,9	 	 	 	8,588
3	4,474e+004	2,394e+005	418,9	607,9	189,0	195,9	607,9	130,6	1,662	85,17	129,0	117,3	1,662	571,4	76,38	0,2800	2,471e+005	1,308e+004	-1,079e+004	2334	-1,028e+004	2,264	98,45	548,5	189,3	 	 	 	8,848
4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
6	3,200e+004	1,254e+005	332,3	462,0	129,7	133,8	423,0	118,2	-1,902	45,36	120,1	99,75	-0,1778	377,4	79,03	0,3002	3,341e+005	1,150e+004	-8167	7627	-8510	-1,204	86,51	420,5	130,0	 	 	 	9,019
7	3,648e+004	1,295e+005	343,3	460,5	117,3	120,6	460,5	115,6	-2,339	43,79	117,9	96,20	-0,01368	377,4	77,19	0,2802	7,094e+004	1,159e+004	-7921	7092	-8623	-2,038	86,29	444,7	117,6	 	 	 	8,775
8	3,192e+004	1,168e+005	309,5	425,4	115,9	118,9	415,6	110,2	-3,174	40,16	113,4	91,87	-1,395	377,4	73,41	0,2968	1,437e+005	1,073e+004	-7770	6538	-9732	-2,832	85,49	421,6	118,1	 	 	 	8,529
9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10	2,955e+004	1,175e+005	309,4	411,8	102,4	105,4	408,3	104,0	-2,832	37,36	106,9	86,78	-0,9918	379,7	78,59	0,2805	4,333e+004	9822	-6607	6979	-1,003e+004	-2,538	77,97	393,7	103,5	 	 	 	8,784
