	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	3,082e+004	1,222e+005	317,7	434,3	116,6	119,5	432,1	106,3	-2,237	42,83	108,5	85,88	-0,2599	384,6	77,68	0,2703	2,668e+004	1,068e+004	-6573	7341	-8097	-1,915	75,74	409,1	117,0	3,345e+004	2625	0,9215	8,845
2	3,024e+004	1,204e+005	315,1	427,3	112,2	115,9	419,2	104,1	-2,517	40,72	106,6	83,70	-0,9097	382,2	78,16	0,2657	1,152e+004	1,018e+004	-6539	7536	-7893	-2,462	73,04	403,1	112,3	3,247e+004	2233	0,9312	8,713
3	2,721e+004	1,127e+005	293,1	399,7	106,6	113,0	397,4	100,9	-2,804	38,83	103,7	81,53	-1,286	384,6	78,02	0,2782	9103	9576	-6272	7007	-8066	-2,620	69,90	375,6	106,7	2,901e+004	1801	0,9379	8,620
4	2,346e+004	1,086e+005	269,7	370,6	100,9	108,1	367,7	96,63	-3,167	37,99	99,79	78,42	-1,922	402,7	79,47	0,2908	2513	8789	-6088	6396	-8101	-3,119	67,51	339,3	101,6	2,491e+004	1450	0,9418	8,451
5	1,995e+004	9,397e+004	256,9	361,4	104,6	109,3	329,5	89,68	-3,550	29,95	93,23	74,34	-2,202	365,9	80,60	0,2894	2,258e+004	6799	-5547	5702	-6793	-3,529	64,55	318,7	105,2	2,169e+004	1736	0,9199	9,184
6	2,150e+004	1,038e+005	269,8	364,1	94,34	105,9	362,8	89,96	-3,502	32,87	93,46	70,99	-2,291	384,6	81,43	0,2631	1829	8092	-5239	5698	-8224	-3,112	60,93	331,3	97,72	2,250e+004	1007	0,9553	8,522
7	1,504e+004	7,782e+004	204,9	303,3	98,36	107,3	300,3	84,15	-3,666	29,14	87,82	69,01	-2,811	379,7	75,64	0,3368	1298	6642	-5130	4894	-6590	-3,386	56,73	270,9	98,90	1,609e+004	1047	0,9349	8,472
8	1,342e+004	7,433e+004	190,8	289,7	98,89	108,2	288,9	80,50	-3,735	28,34	84,23	66,33	-2,332	389,6	73,63	0,3477	337,7	6081	-5007	4789	-6411	-3,536	58,56	259,1	100,0	1,439e+004	968,2	0,9327	8,205
9	1,161e+004	6,888e+004	179,1	276,8	97,71	108,8	273,9	77,14	-3,796	26,53	80,94	62,60	-3,105	384,6	70,24	0,3495	149,9	5663	-4631	4551	-5896	-3,482	26,49	255,0	101,8	1,262e+004	1003	0,9205	8,171
10	1,036e+004	6,374e+004	165,7	262,5	96,75	108,1	258,4	74,23	-3,933	25,27	78,17	59,85	-3,167	384,6	67,81	0,3612	223,5	5445	-4412	4572	-5408	-3,482	24,97	244,4	99,85	1,124e+004	878,0	0,9219	8,063
11	9195	5,862e+004	152,4	248,7	96,26	109,8	243,4	71,03	-4,022	24,01	75,05	57,95	-3,222	384,6	64,61	0,3802	7878	5144	-4337	4378	-5390	-3,488	22,42	235,9	100,7	1,002e+004	829,6	0,9172	7,889
12	8380	5,433e+004	141,3	238,9	97,68	108,3	232,5	68,27	-4,090	22,94	72,36	55,70	-3,242	384,6	61,52	0,3943	174,8	4938	-4070	4111	-5019	-3,605	21,09	229,6	101,2	9245	864,7	0,9065	7,864

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	1,843e+004	8,828e+004	229,7	331,4	101,7	110,2	325,5	86,90	-3,418	31,62	90,32	70,52	-2,229	384,4	74,07	0,3189	7024	7336	-5320	5581	-6824	-3,145	51,83	306,0	103,6	1,980e+004	1370	0,9285	8,416
Min	8380	5,433e+004	141,3	238,9	94,34	105,9	232,5	68,27	-4,090	22,94	72,36	55,70	-3,242	365,9	61,52	0,2631	149,9	4938	-6573	4111	-8224	-3,605	21,09	229,6	97,72	9245	829,6	0,9065	7,864
Max	3,082e+004	1,222e+005	317,7	434,3	116,6	119,5	432,1	106,3	-2,237	42,83	108,5	85,88	-0,2599	402,7	81,43	0,3943	2,668e+004	1,068e+004	-4070	7536	-5019	-1,915	75,74	409,1	117,0	3,345e+004	2625	0,9553	9,184
Count	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
