	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	3,807e+004	9,927e+004	392,1	568,3	176,2	187,5	465,9	87,00	-35,40	27,06	122,4	84,73	-34,43	253,2	73,99	0,2161	2,466e+005	4922	-4641	1,046e+004	-7865	-34,80	35,94	529,9	186,1	10,93
2	3,618e+004	9,023e+004	348,9	580,3	231,4	243,7	538,0	79,91	-38,66	21,46	118,6	77,69	-32,73	258,6	62,87	0,2227	1,761e+005	3969	-3773	8101	-8680	-37,77	32,35	555,0	242,6	11,20
3	3,897e+004	9,667e+004	380,2	554,2	174,0	177,0	474,7	86,09	-37,66	25,99	123,8	83,27	-35,60	254,2	72,04	0,2190	1,996e+005	5047	-4781	7849	-6975	-37,08	33,57	527,8	177,7	10,76
4	2,206e+004	9,900e+004	389,4	625,8	236,4	255,5	370,7	79,94	-36,41	20,80	116,3	77,66	-35,24	254,2	87,01	0,1994	2,295e+005	3797	-3984	1,085e+004	-6374	-36,18	30,91	447,5	250,1	10,52
5	5,422e+004	1,289e+005	511,3	680,3	169,1	178,6	631,1	86,88	-38,38	26,29	125,3	83,87	-32,98	252,1	79,65	0,1640	2,891e+005	5125	-4328	7207	-1,134e+004	-38,09	39,21	641,9	177,3	11,44
6	2,204e+004	7,328e+004	282,1	504,5	222,4	232,4	369,0	79,15	-37,53	21,20	116,7	77,54	-35,27	259,7	65,50	0,2748	2,205e+005	3883	-4180	9870	-5638	-36,63	32,88	430,7	226,0	10,55
7	4,251e+004	1,108e+005	437,8	604,8	167,1	193,2	508,5	87,41	-36,80	26,88	124,2	84,57	-33,96	253,2	79,50	0,1932	3,131e+005	4969	-4609	1,079e+004	-8987	-36,74	40,22	550,7	187,3	10,73
8	3,274e+004	8,182e+004	319,1	547,3	228,2	230,8	498,3	79,94	-38,75	20,89	118,7	78,14	-34,38	256,4	61,34	0,2449	1,586e+005	4008	-3844	8311	-8167	-37,73	35,82	520,2	234,0	11,26
9	3,643e+004	9,110e+004	358,3	535,9	177,6	181,8	457,7	86,64	-36,63	26,78	123,3	84,71	-35,48	254,2	69,02	0,2364	1,508e+005	5055	-4891	9249	-7278	-36,19	38,35	519,1	181,2	10,64
10	2,843e+004	9,231e+004	360,0	577,3	217,3	271,4	431,7	80,55	-37,46	21,24	118,0	78,34	-33,90	256,4	72,32	0,2176	2,020e+005	3828	-3922	1,033e+004	-6223	-37,10	29,41	497,8	262,8	10,57
