	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	1,585e+004	4,514e+004	172,3	389,0	216,7	222,7	343,5	109,2	2,490	57,29	106,8	107,9	6,212	262,0	44,83	0,6264	7,842e+004	3742	-3379	6215	-3885	3,544	69,27	384,3	217,4	3,283e+004	1,698e+004	0,4827	23,30
3	2,005e+004	5,464e+004	211,3	388,0	176,7	190,8	374,3	112,9	2,217	59,57	110,7	110,2	5,952	258,6	54,59	0,5214	6,916e+004	4440	-3797	5177	-4107	3,010	70,89	387,1	181,5	3,310e+004	1,304e+004	0,6058	22,79
4	1,187e+004	3,451e+004	132,3	323,9	191,6	209,0	307,5	106,1	1,642	53,73	104,4	105,8	5,049	260,9	41,44	0,8002	4,090e+004	3605	-3352	4920	-3219	2,244	63,87	319,2	194,0	2,652e+004	1,465e+004	0,4475	22,89
5	1,558e+004	4,507e+004	173,5	320,2	146,7	161,9	315,7	109,4	1,101	55,86	108,3	105,5	4,905	259,7	55,62	0,6081	4,766e+004	4303	-3735	4138	-2446	1,915	72,70	312,0	151,2	2,589e+004	1,031e+004	0,6017	21,95
6	7860	2,777e+004	107,4	275,1	167,7	175,1	261,5	101,5	0,5610	49,00	101,0	97,70	3,503	258,6	41,40	0,9098	6,478e+004	3421	-3489	3306	-1830	1,573	61,88	259,4	168,2	2,035e+004	1,249e+004	0,3863	21,91
7	1,189e+004	4,059e+004	156,9	280,1	123,1	130,2	274,7	104,6	-0,08893	51,13	104,7	100,8	3,557	258,6	61,75	0,6424	1,061e+005	4132	-3872	3209	-2291	0,6020	69,90	254,2	123,3	2,073e+004	8832	0,5739	20,70
8	5350	2,816e+004	108,4	247,4	139,0	141,5	227,5	96,15	-0,4652	44,64	96,62	93,05	2,155	259,7	49,08	0,8583	1,409e+005	3126	-3530	2561	-1514	1,184	61,06	220,9	140,5	1,608e+004	1,073e+004	0,3327	20,74
9	9878	4,084e+004	157,9	255,6	97,69	104,5	249,4	99,70	-0,9577	47,05	100,7	92,18	1,929	258,6	71,37	0,5838	1,431e+005	3982	-3886	2989	-2219	45,29	64,39	221,2	98,48	1,699e+004	7116	0,5813	20,00
10	4391	2,890e+004	111,7	227,7	116,0	120,0	205,6	90,38	-1,266	40,27	91,64	87,24	0,6773	258,6	56,17	0,7807	1,767e+005	2935	-3345	3484	-1444	47,58	53,68	198,9	116,4	1,362e+004	9232	0,3223	20,18
11	8197	3,672e+004	143,2	233,8	90,57	99,54	229,5	94,21	-1,580	42,58	95,79	87,08	0,7115	256,4	71,09	0,6080	1,088e+005	3742	-3626	2818	-2190	37,02	62,96	201,5	92,98	1,438e+004	6184	0,5700	19,79
12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
13	7518	3,486e+004	135,9	224,7	88,72	99,76	222,2	88,73	-2,066	38,98	90,79	82,56	-0,06157	256,4	72,17	0,6074	5,959e+004	3578	-3619	2326	-1930	15,88	62,49	188,4	91,88	1,302e+004	5506	0,5772	19,43
14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
15	6614	2,993e+004	117,7	209,7	92,04	102,1	208,9	83,68	-2,360	35,61	86,04	79,28	-0,8962	254,2	67,63	0,6735	2,454e+004	3359	-3496	2630	-1612	6,109	60,48	174,0	94,33	1,179e+004	5179	0,5608	19,26
16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
17	5785	2,574e+004	100,4	189,4	88,97	102,2	188,6	78,62	-2,511	33,21	81,14	74,77	-1,225	256,4	60,59	0,7449	2,058e+004	3161	-3291	2495	-1680	3,229	53,41	165,7	95,29	1,069e+004	4904	0,5412	18,98
18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
19	6078	2,586e+004	101,7	179,3	77,59	92,32	177,7	74,52	-2,764	30,86	77,28	71,01	-1,642	254,2	62,75	0,6982	1,807e+004	2990	-3078	2258	-1587	2,408	50,65	162,1	84,15	1,019e+004	4116	0,5962	18,33
20	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
21	6325	2,880e+004	112,8	175,6	62,85	75,18	175,0	71,02	-3,024	29,21	74,04	67,32	-1,806	255,3	73,27	0,5969	1,796e+004	2873	-2846	2184	-2026	2,620	47,45	153,9	67,37	9364	3038	0,6755	17,65
22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
23	6138	2,824e+004	110,1	166,5	56,38	68,67	166,2	67,76	-3,085	27,84	70,85	64,33	-2,032	256,4	73,69	0,5841	1,660e+004	2730	-2860	2000	-2236	3,181	46,06	149,4	60,38	8767	2628	0,7002	17,13
24	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
25	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
26	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
27	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
28	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
29	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
30	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
31	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
32	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
33	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
34	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
