	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
5	7,208e+004	2,335e+005	673,2	808,5	121,9	140,2	724,3	118,6	1,047	71,07	117,6	111,6	9,085	346,8	84,77	0,1658	1,567e+005	8730	-5090	2,197e+004	-1,639e+004	1,779	76,60	794,2	130,0	8,949e+004	1,741e+004	0,8055	14,26
6	6,878e+004	2,073e+005	653,0	770,4	112,1	135,0	540,6	112,8	-1,231	59,78	114,0	105,1	2,436	317,5	84,76	0,1610	7,755e+004	8415	-4987	2,124e+004	-1,654e+004	-0,3010	75,99	770,4	126,3	8,394e+004	1,516e+004	0,8194	13,43
7	6,964e+004	2,465e+005	686,2	802,9	96,63	119,6	720,2	112,6	2,319	68,13	110,3	105,6	4,242	359,3	87,16	0,1538	7,728e+004	8771	-5022	1,696e+004	-1,705e+004	4,242	67,11	787,3	111,8	8,506e+004	1,542e+004	0,8187	14,23
8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
12	3,603e+004	1,120e+005	377,0	470,5	19,24	28,90	307,9	100,6	-2,340	43,20	102,9	82,25	-0,2942	297,0	93,72	0,2182	1,141e+005	9311	-5179	1,131e+004	-8998	-0,2942	63,35	402,3	26,51	4,292e+004	6895	0,8394	12,01
13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
14	3,614e+004	1,218e+005	367,4	399,4	15,23	24,80	347,0	99,73	-3,113	47,82	102,8	79,02	1,984	331,5	95,13	0,2151	2,030e+005	8559	-5514	1,085e+004	-9137	-2,456	58,98	386,2	22,31	4,150e+004	5357	0,8709	11,40
15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
