	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	3,274e+004	9,373e+004	289,0	648,3	359,3	362,7	570,5	131,1	0,5063	74,09	130,6	129,4	4,242	324,3	44,77	0,4479	7,572e+004	7690	-5808	9842	-6798	0,8483	84,80	645,5	362,6	5,873e+004	2,598e+004	0,5576	15,25
2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
5	3,400e+004	1,016e+005	316,6	652,2	335,6	341,8	571,9	128,0	1,635	69,76	126,3	124,8	4,591	320,9	48,54	0,3943	1,736e+005	7519	-6274	8603	-7655	3,072	88,88	652,2	339,7	5,757e+004	2,357e+004	0,5905	14,46
6	3,103e+004	9,099e+004	282,1	623,0	340,9	345,2	568,7	127,6	1,225	69,49	126,4	125,7	4,290	322,6	45,36	0,4458	8,838e+004	7478	-6068	8296	-6871	2,052	88,29	621,8	343,7	5,471e+004	2,367e+004	0,5672	14,57
7	3,256e+004	9,583e+004	292,3	622,3	330,0	337,8	559,6	125,8	-3,250	67,71	129,0	122,4	3,599	327,9	47,11	0,4187	1,096e+005	7484	-6404	8941	-7518	-2,347	84,49	620,4	331,9	5,417e+004	2,160e+004	0,6012	13,07
8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
