	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	4,248e+004	1,493e+005	395,7	680,7	285,0	290,1	680,7	137,2	4,999	68,97	132,2	132,5	9,074	377,4	64,10	0,3348	1,751e+005	7925	-5368	1,111e+004	-9739	5,423	93,22	617,4	288,2	5,146e+004	8980	0,8255	12,44
2	3,964e+004	1,483e+005	395,5	672,4	276,9	282,3	672,4	135,4	4,602	65,82	130,8	129,3	8,028	375,0	67,26	0,3268	1,886e+005	7748	-5546	9601	-1,044e+004	4,944	92,18	588,0	280,7	4,759e+004	7955	0,8329	12,27
3	3,778e+004	1,410e+005	373,6	637,7	264,1	268,5	637,6	133,1	4,130	62,93	128,9	127,1	7,228	377,4	66,14	0,3403	1,780e+005	7542	-5812	9154	-9410	4,370	90,13	564,8	265,0	4,404e+004	6261	0,8578	12,53
4	3,681e+004	1,430e+005	381,4	612,8	231,4	238,2	612,8	129,8	3,720	58,61	126,1	120,3	6,216	375,0	71,72	0,3155	1,831e+005	7228	-5983	9403	-9633	3,802	90,58	531,7	231,8	3,994e+004	3133	0,9216	12,33
5	3,527e+004	1,391e+005	370,9	573,9	203,0	210,0	573,9	125,6	3,426	54,53	122,2	113,9	5,539	375,0	73,68	0,3070	1,527e+005	6708	-6106	9723	-9448	3,453	81,71	503,4	203,0	3,191e+004	-3359	1,105	12,06
6	3,254e+004	1,339e+005	357,1	549,4	192,3	198,3	549,4	120,8	3,139	50,68	117,7	109,2	4,985	375,0	74,99	0,3057	1,231e+005	6229	-5894	1,034e+004	-8178	3,337	86,08	476,3	192,5	2,566e+004	-6884	1,268	11,87
7	2,910e+004	1,312e+005	349,8	537,2	187,4	195,9	537,2	115,5	2,954	46,99	112,6	103,0	4,616	375,0	77,72	0,2944	1,088e+005	5641	-5553	1,195e+004	-7565	3,357	82,24	450,1	187,4	2,127e+004	-7837	1,369	11,85
8	2,644e+004	1,288e+005	345,7	523,9	178,2	184,8	515,8	110,2	2,783	43,57	107,4	99,32	4,342	372,7	82,39	0,2873	9,633e+004	5122	-5176	1,182e+004	-7688	3,795	84,10	419,6	178,6	1,586e+004	-1,058e+004	1,667	11,92
9	2,443e+004	1,296e+005	345,6	523,7	178,1	185,7	521,0	105,1	2,660	41,03	102,4	96,16	4,397	375,0	82,75	0,2783	9,561e+004	4650	-4862	1,235e+004	-7058	3,836	71,01	417,6	179,6	1,420e+004	-1,023e+004	1,721	11,95
10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	3,383e+004	1,382e+005	368,4	590,2	221,8	228,2	589,0	123,6	3,601	54,79	120,0	114,5	6,047	375,3	73,42	0,3100	1,446e+005	6533	-5589	1,061e+004	-8796	4,035	85,69	507,6	223,0	3,244e+004	-1396	1,174	12,14
Min	2,443e+004	1,288e+005	345,6	523,7	178,1	184,8	515,8	105,1	2,660	41,03	102,4	96,16	4,342	372,7	64,10	0,2783	9,561e+004	4650	-6106	9154	-1,044e+004	3,337	71,01	417,6	178,6	1,420e+004	-1,058e+004	0,8255	11,85
Max	4,248e+004	1,493e+005	395,7	680,7	285,0	290,1	680,7	137,2	4,999	68,97	132,2	132,5	9,074	377,4	82,75	0,3403	1,886e+005	7925	-4862	1,235e+004	-7058	5,423	93,22	617,4	288,2	5,146e+004	8980	1,721	12,53
Count	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
