	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	3,340e+004	1,143e+005	299,0	621,1	322,2	325,9	596,1	140,4	5,662	73,74	134,8	135,9	10,16	382,2	48,92	0,4547	3,234e+005	8281	-5122	8980	-7470	5,867	101,9	611,1	337,0	 	 	 	12,41
2	3,387e+004	1,079e+005	282,4	606,3	324,0	329,5	600,9	138,9	5,053	71,20	133,9	133,7	9,231	382,2	46,70	0,4736	2,441e+005	8137	-5252	8392	-7626	5,272	100,2	604,6	329,6	 	 	 	12,65
3	3,194e+004	1,051e+005	275,0	593,3	318,3	324,5	588,2	136,8	4,506	68,04	132,3	130,6	8,158	382,2	47,55	0,4751	2,039e+005	8014	-5443	7861	-7080	4,746	94,55	578,3	319,0	 	 	 	13,22
4	3,038e+004	1,027e+005	268,8	571,1	302,3	307,7	563,9	134,1	4,055	64,29	130,1	126,2	7,105	382,2	48,39	0,4695	1,883e+005	7672	-5682	7097	-7066	4,205	87,23	555,4	303,0	 	 	 	12,75
5	2,834e+004	9,897e+004	259,0	536,2	277,2	284,7	535,4	130,5	3,590	60,04	126,9	121,6	6,154	382,2	49,78	0,4695	1,493e+005	7289	-5833	7022	-7372	3,638	92,54	520,2	277,4	 	 	 	12,62
6	2,444e+004	9,341e+004	244,4	515,4	271,0	278,5	515,4	125,9	3,221	55,61	122,7	114,9	5,423	382,2	49,29	0,4702	1,783e+005	6770	-5799	6124	-7728	3,611	88,25	495,9	271,5	 	 	 	12,39
7	2,122e+004	8,494e+004	222,3	485,4	263,2	271,7	485,4	120,5	2,968	51,29	117,5	109,5	4,910	382,2	47,23	0,4928	1,871e+005	6100	-5532	5600	-8213	3,569	89,22	470,6	264,4	 	 	 	12,35
8	1,800e+004	7,548e+004	197,5	469,5	272,0	280,4	469,5	114,9	2,756	47,51	112,1	104,6	4,506	382,2	42,97	0,5297	1,483e+005	5484	-5224	5121	-7484	5,498	79,36	459,6	273,3	 	 	 	12,41
9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	2,770e+004	9,785e+004	256,0	549,8	293,8	300,3	544,4	130,3	3,976	61,46	126,3	122,1	6,956	382,2	47,60	0,4794	2,029e+005	7218	-5486	7025	-7505	4,551	91,65	537,0	296,9	3,595e-302	1,953e-151		12,60
Min	1,800e+004	7,548e+004	197,5	469,5	263,2	271,7	469,5	114,9	2,756	47,51	112,1	104,6	4,506	382,2	42,97	0,4547	1,483e+005	5484	-5833	5121	-8213	3,569	79,36	459,6	264,4	3,595e-302	1,953e-151		12,35
Max	3,387e+004	1,143e+005	299,0	621,1	324,0	329,5	600,9	140,4	5,662	73,74	134,8	135,9	10,16	382,2	49,78	0,5297	3,234e+005	8281	-5122	8980	-7066	5,867	101,9	611,1	337,0	3,595e-302	1,953e-151		13,22
Count	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8		8
