;SW (mmHg*킠);CO (킠/min);SV (킠);Vmax (킠);Vmin (킠);Ves (킠);Ved (킠);Pmax (mmHg);Pmin (mmHg);Pmean (mmHg);Pdev (mmHg);Pes (mmHg);Ped (mmHg);HR (bpm);EF (%);Ea (mmHg/킠);PowMax (mmHg*킠/s);dP/dt max (mmHg/s);dP/dt min (mmHg/s);dV/dt max (킠/s);dV/dt min (킠/s);P@dV/dt max (mmHg);P@dP/dt max (mmHg);V@dP/dt max (킠);V@dP/dt min (킠);Tau (ms)
1;2,972e+004;9,768e+004;258,9;517,0;258,2;265,9;504,9;135,6;0,7387;65,81;134,9;130,4;4,343;377,4;53,79;0,5037;1,202e+005;1,397e+004;-1,161e+004;5823;-7382;2,285;90,88;481,2;258,3;8,710
2;2,899e+004;8,963e+004;239,0;530,0;291,0;293,4;519,9;135,2;-3,680;63,27;138,9;131,2;3,263;375,0;45,69;0,5490;2,424e+005;1,416e+004;-1,116e+004;4969;-6923;-2,750;103,7;523,2;301,0;8,840
3;2,594e+004;7,974e+004;215,3;498,6;283,3;286,1;491,2;132,5;-3,926;60,12;136,4;128,4;-1,464;370,4;44,52;0,5965;1,595e+005;1,411e+004;-1,213e+004;5658;-8103;-3,010;92,07;483,6;287,4;7,844
4;2,640e+004;1,019e+005;271,7;504,3;232,6;251,3;450,1;133,2;-1,252;62,30;134,5;126,4;-1,252;375,0;60,71;0,4651;2,701e+005;1,389e+004;-1,244e+004;7218;-6207;2,326;93,88;447,5;244,4;8,376
5;2,994e+004;9,910e+004;264,3;528,0;263,7;268,2;506,6;135,3;0,6772;64,59;134,6;130,4;4,015;375,0;53,63;0,4935;1,068e+005;1,410e+004;-1,151e+004;6292;-7220;1,601;96,95;492,7;265,9;8,787
6;2,897e+004;9,117e+004;243,1;534,5;291,4;293,3;530,6;134,3;-3,871;62,01;138,1;129,4;1,662;375,0;47,13;0,5324;1,916e+005;1,426e+004;-1,129e+004;4828;-6837;-2,818;94,12;515,9;298,7;8,710
7;2,456e+004;7,648e+004;206,5;473,6;267,1;270,3;471,4;131,6;-3,748;59,20;135,4;126,4;-1,997;370,4;44,64;0,6123;2,127e+005;1,393e+004;-1,219e+004;5650;-7694;-2,271;98,82;462,6;270,2;7,663
8;2,500e+004;1,060e+005;282,7;509,4;226,6;250,0;442,5;133,6;-0,8550;61,78;134,5;126,7;-0,8550;375,0;65,05;0,4481;3,865e+005;1,378e+004;-1,288e+004;7106;-6594;1,956;102,4;434,6;243,1;8,399
9;3,058e+004;9,475e+004;251,1;520,1;269,1;272,4;513,1;135,0;-0,08892;64,15;135,1;129,2;3,960;377,4;49,75;0,5145;1,137e+005;1,414e+004;-1,163e+004;5431;-7182;0,3694;96,86;504,8;271,6;8,911
10;2,708e+004;8,389e+004;226,5;518,2;291,7;293,0;513,0;133,9;-3,755;60,60;137,6;129,2;0,6156;370,4;44,62;0,5703;2,132e+005;1,432e+004;-1,076e+004;5130;-6835;-2,791;94,21;507,7;299,5;8,613
11;2,373e+004;7,479e+004;200,7;462,7;262,1;267,3;462,6;131,4;-3,988;58,59;135,3;126,1;-1,334;372,7;45,05;0,6285;2,789e+005;1,386e+004;-1,318e+004;5764;-6404;-3,153;97,00;445,5;263,8;7,597
12;2,391e+004;1,053e+005;282,5;506,3;223,8;249,4;427,5;131,8;-1,580;60,27;133,3;125,7;-1,580;372,7;66,07;0,4450;5,510e+005;1,364e+004;-1,195e+004;7642;-6533;2,045;89,16;427,5;241,6;8,354
13;3,083e+004;9,710e+004;257,3;518,9;261,6;268,4;508,7;134,8;0,7045;64,79;134,1;129,8;4,220;377,4;52,02;0,5045;6,742e+004;1,402e+004;-1,253e+004;5860;-6644;1,860;102,1;494,7;261,6;8,586
14;2,846e+004;8,915e+004;237,7;523,6;285,9;287,2;521,3;135,1;-3,988;62,81;139,1;130,3;3,393;375,0;46,98;0,5482;1,735e+005;1,427e+004;-1,124e+004;4458;-6200;-2,196;98,19;506,1;292,8;8,829
15;2,438e+004;7,753e+004;209,3;486,7;277,4;279,7;483,7;132,4;-4,131;59,40;136,5;128,4;-1,833;370,4;44,40;0,6136;1,812e+005;1,408e+004;-1,267e+004;5305;-7216;-3,222;90,70;471,5;284,4;7,868
16;2,472e+004;9,917e+004;266,1;492,6;226,5;253,1;448,4;132,2;-1,553;61,33;133,7;127,2;-1,553;372,7;61,21;0,4779;3,333e+005;1,371e+004;-1,214e+004;7861;-5853;1,929;89,62;434,7;244,3;8,267
17;2,940e+004;9,887e+004;262,0;514,3;252,2;262,7;493,5;135,4;0,7387;65,02;134,7;129,4;4,302;377,4;55,33;0,4938;1,250e+005;1,393e+004;-1,278e+004;6011;-6587;1,389;103,6;473,5;252,3;8,573
