	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4	5,288e+004	1,800e+005	516,0	673,7	110,6	120,7	645,9	118,1	4,597	73,97	113,5	113,1	9,660	348,8	82,99	0,2192	1,057e+005	8148	-4508	1,662e+004	-1,219e+004	6,362	78,35	621,7	113,4	6,529e+004	1,241e+004	0,8100	16,39
5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
7	4,115e+004	1,380e+005	430,2	557,3	93,17	98,17	507,5	110,8	3,510	65,20	107,2	105,1	12,51	320,9	81,60	0,2443	3,557e+005	7553	-4673	1,031e+004	-1,336e+004	5,377	68,61	527,3	93,64	5,203e+004	1,088e+004	0,7910	15,79
8	2,969e+004	9,750e+004	303,9	434,5	95,17	104,2	327,9	107,6	1,881	59,34	105,7	103,7	7,074	320,9	75,53	0,3412	4,111e+005	8018	-4727	9473	-9754	5,117	71,75	402,3	97,52	3,986e+004	1,018e+004	0,7447	14,47
9	3,217e+004	1,071e+005	321,2	429,9	87,13	95,25	374,3	109,8	1,054	63,16	108,7	105,0	7,936	333,3	78,46	0,3270	2,703e+005	8333	-4981	8636	-9209	2,401	66,37	409,4	89,13	4,134e+004	9170	0,7782	14,15
10	2,888e+004	9,270e+004	293,5	399,5	88,22	96,44	275,0	104,7	-0,5473	55,11	105,2	101,3	3,051	315,8	76,57	0,3452	2,294e+005	8128	-4953	8517	-8245	0,8483	66,27	383,4	90,67	3,780e+004	8928	0,7638	13,27
11	2,803e+004	9,176e+004	286,0	395,7	80,38	85,11	311,4	103,8	-1,676	55,09	105,5	98,89	3,537	320,9	77,45	0,3458	3,615e+005	8517	-4994	6464	-8285	0,4105	65,42	369,2	81,25	3,603e+004	7997	0,7780	12,74
12	2,142e+004	7,227e+004	224,1	313,9	73,55	78,28	262,4	101,0	-0,04105	52,97	101,1	97,41	2,613	322,6	73,91	0,4348	1,922e+005	8244	-5090	6318	-5747	1,799	71,23	303,1	73,94	2,921e+004	7793	0,7332	12,69
13	2,080e+004	7,023e+004	217,7	309,3	67,07	72,65	254,9	100,5	-0,6294	52,34	101,1	95,34	3,954	322,6	75,07	0,4379	2,901e+005	8463	-5145	5521	-6571	1,170	70,97	290,0	68,00	2,787e+004	7070	0,7464	12,54
14	1,875e+004	6,545e+004	201,8	290,7	66,79	70,71	232,8	97,69	-1,478	48,55	99,17	91,89	2,449	324,3	74,40	0,4553	2,795e+005	8189	-5104	4640	-5987	0,7457	67,54	271,2	67,13	2,563e+004	6877	0,7317	11,98
15	1,850e+004	6,536e+004	198,3	276,9	59,25	63,34	227,9	96,22	-2,908	47,15	99,12	88,68	1,731	329,7	76,42	0,4473	2,173e+005	8408	-4994	3730	-5316	-1,724	60,67	259,4	59,77	2,456e+004	6063	0,7531	11,54

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	2,923e+004	9,804e+004	299,3	408,2	82,13	88,49	342,0	105,0	0,3763	57,29	104,6	100,0	5,451	326,0	77,24	0,3598	2,713e+005	8200	-4917	8022	-8467	2,251	68,72	383,7	83,44	3,796e+004	8736	0,7630	13,55
Min	1,850e+004	6,536e+004	198,3	276,9	59,25	63,34	227,9	96,22	-2,908	47,15	99,12	88,68	1,731	315,8	73,91	0,2192	1,057e+005	7553	-5145	3730	-1,336e+004	-1,724	60,67	259,4	59,77	2,456e+004	6063	0,7317	11,54
Max	5,288e+004	1,800e+005	516,0	673,7	110,6	120,7	645,9	118,1	4,597	73,97	113,5	113,1	12,51	348,8	82,99	0,4553	4,111e+005	8517	-4508	1,662e+004	-5316	6,362	78,35	621,7	113,4	6,529e+004	1,241e+004	0,8100	16,39
Count	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
