	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	4,053e+004	1,237e+005	319,5	423,1	103,6	112,9	312,8	151,9	8,179	80,16	143,8	146,3	8,808	387,1	75,51	0,4579	3,118e+005	1,311e+004	-1,009e+004	8033	-1,002e+004	22,79	108,7	423,1	104,8	11,48
2	2,811e+004	8,762e+004	226,3	331,9	105,5	111,9	250,2	151,3	4,999	79,39	146,3	147,2	11,89	387,1	69,38	0,6503	3,689e+005	1,312e+004	-1,020e+004	6357	-6655	6,066	107,7	326,2	105,8	10,23
3	3,380e+004	1,023e+005	264,2	341,3	77,09	90,09	269,9	152,9	7,481	80,81	145,4	144,5	10,53	387,1	78,55	0,5468	2,576e+005	1,314e+004	-1,060e+004	8322	-7125	9,082	103,5	336,4	81,48	11,05
4	4,167e+004	1,256e+005	322,3	431,4	109,1	112,3	330,4	156,2	5,149	84,03	151,1	149,3	12,30	389,6	74,92	0,4632	2,526e+005	1,323e+004	-8904	8535	-9839	18,74	102,1	430,2	109,4	11,93
5	4,020e+004	1,215e+005	315,9	420,5	104,6	108,4	294,0	155,7	4,014	80,75	151,7	148,5	8,528	384,6	75,32	0,4701	3,760e+005	1,337e+004	-9923	8580	-1,085e+004	26,47	105,4	419,4	105,1	10,60
6	3,811e+004	1,180e+005	304,8	388,2	83,41	99,30	287,4	152,3	7,851	80,00	144,4	142,0	7,851	387,1	79,38	0,4659	3,602e+005	1,288e+004	-1,072e+004	6838	-8059	24,42	99,66	384,0	89,07	11,15
7	3,684e+004	1,089e+005	279,5	367,1	87,52	96,61	294,0	155,3	6,668	83,32	148,7	144,8	12,49	389,6	76,32	0,5179	1,653e+005	1,313e+004	-9636	8215	-6769	8,076	111,4	366,3	89,41	11,32
8	4,374e+004	1,339e+005	343,8	448,2	104,4	107,4	322,8	157,5	8,097	85,11	149,4	151,1	11,13	389,6	77,57	0,4395	3,296e+005	1,336e+004	-9376	1,025e+004	-1,211e+004	21,17	108,0	443,2	105,4	12,34
9	3,391e+004	1,034e+005	265,4	362,6	97,22	100,6	273,7	158,0	6,715	84,34	151,3	148,6	11,59	389,6	73,30	0,5597	1,856e+005	1,347e+004	-9403	7787	-8325	11,59	108,1	362,1	98,67	11,60
10	3,113e+004	9,276e+004	238,1	327,8	89,71	95,53	251,1	155,0	7,741	81,81	147,3	146,8	10,47	389,6	72,67	0,6164	1,531e+005	1,327e+004	-1,011e+004	6237	-6552	11,29	104,8	327,7	90,18	11,49
11	2,927e+004	8,835e+004	228,2	309,8	81,53	84,71	233,4	153,5	5,006	78,94	148,5	145,5	10,85	387,1	73,68	0,6375	1,932e+005	1,337e+004	-1,042e+004	5598	-5481	16,13	104,7	309,8	82,31	10,51
12	3,140e+004	9,699e+004	248,9	343,1	94,16	99,67	259,8	149,9	6,668	77,28	143,3	144,1	7,823	389,6	72,79	0,5789	2,583e+005	1,302e+004	-1,054e+004	6026	-6636	19,72	99,75	342,0	94,16	10,71
13	2,930e+004	8,812e+004	227,6	299,1	71,48	78,31	232,4	150,4	6,907	77,65	143,5	142,7	11,04	387,1	76,68	0,6267	2,351e+005	1,303e+004	-1,074e+004	7535	-5467	7,946	102,5	296,9	71,96	11,02
14	3,642e+004	1,115e+005	288,1	394,9	106,8	109,2	301,5	152,9	7,864	80,56	145,1	147,8	9,540	387,1	73,15	0,5131	2,098e+005	1,316e+004	-9834	8121	-7928	17,64	98,78	393,8	107,9	11,74
15	2,883e+004	8,564e+004	219,8	296,9	77,13	82,56	228,8	154,3	6,237	81,09	148,1	144,9	11,70	389,6	74,49	0,6590	2,264e+005	1,318e+004	-1,027e+004	7245	-4870	8,493	102,5	295,1	77,13	10,93
16	3,744e+004	1,137e+005	291,9	389,8	97,97	104,1	299,0	155,1	8,001	82,39	147,1	147,3	10,05	389,6	75,03	0,5046	2,454e+005	1,308e+004	-9745	6781	-8547	20,63	110,7	389,0	98,03	11,88
17	2,759e+004	8,148e+004	210,5	309,7	99,23	102,2	246,5	154,9	4,172	80,74	150,7	150,1	11,41	387,1	67,96	0,7131	1,452e+005	1,340e+004	-1,005e+004	6916	-5407	5,225	108,3	309,7	100,4	10,49
18	3,044e+004	9,118e+004	235,6	339,8	104,3	108,4	269,3	151,5	7,146	78,88	144,3	146,4	8,172	387,1	69,62	0,6217	2,221e+005	1,277e+004	-1,072e+004	5400	-5213	8,555	97,01	338,3	105,7	10,58
19	3,091e+004	1,066e+005	275,5	362,7	87,21	96,49	258,8	155,3	7,741	82,78	147,6	146,7	12,32	387,1	85,37	0,5323	2,672e+005	1,295e+004	-1,036e+004	1,134e+004	-5902	11,39	112,8	322,7	90,29	11,51
20	4,912e+004	1,489e+005	382,2	503,5	121,2	124,4	374,2	158,6	8,268	86,33	150,3	152,8	11,61	389,6	76,63	0,3999	3,059e+005	1,326e+004	-8740	1,177e+004	-1,377e+004	12,54	108,2	498,8	122,0	12,89
21	2,934e+004	8,462e+004	218,6	324,0	105,4	111,4	252,2	158,9	7,488	85,77	151,4	152,8	12,19	387,1	67,62	0,6990	1,756e+005	1,321e+004	-9649	7408	-4361	8,781	101,1	323,3	105,9	11,97
22	3,398e+004	9,805e+004	251,7	349,9	98,23	102,4	284,0	159,6	7,796	85,72	151,8	151,6	11,73	389,6	72,37	0,6024	1,476e+005	1,336e+004	-9909	8156	-5075	11,13	106,6	347,8	98,23	11,75
23	3,597e+004	1,113e+005	285,7	403,6	117,9	120,4	298,7	159,0	4,958	85,03	154,0	153,5	11,92	389,6	70,78	0,5373	3,148e+005	1,334e+004	-9294	7958	-9134	24,91	110,2	403,6	121,3	11,59
24	3,050e+004	9,065e+004	232,7	313,7	81,04	95,41	259,0	156,9	7,803	83,05	149,1	149,1	9,820	389,6	74,80	0,6409	2,525e+005	1,297e+004	-1,063e+004	8072	-5533	9,731	111,0	311,1	86,51	11,27
25	3,625e+004	1,094e+005	280,8	388,9	108,1	110,6	303,5	159,3	4,972	84,87	154,3	152,7	12,15	389,6	72,27	0,5439	2,057e+005	1,332e+004	-9424	7073	-8531	20,80	101,7	388,5	111,2	11,49

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
