;SW (mmHg*킠);CO (킠/min);SV (킠);Vmax (킠);Vmin (킠);Ves (킠);Ved (킠);Pmax (mmHg);Pmin (mmHg);Pmean (mmHg);Pdev (mmHg);Pes (mmHg);Ped (mmHg);HR (bpm);EF (%);Ea (mmHg/킠);PowMax (mmHg*킠/s);dP/dt max (mmHg/s);dP/dt min (mmHg/s);dV/dt max (킠/s);dV/dt min (킠/s);P@dV/dt max (mmHg);P@dP/dt max (mmHg);V@dP/dt max (킠);V@dP/dt min (킠);PVA (mmHg*킠);PE (mmHg*킠);CE;Tau (ms)
1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
2;2,667e+004;8,371e+004;210,7;329,1;118,4;131,5;244,0;152,7;7,666;80,35;145,0;143,9;11,47;397,4;64,95;0,6829;2,648e+005;1,266e+004;-1,055e+004;5393;-4967;21,53;104,1;324,4;122,4;3,650e+004;9832;0,7307;11,30
3;2,753e+004;8,554e+004;215,3;321,1;105,9;113,6;245,8;150,3;7,194;78,43;143,1;141,1;11,45;397,4;67,73;0,6555;2,321e+005;1,288e+004;-1,055e+004;5085;-4695;22,25;99,06;317,9;106,6;3,662e+004;9093;0,7517;11,15
4;2,499e+004;8,384e+004;211,0;312,3;101,3;107,9;228,7;143,7;6,497;72,64;137,2;136,9;10,73;397,4;69,93;0,6488;3,268e+005;1,243e+004;-1,076e+004;4816;-5014;17,44;98,91;301,7;101,3;3,365e+004;8660;0,7426;10,83
5;2,361e+004;8,332e+004;208,3;300,6;92,28;95,21;215,4;140,6;5,970;69,45;134,6;131,8;10,18;400,0;71,29;0,6330;3,430e+005;1,248e+004;-1,033e+004;5019;-5261;23,20;105,5;292,2;92,65;3,191e+004;8303;0,7398;10,72
6;2,060e+004;7,494e+004;188,6;282,3;93,75;98,03;196,6;135,9;5,300;63,61;130,6;126,7;9,218;397,4;69,75;0,6720;3,440e+005;1,185e+004;-9738;4715;-5240;20,33;92,74;270,4;93,85;2,808e+004;7479;0,7336;10,18
7;1,980e+004;7,458e+004;186,5;266,7;80,24;83,63;192,1;132,4;4,527;60,06;127,9;117,7;8,781;400,0;72,62;0,6310;3,126e+005;1,174e+004;-9738;4327;-5182;38,67;99,08;256,7;80,25;2,611e+004;6310;0,7583;9,450
8;1,881e+004;7,556e+004;188,9;261,1;72,23;74,58;183,6;127,7;3,720;55,58;123,9;111,8;7,789;400,0;76,02;0,5921;3,358e+005;1,114e+004;-9382;4352;-5247;47,84;87,84;248,5;74,02;2,476e+004;5955;0,7595;8,820
9;1,840e+004;7,389e+004;186,0;254,7;68,73;70,70;178,5;124,4;2,742;52,55;121,7;108,7;7,139;397,4;75,36;0,5843;2,947e+005;1,086e+004;-8808;4512;-6170;36,06;92,70;246,8;71,24;2,397e+004;5566;0,7677;8,585
10;1,746e+004;7,154e+004;178,8;249,6;70,73;72,60;169,5;120,4;2,168;49,96;118,2;105,0;6,886;400,0;73,67;0,5870;2,657e+005;1,018e+004;-8281;5048;-5838;24,27;81,51;242,8;73,00;2,273e+004;5273;0,7680;8,394
11;1,708e+004;7,001e+004;175,0;243,7;68,68;71,10;167,6;118,5;0,9779;48,10;117,5;102,3;6,558;400,0;72,89;0,5846;2,079e+005;1,000e+004;-7953;5149;-6359;18,92;87,34;240,1;70,47;2,212e+004;5032;0,7725;7,865
12;1,592e+004;6,779e+004;170,6;235,7;65,07;68,51;160,5;115,2;0,1983;45,50;115,1;96,85;6,045;397,4;74,27;0,5677;2,243e+005;9424;-7721;4733;-6207;23,60;77,62;229,7;67,73;2,051e+004;4588;0,7763;7,517
13;1,555e+004;6,701e+004;167,5;227,2;59,67;63,48;158,0;113,4;-0,7728;44,14;114,2;92,93;5,881;400,0;74,91;0,5547;1,882e+005;9307;-7502;4661;-5986;25,84;81,16;223,6;62,06;1,967e+004;4117;0,7907;7,300
14;1,407e+004;6,153e+004;154,9;214,1;59,21;63,26;153,4;110,3;-0,8958;42,04;111,2;89,78;5,587;397,4;73,19;0,5798;1,570e+005;8699;-7297;3918;-5094;18,39;80,07;211,6;61,33;1,795e+004;3881;0,7838;7,127
15;1,381e+004;6,050e+004;151,2;208,5;57,28;60,89;152,7;108,5;-1,504;40,84;110,0;87,40;5,478;400,0;73,33;0,5778;1,320e+005;8500;-6688;3713;-5465;15,36;74,94;206,2;59,30;1,743e+004;3621;0,7923;6,988
16;1,243e+004;5,601e+004;140,0;195,3;55,32;58,20;145,5;105,3;-1,402;39,24;106,7;84,80;5,149;400,0;72,03;0,6056;9,935e+004;7885;-6456;3297;-5031;17,63;73,88;194,4;59,39;1,602e+004;3594;0,7757;7,007
17;1,231e+004;5,636e+004;141,8;192,9;51,05;55,08;140,7;103,9;-2,038;37,75;105,9;82,81;4,732;397,4;74,40;0,5838;1,128e+005;7782;-6052;3333;-5373;18,72;69,91;190,6;54,50;1,556e+004;3248;0,7913;6,761
18;1,122e+004;5,312e+004;132,8;182,1;49,32;53,20;139,9;100,9;-1,566;36,71;102,5;78,63;4,691;400,0;73,47;0,5921;8,949e+004;7283;-5772;2781;-4856;15,66;69,75;180,8;53,35;1,425e+004;3037;0,7869;6,906
19;1,123e+004;5,267e+004;131,7;179,6;47,95;52,70;141,5;99,71;-2,318;35,53;102,0;76,88;4,336;400,0;73,64;0,5838;7,856e+004;7187;-5553;2611;-4769;16,53;67,22;178,8;51,01;1,397e+004;2739;0,8040;6,526
20;1,022e+004;4,869e+004;121,7;170,1;48,39;54,23;140,3;96,93;-1,826;34,44;98,76;77,66;3,823;400,0;71,68;0,6380;6,392e+004;6709;-5307;2417;-4625;1,689;66,92;169,8;52,13;1,296e+004;2738;0,7887;6,782
21;1,045e+004;4,896e+004;123,2;170,4;47,20;52,72;140,1;95,86;-2,544;33,23;98,40;76,43;3,515;397,4;72,30;0,6203;4,244e+004;6640;-5129;2072;-5000;11,80;64,98;170,4;50,51;1,306e+004;2614;0,7998;6,334
22;9777;4,753e+004;118,8;165,5;46,72;51,90;137,5;93,53;-1,867;32,63;95,40;75,56;3,563;400,0;71,97;0,6359;3,252e+004;6209;-4883;2263;-4599;10,96;58,87;165,1;51,55;1,240e+004;2624;0,7884;6,684
23;9902;4,805e+004;120,1;165,4;45,30;51,12;138,9;92,68;-2,530;31,72;95,21;74,93;3,221;400,0;72,77;0,6238;3,121e+004;6196;-4780;2419;-4720;1,169;62,98;165,1;48,62;1,234e+004;2434;0,8027;6,360
24;9077;4,547e+004;113,7;158,4;44,76;49,48;136,9;90,43;-1,696;31,15;92,13;72,46;2,879;400,0;72,10;0,6374;2,671e+004;5779;-4568;2343;-4574;1,108;57,40;157,7;49,39;1,153e+004;2455;0,7871;6,812
25;8996;4,481e+004;112,8;156,5;43,74;50,13;135,2;89,83;-2,599;30,10;92,43;71,62;2,824;397,4;72,18;0,6351;2,757e+004;5785;-4479;2500;-4535;0,8958;56,78;156,2;47,22;1,125e+004;2257;0,7994;6,258
26;8253;4,305e+004;107,6;150,7;43,05;49,95;135,9;87,62;-1,894;29,74;89,52;71,26;2,749;400,0;71,43;0,6621;2,871e+004;5532;-4185;2435;-4344;1,046;36,19;150,7;48,72;1,056e+004;2309;0,7814;6,682
27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 

