;SW (mmHg*킠);CO (킠/min);SV (킠);Vmax (킠);Vmin (킠);Ves (킠);Ved (킠);Pmax (mmHg);Pmin (mmHg);Pmean (mmHg);Pdev (mmHg);Pes (mmHg);Ped (mmHg);HR (bpm);EF (%);Ea (mmHg/킠);PowMax (mmHg*킠/s);dP/dt max (mmHg/s);dP/dt min (mmHg/s);dV/dt max (킠/s);dV/dt min (킠/s);P@dV/dt max (mmHg);P@dP/dt max (mmHg);V@dP/dt max (킠);V@dP/dt min (킠);Tau (ms)
1;2,658e+004;8,029e+004;196,7;318,8;122,1;127,3;271,0;158,4;9,759;83,35;148,6;154,2;12,28;408,2;61,84;0,7838;1,220e+005;1,297e+004;-1,089e+004;6269;-4937;12,75;104,9;318,1;122,1;11,25
2;2,779e+004;8,364e+004;204,9;340,0;135,0;138,6;308,9;161,2;9,034;86,19;152,1;156,1;13,96;408,2;60,63;0,7620;8,104e+004;1,324e+004;-1,008e+004;5594;-4940;11,61;106,0;338,0;135,6;11,88
3;2,878e+004;8,709e+004;214,8;356,2;141,3;146,2;295,9;159,9;7,782;84,30;152,1;153,6;12,44;405,4;60,39;0,7149;1,568e+005;1,303e+004;-1,017e+004;5070;-4939;12,44;114,8;355,7;141,8;11,50
4;2,792e+004;8,472e+004;207,6;327,2;119,6;126,9;275,4;157,2;9,683;82,48;147,5;153,0;11,50;408,2;63,79;0,7371;1,448e+005;1,300e+004;-1,093e+004;5993;-5165;12,45;102,6;325,4;119,8;11,19
5;2,643e+004;7,951e+004;196,1;328,0;131,9;136,1;295,3;158,4;8,740;83,62;149,6;154,9;13,57;405,4;59,79;0,7899;8,778e+004;1,302e+004;-1,018e+004;6192;-5322;11,54;112,9;328,0;132,4;11,59
6;2,968e+004;9,162e+004;224,5;362,6;138,1;142,1;309,2;158,0;7,871;83,61;150,2;152,5;12,44;408,2;61,96;0,6792;1,343e+005;1,319e+004;-1,031e+004;5761;-4592;12,44;108,0;362,3;139,6;11,36
7;2,690e+004;8,362e+004;206,3;327,0;120,7;129,7;268,1;154,4;9,499;80,09;144,9;149,2;11,45;405,4;63,61;0,7234;2,070e+005;1,284e+004;-1,109e+004;5107;-4958;12,17;105,3;324,3;122,9;11,03
8;2,601e+004;8,034e+004;196,8;324,3;127,5;130,9;289,6;156,7;9,765;83,08;147,0;151,7;13,55;408,2;60,70;0,7707;9,656e+004;1,301e+004;-1,059e+004;6143;-5805;12,04;113,5;324,3;127,9;11,47
9;2,587e+004;8,088e+004;199,5;335,7;136,2;140,1;292,0;156,9;7,714;82,52;149,2;152,4;13,10;405,4;59,55;0,7638;1,677e+005;1,310e+004;-1,016e+004;4737;-4655;13,10;109,1;335,0;139,6;11,37
10;2,823e+004;8,728e+004;215,3;333,0;117,8;127,0;272,4;154,2;9,581;80,00;144,6;148,8;10,78;405,4;64,89;0,6912;1,748e+005;1,292e+004;-1,104e+004;4748;-4826;12,73;107,7;331,8;119,0;11,09
11;2,560e+004;8,066e+004;197,6;319,1;121,5;129,6;272,4;154,3;9,629;81,30;144,7;148,5;13,30;408,2;62,16;0,7514;1,464e+005;1,286e+004;-1,041e+004;5113;-5454;11,48;112,6;317,9;121,6;11,28
12;2,490e+004;7,789e+004;192,1;321,6;129,5;130,9;280,1;156,0;8,001;81,90;148,0;152,6;13,22;405,4;59,75;0,7943;1,237e+005;1,316e+004;-1,012e+004;4523;-5118;9,075;110,1;321,6;133,7;11,25
13;2,628e+004;8,165e+004;201,4;324,1;122,7;128,3;275,1;153,4;9,369;79,70;144,0;150,2;11,26;405,4;62,42;0,7458;1,389e+005;1,281e+004;-1,106e+004;4541;-5106;12,77;98,82;322,7;122,7;11,03
14;2,500e+004;7,791e+004;190,9;306,0;115,1;122,3;261,4;154,1;9,465;80,79;144,7;146,9;13,24;408,2;62,38;0,7698;9,729e+004;1,307e+004;-1,089e+004;5387;-5117;11,81;105,7;306,0;115,1;11,19
15;2,447e+004;7,824e+004;193,0;327,5;134,5;136,5;279,8;153,6;7,666;79,97;146,0;149,4;12,36;405,4;59,31;0,7743;1,350e+005;1,287e+004;-1,016e+004;4949;-4870;12,36;99,93;325,4;138,2;10,84
16;2,519e+004;7,844e+004;193,5;299,3;105,8;113,6;254,2;152,1;9,417;78,41;142,7;145,1;11,20;405,4;64,83;0,7497;1,613e+005;1,279e+004;-1,117e+004;5615;-4783;12,05;109,4;298,5;106,7;11,00
17;2,592e+004;8,053e+004;197,3;320,3;123,0;129,2;286,1;154,5;8,794;81,46;145,7;148,9;13,36;408,2;61,60;0,7545;8,732e+004;1,304e+004;-1,039e+004;5639;-4811;11,22;102,5;320,3;123,2;11,40
18;2,888e+004;8,904e+004;221,1;351,6;130,5;134,5;292,0;155,9;7,871;81,08;148,1;151,3;11,58;402,7;62,99;0,6844;1,467e+005;1,315e+004;-1,044e+004;5183;-5361;11,58;108,2;351,1;131,1;11,22
19;2,445e+004;7,617e+004;187,9;315,4;127,5;131,3;266,2;151,8;7,146;78,19;144,6;146,8;11,65;405,4;59,83;0,7811;1,498e+005;1,287e+004;-1,077e+004;5393;-4917;7,762;103,4;314,0;127,6;10,39
20;2,690e+004;8,336e+004;204,2;312,9;108,7;117,2;283,7;152,0;9,547;79,34;142,4;145,2;11,69;408,2;65,61;0,7112;1,136e+005;1,284e+004;-1,088e+004;5887;-5163;12,32;100,6;311,3;109,1;11,06
21;2,782e+004;8,565e+004;211,3;342,4;131,1;137,5;300,7;156,5;9,813;83,46;146,7;151,5;13,71;405,4;61,71;0,7168;8,288e+004;1,318e+004;-9991;5566;-5131;12,75;108,6;342,4;131,1;11,93
22;2,624e+004;8,110e+004;200,0;339,0;139,0;143,3;293,3;158,4;8,323;84,20;150,1;152,4;13,47;405,4;59,01;0,7617;1,468e+005;1,308e+004;-9889;4973;-4398;13,47;101,3;339,0;140,9;11,57

;SW (mmHg*킠);CO (킠/min);SV (킠);Vmax (킠);Vmin (킠);Ves (킠);Ved (킠);Pmax (mmHg);Pmin (mmHg);Pmean (mmHg);Pdev (mmHg);Pes (mmHg);Ped (mmHg);HR (bpm);EF (%);Ea (mmHg/킠);PowMax (mmHg*킠/s);dP/dt max (mmHg/s);dP/dt min (mmHg/s);dV/dt max (킠/s);dV/dt min (킠/s);P@dV/dt max (mmHg);P@dP/dt max (mmHg);V@dP/dt max (킠);V@dP/dt min (킠);Tau (ms)
Avg;2,663e+004;8,226e+004;202,4;328,7;126,3;131,8;282,9;155,8;8,839;81,78;147,0;150,7;12,50;406,4;61,76;0,7459;1,319e+005;1,300e+004;-1,053e+004;5381;-5017;11,91;106,6;327,9;127,3;11,27
Min;2,445e+004;7,617e+004;187,9;299,3;105,8;113,6;254,2;151,8;7,146;78,19;142,4;145,1;10,78;402,7;59,01;0,6792;8,104e+004;1,279e+004;-1,117e+004;4523;-5805;7,762;98,82;298,5;106,7;10,39
Max;2,968e+004;9,162e+004;224,5;362,6;141,3;146,2;309,2;161,2;9,813;86,19;152,1;156,1;13,96;408,2;65,61;0,7943;2,070e+005;1,324e+004;-9889;6269;-4398;13,47;114,8;362,3;141,8;11,93
Count;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22
