	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	3,736e+004	9,834e+004	345,8	504,9	89,30	91,12	484,4	124,5	6,438	68,45	118,0	118,1	9,031	284,4	81,41	0,3414	7,603e+004	9537	-6178	9763	-7451	7,573	82,42	424,8	89,99	4,921e+004	1,185e+004	0,7592	16,68
2	3,078e+004	8,176e+004	288,9	542,7	97,32	100,9	402,9	123,3	7,327	68,10	116,0	118,5	8,798	283,0	75,47	0,4102	1,244e+005	8901	-6212	1,413e+004	-5534	8,340	81,43	382,7	97,34	4,350e+004	1,272e+004	0,7075	17,41
3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4	3,459e+004	9,282e+004	324,9	460,4	83,30	86,26	442,4	122,3	5,767	65,32	116,5	117,1	7,970	285,7	80,66	0,3606	5,307e+004	9434	-5979	7779	-6005	6,698	77,46	402,8	83,41	4,549e+004	1,090e+004	0,7605	16,81
5	2,094e+004	5,593e+004	194,8	343,3	78,72	80,78	337,2	121,8	7,505	65,17	114,3	117,1	8,429	287,1	72,23	0,6010	6,228e+004	9585	-6020	5533	-6421	8,634	85,10	269,7	79,73	3,215e+004	1,121e+004	0,6512	18,20
6	1,792e+004	4,737e+004	162,6	317,3	75,79	77,67	281,0	116,8	3,564	59,66	113,3	113,6	10,47	291,3	67,83	0,6982	6,343e+004	9284	-5617	6366	-4166	3,626	82,36	239,8	76,75	2,794e+004	1,002e+004	0,6414	17,67
7	1,966e+004	5,467e+004	189,5	324,2	76,19	81,95	319,9	108,5	1,601	52,34	106,9	104,9	4,686	288,5	71,51	0,5536	4,083e+004	9585	-5541	5072	-4838	1,635	77,52	265,0	79,87	2,918e+004	9514	0,6739	15,84
8	1,282e+004	3,785e+004	132,5	248,8	55,09	61,40	248,5	102,7	3,236	49,87	99,47	100,3	3,236	285,7	67,31	0,7567	5,297e+004	8798	-5172	2312	-4040	6,677	72,14	196,8	62,94	2,143e+004	8613	0,5981	18,25
9	8755	2,641e+004	92,45	276,6	43,27	43,91	136,7	97,17	2,559	45,57	94,62	93,34	8,278	285,7	64,86	1,010	5,745e+004	8381	-3920	5811	-2370	3,797	71,54	142,5	44,52	1,525e+004	6496	0,5741	19,36
10	1,438e+004	4,676e+004	160,5	276,7	50,36	50,67	276,7	90,03	1,471	41,54	88,55	85,93	3,510	291,3	75,25	0,5353	5,971e+004	8230	-4084	2127	-5117	1,895	69,16	213,3	53,34	2,174e+004	7360	0,6615	15,92
11	6766	2,364e+004	81,55	130,8	25,76	25,82	130,8	88,31	4,160	40,48	84,16	82,02	4,160	289,9	69,19	1,006	5,601e+004	7327	-3407	1153	-2257	4,871	63,62	117,9	29,70	1,254e+004	5772	0,5396	17,97

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	2,040e+004	5,656e+004	197,4	342,6	67,51	70,05	306,1	109,6	4,363	55,65	105,2	105,1	6,856	287,2	72,57	0,6272	6,462e+004	8906	-5213	6005	-4820	5,375	76,27	265,5	69,76	2,984e+004	9446	0,6567	17,41
Min	6766	2,364e+004	81,55	130,8	25,76	25,82	130,8	88,31	1,471	40,48	84,16	82,02	3,236	283,0	64,86	0,3414	4,083e+004	7327	-6212	1153	-7451	1,635	63,62	117,9	29,70	1,254e+004	5772	0,5396	15,84
Max	3,736e+004	9,834e+004	345,8	542,7	97,32	100,9	484,4	124,5	7,505	68,45	118,0	118,5	10,47	291,3	81,41	1,010	1,244e+005	9585	-3407	1,413e+004	-2257	8,634	85,10	424,8	97,34	4,921e+004	1,272e+004	0,7605	19,36
Count	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
