	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	2,180e+004	7,554e+004	171,2	393,3	222,1	226,3	351,0	144,3	0,5335	79,64	143,7	142,3	4,576	441,2	43,88	0,8313	1,626e+005	1,189e+004	-1,001e+004	5612	-3936	6,422	100,6	390,2	225,4	9,915
3	2,647e+004	8,991e+004	205,3	397,1	191,9	198,6	344,7	143,9	2,455	77,99	141,4	140,2	2,455	438,0	51,99	0,6829	1,042e+005	1,149e+004	-1,042e+004	6057	-4438	4,856	92,37	394,9	191,9	10,37
4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
5	2,130e+004	7,335e+004	168,7	393,9	225,2	227,4	340,3	143,3	0,08891	77,02	143,2	141,0	4,111	434,8	42,91	0,8357	1,108e+005	1,160e+004	-9794	5736	-4675	4,111	98,94	393,2	226,6	9,880
6	2,554e+004	8,720e+004	197,7	393,9	196,2	199,5	347,0	143,4	2,558	78,64	140,8	140,6	2,558	441,2	50,18	0,7112	1,153e+005	1,172e+004	-1,031e+004	6966	-4587	5,082	93,81	393,9	196,9	10,31
7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
8	2,312e+004	7,980e+004	182,2	391,3	209,1	210,6	336,7	144,3	1,040	79,19	143,2	141,5	5,314	438,0	46,66	0,7765	1,580e+005	1,192e+004	-1,002e+004	7497	-5034	5,314	100,5	390,5	214,1	9,988
9	2,413e+004	8,169e+004	186,5	394,2	207,7	211,8	340,0	143,6	2,599	78,47	141,0	140,7	2,599	438,0	47,54	0,7543	9,912e+004	1,146e+004	-1,026e+004	6033	-4140	2,599	91,26	392,3	209,1	10,49
10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11	2,544e+004	8,741e+004	201,0	404,3	203,2	209,9	350,5	143,0	1,949	77,36	141,1	139,9	1,949	434,8	50,25	0,6958	1,026e+005	1,148e+004	-1,012e+004	6394	-4251	4,856	92,28	400,0	203,7	10,45
12	2,638e+004	8,924e+004	203,8	390,0	186,2	189,1	341,1	145,1	3,003	80,83	142,1	143,1	6,258	438,0	52,25	0,7025	1,107e+005	1,197e+004	-1,005e+004	7222	-5245	3,762	103,2	390,0	187,2	10,53
