;SW (mmHg*킠);CO (킠/min);SV (킠);Vmax (킠);Vmin (킠);Ves (킠);Ved (킠);Pmax (mmHg);Pmin (mmHg);Pmean (mmHg);Pdev (mmHg);Pes (mmHg);Ped (mmHg);HR (bpm);EF (%);Ea (mmHg/킠);PowMax (mmHg*킠/s);dP/dt max (mmHg/s);dP/dt min (mmHg/s);dV/dt max (킠/s);dV/dt min (킠/s);P@dV/dt max (mmHg);P@dP/dt max (mmHg);V@dP/dt max (킠);V@dP/dt min (킠);Tau (ms)
1;3,740e+004;1,215e+005;334,0;496,2;162,2;163,9;456,6;140,8;0,4172;74,85;140,4;138,2;3,837;363,6;73,14;0,4138;1,658e+005;1,100e+004;-8817;1,104e+004;-7046;0,5472;100,9;456,7;166,1;11,23
2;3,975e+004;1,213e+005;333,5;505,6;172,1;173,5;497,6;139,1;1,081;73,43;138,1;137,5;1,772;363,6;68,61;0,4122;1,265e+005;1,090e+004;-8988;1,033e+004;-8037;1,122;93,52;486,1;177,1;11,15
3;4,207e+004;1,291e+005;355,0;512,1;157,1;160,9;508,1;140,3;2,620;74,86;137,7;137,9;2,825;363,6;75,64;0,3884;5,556e+004;1,099e+004;-9056;1,246e+004;-7161;2,633;97,70;469,4;158,1;11,62
4;3,786e+004;1,206e+005;335,6;492,8;157,2;158,9;463,4;141,5;1,607;74,89;139,9;138,6;3,584;359,3;75,15;0,4129;1,907e+005;1,100e+004;-9063;1,219e+004;-7176;1,607;95,57;446,5;162,1;11,66
5;3,849e+004;1,237e+005;340,1;510,5;170,4;171,8;494,5;140,9;0,4514;74,53;140,4;138,7;2,702;363,6;72,12;0,4078;1,601e+005;1,100e+004;-8803;9866;-7064;0,5267;102,3;471,6;178,1;11,37
6;4,184e+004;1,265e+005;348,0;519,8;171,8;174,6;513,5;139,5;1,826;73,60;137,6;137,0;1,826;363,6;70,86;0,3938;6,615e+004;1,089e+004;-9152;1,040e+004;-7523;2,004;93,39;491,1;173,3;11,24
7;4,090e+004;1,231e+005;340,5;493,9;153,5;156,3;488,3;140,7;2,565;74,63;138,1;137,2;3,440;361,4;73,64;0,4030;8,661e+004;1,093e+004;-9070;1,181e+004;-7813;2,579;98,52;462,3;155,6;11,61
8;3,709e+004;1,199e+005;331,7;494,7;163,0;165,0;462,6;141,2;0,9781;74,88;140,3;138,9;3,769;361,4;73,50;0,4188;1,262e+005;1,099e+004;-8584;1,080e+004;-7621;1,108;97,67;451,3;168,5;11,58
9;4,061e+004;1,201e+005;330,4;501,9;171,5;172,8;496,6;140,1;0,7182;73,78;139,3;137,4;2,421;363,6;67,60;0,4160;1,143e+005;1,088e+004;-8933;9751;-7977;0,9371;94,15;488,8;175,7;11,21
10;4,194e+004;1,227e+005;337,6;507,9;170,3;173,2;500,5;139,2;2,134;73,60;137,1;137,2;2,134;363,6;69,00;0,4065;3,929e+004;1,090e+004;-8885;1,071e+004;-8114;2,346;97,98;489,2;170,9;11,51
