;SW (mmHg*킠);CO (킠/min);SV (킠);Vmax (킠);Vmin (킠);Ves (킠);Ved (킠);Pmax (mmHg);Pmin (mmHg);Pmean (mmHg);Pdev (mmHg);Pes (mmHg);Ped (mmHg);HR (bpm);EF (%);Ea (mmHg/킠);PowMax (mmHg*킠/s);dP/dt max (mmHg/s);dP/dt min (mmHg/s);dV/dt max (킠/s);dV/dt min (킠/s);P@dV/dt max (mmHg);P@dP/dt max (mmHg);V@dP/dt max (킠);V@dP/dt min (킠);Tau (ms)
1;5,726e+004;1,639e+005;442,5;598,3;155,8;157,3;592,3;154,6;2,264;82,84;152,3;152,0;2,264;370,4;79,33;0,3435;1,284e+005;1,179e+004;-8933;1,262e+004;-1,145e+004;3,434;98,91;557,8;161,1;12,01
2;3,463e+004;1,533e+005;401,2;563,4;162,2;163,5;440,1;153,5;0,06840;84,97;153,4;150,9;4,549;382,2;90,79;0,3761;4,442e+005;1,179e+004;-8598;1,355e+004;-1,121e+004;0,1163;107,8;441,9;173,5;11,56
3;5,677e+004;1,547e+005;417,7;582,7;164,9;168,0;567,5;153,4;0,8071;81,61;152,6;149,9;0,8071;370,4;73,70;0,3589;6,442e+004;1,175e+004;-9138;1,351e+004;-1,019e+004;3,570;109,2;566,7;166,1;11,93
4;3,939e+004;1,413e+005;367,4;521,6;154,2;155,6;462,3;154,4;0,7592;85,94;153,6;151,5;4,911;384,6;83,97;0,4123;3,957e+005;1,186e+004;-8892;1,606e+004;-1,059e+004;0,9234;110,0;437,5;158,3;11,61
5;4,777e+004;1,533e+005;413,9;595,8;181,9;183,7;528,2;151,8;0,3010;80,75;151,5;149,2;1,135;370,4;74,79;0,3604;2,721e+005;1,181e+004;-8694;1,344e+004;-1,168e+004;0,3488;104,0;553,4;187,9;11,30
6;5,998e+004;1,681e+005;448,1;602,8;154,7;157,2;598,6;152,6;1,977;82,15;150,6;150,0;1,977;375,0;76,87;0,3347;1,087e+005;1,182e+004;-9056;1,233e+004;-1,158e+004;3,413;107,1;583,0;157,3;11,87
7;3,749e+004;1,124e+005;294,1;453,5;159,4;161,8;437,6;153,6;2,305;85,28;151,3;150,1;4,569;382,2;68,11;0,5103;5,585e+005;1,187e+004;-9111;1,388e+004;-1,107e+004;2,449;105,1;431,8;162,3;12,01
8;4,132e+004;1,513e+005;408,5;580,2;171,7;174,0;459,4;152,0;0,9781;81,26;151,0;149,7;2,469;370,4;80,38;0,3665;3,365e+005;1,175e+004;-8605;1,311e+004;-1,197e+004;1,033;100,1;508,2;180,2;11,58
9;5,789e+004;1,637e+005;433,8;589,4;155,5;158,5;583,6;152,6;2,702;82,53;149,9;149,3;2,702;377,4;76,73;0,3441;7,722e+004;1,181e+004;-8974;1,239e+004;-1,160e+004;3,413;102,6;565,4;156,6;11,83
10;3,028e+004;1,471e+005;389,8;556,7;166,9;168,8;419,7;151,7;0,2120;82,35;151,5;149,9;4,378;377,4;95,96;0,3846;5,929e+005;1,178e+004;-8618;1,367e+004;-9326;0,2531;102,1;406,2;173,8;11,30
11;5,358e+004;1,563e+005;414,3;587,0;172,7;175,2;561,2;149,8;1,088;80,41;148,7;147,4;1,088;377,4;71,37;0,3557;2,070e+005;1,172e+004;-8960;1,327e+004;-1,183e+004;2,216;103,7;580,5;177,3;11,18
12;5,331e+004;1,550e+005;413,5;573,2;159,7;163,7;569,9;152,1;3,276;82,41;148,8;149,3;3,871;375,0;77,22;0,3612;7,082e+004;1,175e+004;-9131;1,310e+004;-1,163e+004;3,379;100,7;535,4;161,0;11,84
13;3,482e+004;1,501e+005;397,7;560,4;162,7;164,3;435,3;152,4;0,8071;82,87;151,6;149,9;4,282;377,4;93,10;0,3770;5,500e+005;1,183e+004;-8885;1,474e+004;-1,110e+004;0,8071;110,7;427,1;167,8;11,54
