	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	3,564e+004	1,411e+005	355,1	519,2	164,1	166,4	516,7	142,0	0,5060	73,84	141,5	137,7	4,349	397,4	83,63	0,3877	2,202e+005	9218	-5300	1,050e+004	-7672	1,429	97,89	424,6	173,3	5,486e+004	1,922e+004	0,6497	10,96
2	3,423e+004	1,439e+005	362,2	520,4	158,2	161,0	520,4	139,7	0,03419	71,05	139,6	135,8	3,262	397,4	88,96	0,3749	2,439e+005	9101	-5409	9943	-9135	0,8137	100,1	407,2	167,8	5,302e+004	1,879e+004	0,6456	10,76
3	3,256e+004	1,453e+005	363,3	514,1	150,8	153,1	503,6	137,5	-0,6496	68,08	138,1	133,1	2,284	400,0	93,18	0,3663	2,475e+005	8917	-5655	1,031e+004	-8381	-0,04786	100,2	389,9	155,0	5,046e+004	1,790e+004	0,6452	11,71
4	3,410e+004	1,489e+005	374,6	513,8	139,2	140,3	513,8	134,7	-1,306	63,54	136,0	128,0	1,094	397,4	94,18	0,3416	2,055e+005	8650	-6086	8958	-8881	-0,3077	87,42	397,8	141,9	5,030e+004	1,620e+004	0,6780	11,41
5	3,301e+004	1,528e+005	384,7	504,3	119,6	122,0	504,3	131,1	-1,915	59,23	133,0	123,5	0,1641	397,4	106,1	0,3209	1,562e+005	8281	-6325	9082	-9859	-1,320	89,09	362,5	120,3	4,584e+004	1,283e+004	0,7201	11,18
6	3,215e+004	1,521e+005	382,7	484,5	101,8	103,6	484,5	126,8	-2,496	54,66	129,3	116,7	-0,5402	397,4	112,6	0,3049	1,209e+005	7809	-6353	9134	-9416	-1,552	87,61	339,8	102,6	4,224e+004	1,010e+004	0,7610	10,70
7	2,937e+004	1,472e+005	373,0	461,3	88,30	90,84	461,3	121,8	-2,886	50,04	124,7	113,0	-1,231	394,7	124,1	0,3031	7,835e+004	7262	-6147	6694	-1,072e+004	-2,886	84,98	300,5	89,05	3,731e+004	7939	0,7872	10,39
8	2,123e+004	1,178e+005	296,5	377,7	81,17	82,61	377,7	116,7	-3,043	46,53	119,7	108,3	-1,374	397,4	121,9	0,3652	6,603e+004	6708	-5840	6106	-8095	-3,022	81,06	243,3	82,92	2,813e+004	6901	0,7547	10,29
9	1,676e+004	1,036e+005	262,5	335,9	73,47	76,10	335,9	111,5	-3,057	42,77	114,6	104,3	-1,621	394,7	134,3	0,3974	5,098e+004	6100	-5758	5750	-8005	-2,448	82,56	195,4	74,06	2,233e+004	5577	0,7503	10,03
10	1,354e+004	9,164e+004	230,6	298,8	68,17	70,24	298,8	106,4	-3,221	40,10	109,7	100,3	-1,552	397,4	138,7	0,4348	3,893e+004	5580	-5580	6637	-7260	-2,694	77,84	166,3	68,98	1,837e+004	4830	0,7371	9,872
11	1,226e+004	9,137e+004	231,5	296,3	64,88	67,39	291,8	102,1	-3,426	37,44	105,5	97,01	-1,874	394,7	144,3	0,4191	4,330e+004	5156	-5368	6906	-7326	-2,824	68,16	160,4	65,57	1,676e+004	4507	0,7311	9,932
12	1,144e+004	9,331e+004	234,8	297,5	62,67	63,86	293,9	97,65	-3,515	35,48	101,2	92,18	-1,997	397,4	161,5	0,3925	3,167e+004	4752	-5074	6267	-7928	-3,275	69,47	145,4	64,37	1,570e+004	4256	0,7289	9,984
13	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	2,552e+004	1,274e+005	321,0	427,0	106,0	108,1	425,2	122,3	-2,081	53,56	124,4	115,8	0,08035	396,9	117,0	0,3674	1,253e+005	7295	-5741	8024	-8556	-1,511	85,53	294,4	108,8	3,628e+004	1,075e+004	0,7157	10,60
Min	1,144e+004	9,137e+004	230,6	296,3	62,67	63,86	291,8	97,65	-3,515	35,48	101,2	92,18	-1,997	394,7	83,63	0,3031	3,167e+004	4752	-6353	5750	-1,072e+004	-3,275	68,16	145,4	64,37	1,570e+004	4256	0,6452	9,872
Max	3,564e+004	1,528e+005	384,7	520,4	164,1	166,4	520,4	142,0	0,5060	73,84	141,5	137,7	4,349	400,0	161,5	0,4348	2,475e+005	9218	-5074	1,050e+004	-7260	1,429	100,2	424,6	173,3	5,486e+004	1,922e+004	0,7872	11,71
Count	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
