	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	3,349e+004	9,851e+004	282,4	370,3	87,87	91,27	347,1	136,8	0,4787	55,59	136,3	112,3	5,246	348,8	78,74	0,3977	1,558e+005	1,356e+004	-8323	4878	-6581	3,385	93,60	358,6	88,04	4,193e+004	8445	0,7986	9,088
2	3,459e+004	9,685e+004	279,3	381,0	101,8	106,1	371,8	138,1	0,4650	56,47	137,6	116,1	5,177	346,8	73,46	0,4157	1,027e+005	1,373e+004	-9486	3788	-6682	3,050	85,18	380,2	101,9	4,487e+004	1,028e+004	0,7709	8,989
3	3,252e+004	9,202e+004	266,9	370,3	103,4	107,1	349,2	138,1	0,2941	55,13	137,8	117,0	5,040	344,8	72,30	0,4385	1,252e+005	1,377e+004	-9021	3743	-6967	2,346	85,48	369,1	104,5	4,331e+004	1,079e+004	0,7509	9,340
4	2,975e+004	8,664e+004	249,8	340,2	90,43	94,81	320,7	136,6	-0,01368	53,03	136,6	114,6	4,849	346,8	74,44	0,4589	1,308e+005	1,353e+004	-8303	3312	-7448	0,01368	92,02	335,6	90,77	3,877e+004	9020	0,7674	9,378
5	2,940e+004	8,591e+004	247,7	325,9	78,18	80,79	306,8	134,3	-0,3214	50,47	134,6	107,9	4,185	346,8	77,13	0,4355	1,271e+005	1,330e+004	-7530	3770	-6926	-0,3146	83,73	321,1	78,41	3,654e+004	7135	0,8047	9,448
6	2,867e+004	8,645e+004	249,3	315,1	65,84	67,57	283,9	131,9	-0,5540	48,12	132,5	103,7	3,768	346,8	80,67	0,4159	1,879e+005	1,287e+004	-6832	4224	-7097	-0,5061	79,92	309,0	66,36	3,432e+004	5656	0,8352	9,671
7	2,748e+004	8,306e+004	238,1	293,5	55,41	57,67	274,1	129,4	-0,9164	46,10	130,3	100,7	3,515	348,8	82,22	0,4229	1,299e+005	1,249e+004	-6483	4878	-6799	-0,8412	82,13	289,6	55,54	3,171e+004	4229	0,8666	9,563
8	2,543e+004	7,685e+004	220,3	268,9	48,55	49,72	250,6	126,6	-1,245	43,67	127,9	95,32	2,845	348,8	82,08	0,4327	6,644e+004	1,202e+004	-6018	5230	-6367	-1,224	73,93	268,4	48,71	2,872e+004	3286	0,8856	9,587
9	2,016e+004	6,404e+004	183,6	223,9	40,31	41,66	200,5	123,3	-1,552	41,07	124,8	91,62	2,530	348,8	83,04	0,4991	1,143e+005	1,156e+004	-6046	4741	-6116	-1,416	72,94	221,1	40,38	2,267e+004	2509	0,8893	9,358
10	1,694e+004	5,533e+004	157,7	194,1	36,47	37,16	173,9	119,4	-1,785	38,75	121,2	86,60	2,236	350,9	81,57	0,5492	7,982e+004	1,096e+004	-5943	4478	-5430	-1,648	72,03	193,3	36,55	1,906e+004	2115	0,8890	9,101
11	1,433e+004	4,897e+004	139,6	171,4	31,79	32,19	150,0	114,9	-2,072	36,07	117,0	81,92	1,518	350,9	82,05	0,5870	7,468e+004	1,013e+004	-5868	3702	-5077	-1,970	63,54	170,1	32,25	1,612e+004	1787	0,8891	8,789
12	1,139e+004	4,064e+004	115,8	144,2	28,40	28,95	129,6	110,0	-2,284	33,66	112,2	77,64	1,046	350,9	80,71	0,6704	4,904e+004	9431	-5642	3231	-4416	-2,216	65,70	143,5	29,05	1,292e+004	1528	0,8817	8,556
13	9749	3,614e+004	103,0	128,5	25,49	26,06	118,4	105,5	-2,503	31,58	108,0	74,59	0,6702	350,9	81,03	0,7241	3,284e+004	8863	-5314	2792	-4058	-2,469	43,69	127,1	26,81	1,113e+004	1380	0,8760	8,309
14	7819	3,004e+004	85,61	109,5	23,86	24,27	105,9	100,9	-2,619	29,83	103,5	70,05	0,2530	350,9	78,81	0,8183	1,767e+004	8515	-5266	2520	-3423	-2,613	39,08	108,6	25,13	9053	1234	0,8637	8,281
15	6588	2,644e+004	75,35	98,66	23,31	23,76	96,83	97,18	-2,729	28,42	99,90	68,51	0,1163	350,9	76,65	0,9093	2,263e+004	8132	-5122	2271	-3238	-2,722	45,27	98,29	25,68	7873	1285	0,8368	7,876
16	5534	2,342e+004	66,76	89,18	22,42	22,98	87,09	93,76	-2,995	27,20	96,76	66,09	-0,06155	350,9	76,19	0,9899	2,131e+004	7844	-4910	1756	-2896	-2,995	42,21	87,63	24,11	6745	1211	0,8205	7,869
17	4368	1,960e+004	56,18	78,34	22,16	22,74	78,34	89,91	-3,071	25,87	92,98	64,13	-0,3898	348,8	75,00	1,141	2,415e+004	7523	-4760	1914	-2482	-3,050	36,43	74,91	24,24	5556	1188	0,7861	7,991
18	3486	1,748e+004	49,81	71,05	21,24	21,50	69,11	87,23	-3,201	25,29	90,43	63,16	-0,5129	350,9	73,83	1,268	3,855e+004	7523	-4582	1444	-2045	-3,146	38,27	67,47	25,88	4843	1356	0,7200	7,910
19	2620	1,575e+004	44,90	67,92	23,02	23,41	59,17	83,58	-3,146	24,32	86,73	60,03	-0,6360	350,9	75,12	1,337	6,730e+004	7181	-4343	1494	-1872	-3,050	37,61	59,77	26,28	4031	1411	0,6500	7,964
20	2612	1,493e+004	42,79	65,68	22,89	23,31	61,90	82,11	-3,221	23,70	85,33	59,95	-0,6976	348,8	72,64	1,401	5,908e+004	6914	-4268	1466	-1790	-3,221	34,19	58,91	25,84	3992	1381	0,6542	7,786
21	2335	1,473e+004	41,98	63,55	21,56	21,93	57,23	79,18	-3,433	23,05	82,62	57,41	-0,6907	350,9	74,75	1,367	6,017e+004	6695	-4158	1248	-1688	-3,365	34,95	56,17	24,70	3681	1345	0,6345	7,760
22	1920	1,332e+004	38,19	61,18	22,99	23,59	52,17	76,34	-3,474	22,24	79,82	55,35	-1,053	348,8	73,96	1,449	6,932e+004	6367	-3932	1122	-1572	61,67	33,95	51,64	24,57	3284	1364	0,5848	7,927
23	1625	1,260e+004	36,11	58,91	22,80	23,52	49,03	73,49	-3,467	21,57	76,96	57,09	-1,005	348,8	73,18	1,581	6,054e+004	6018	-3707	1048	-1774	55,72	32,62	49,35	26,08	3119	1494	0,5210	8,020
24	1428	1,192e+004	34,16	54,73	20,57	21,14	44,33	71,73	-3,406	21,14	75,13	54,55	-0,8207	348,8	74,69	1,597	5,714e+004	5916	-3700	1000	-1701	53,33	36,08	45,74	23,22	2762	1334	0,5171	8,220

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	1,476e+004	4,798e+004	137,7	181,1	43,37	44,72	168,2	107,5	-1,949	35,93	109,5	81,51	1,547	349,2	77,26	0,8461	7,810e+004	9785	-5815	2919	-4352	5,948	58,52	176,9	44,79	1,821e+004	3448	0,7706	8,616
Min	1428	1,192e+004	34,16	54,73	20,57	21,14	44,33	71,73	-3,474	21,14	75,13	54,55	-1,053	344,8	72,30	0,3977	1,767e+004	5916	-9486	1000	-7448	-3,365	32,62	45,74	23,22	2762	1188	0,5171	7,760
Max	3,459e+004	9,851e+004	282,4	381,0	103,4	107,1	371,8	138,1	0,4787	56,47	137,8	117,0	5,246	350,9	83,04	1,597	1,879e+005	1,377e+004	-3700	5230	-1572	61,67	93,60	380,2	104,5	4,487e+004	1,079e+004	0,8893	9,671
Count	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24	24
