	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3	2,561e+004	7,601e+004	238,1	597,1	358,9	365,0	545,5	126,5	1,074	69,72	125,4	124,8	4,467	319,1	41,13	0,5242	6,082e+004	7354	-5788	6738	-5963	1,991	84,40	579,1	360,2	4,237e+004	1,675e+004	0,6045	15,34
4	2,503e+004	7,487e+004	233,4	572,0	338,6	355,1	545,2	124,3	0,1779	66,83	124,1	123,6	3,749	320,9	42,13	0,5297	3,554e+004	7307	-6431	6971	-5821	0,3215	83,82	553,9	342,8	3,934e+004	1,431e+004	0,6363	14,51
5	2,510e+004	7,667e+004	239,0	563,0	324,0	345,2	518,1	120,5	-0,4994	62,33	121,0	119,2	2,360	320,9	43,56	0,4988	4,466e+004	7094	-6492	5343	-7331	-0,3968	80,13	548,5	331,7	3,764e+004	1,254e+004	0,6668	14,16
6	2,235e+004	7,075e+004	219,3	537,6	318,2	331,3	498,3	116,8	-1,074	58,42	117,9	114,8	1,368	322,6	42,83	0,5233	2,654e+004	6903	-7033	4991	-6362	-0,4515	79,14	512,1	320,8	3,383e+004	1,148e+004	0,6607	13,74
7	2,012e+004	6,440e+004	201,8	505,5	303,7	321,2	470,6	111,7	-1,833	53,19	113,5	110,7	0,2942	319,1	41,69	0,5485	1,978e+004	6472	-7245	4017	-4323	-1,361	78,01	484,0	309,0	3,013e+004	1,001e+004	0,6678	13,35
8	1,870e+004	6,242e+004	194,5	486,3	291,7	311,9	445,1	107,1	-2,292	49,63	109,4	105,9	-0,4378	320,9	41,87	0,5443	2,923e+004	6212	-7245	3829	-4650	-1,272	76,29	464,5	295,8	2,756e+004	8865	0,6783	13,02
9	1,634e+004	5,850e+004	183,3	461,8	278,5	294,6	417,0	102,9	-2,668	45,67	105,6	98,74	-1,026	319,1	42,18	0,5387	3,126e+004	5699	-6691	3980	-4623	-2,066	73,33	434,5	281,0	2,435e+004	8001	0,6713	12,71
10	1,428e+004	5,070e+004	157,2	431,6	274,4	286,3	405,9	99,21	-3,127	43,17	102,3	95,75	-1,409	322,6	38,08	0,6092	1,454e+004	5309	-6458	3366	-2911	-2,264	72,24	412,7	275,4	2,152e+004	7246	0,6634	12,43
11	1,260e+004	4,947e+004	154,2	420,6	266,4	283,5	361,7	94,69	-3,421	39,69	98,11	90,44	-2,169	320,9	39,44	0,5866	2,925e+004	4693	-5931	4757	-4072	-0,3968	71,91	390,9	269,5	1,951e+004	6904	0,6461	12,51
12	1,116e+004	4,754e+004	148,2	401,1	253,0	273,3	343,2	90,87	-3,065	37,53	93,93	86,28	-2,347	320,9	40,14	0,5823	3,471e+004	4324	-6075	4795	-4008	0,1710	63,24	369,1	255,8	1,701e+004	5855	0,6559	12,46
