	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	1,825e+004	7,560e+004	260,8	308,6	47,79	47,94	259,8	85,99	0,8073	35,55	85,18	73,45	5,206	289,9	85,19	0,2816	1,202e+005	5412	-3838	4310	-6461	20,93	50,28	306,1	59,36	2,006e+004	1802	0,9102	12,58
2	1,852e+004	7,425e+004	261,1	308,5	47,41	47,97	247,9	85,50	0,7183	34,18	84,78	72,73	3,633	284,4	85,15	0,2785	1,388e+005	5343	-4235	5155	-6432	22,18	46,39	306,7	56,56	1,992e+004	1401	0,9297	12,29
3	1,843e+004	7,337e+004	259,3	303,9	44,64	44,87	236,1	84,89	0,6089	33,08	84,28	71,57	3,428	283,0	85,83	0,2761	1,265e+005	5302	-4358	5070	-6602	17,35	50,53	302,1	52,37	1,961e+004	1186	0,9395	12,25
4	1,831e+004	7,447e+004	263,1	304,0	40,87	41,06	228,8	83,33	0,5063	31,73	82,82	68,67	3,243	283,0	87,36	0,2610	1,427e+005	5117	-4262	5742	-6589	15,13	46,69	301,2	48,65	1,939e+004	1071	0,9448	12,24
5	1,747e+004	7,174e+004	252,3	291,9	39,59	40,23	222,1	81,28	0,3215	30,31	80,95	66,35	2,962	284,4	87,54	0,2630	1,170e+005	4974	-3872	4944	-7079	14,20	44,63	288,2	44,77	1,821e+004	738,9	0,9594	12,05
6	1,662e+004	7,080e+004	250,2	287,9	37,71	38,04	205,5	78,32	0,2052	28,38	78,11	63,32	2,490	283,0	87,57	0,2531	1,317e+005	4632	-3612	6024	-6652	11,36	43,35	285,7	43,95	1,727e+004	651,4	0,9623	11,74
7	1,586e+004	7,055e+004	248,1	283,4	35,27	35,98	208,0	75,47	-0,02052	26,89	75,49	60,37	2,196	284,4	88,81	0,2433	1,358e+005	4324	-3612	5349	-6544	20,51	41,01	279,4	41,53	1,638e+004	518,7	0,9683	11,51
8	1,472e+004	6,626e+004	235,2	267,1	31,92	32,49	204,7	72,24	-0,1505	25,01	72,40	57,04	1,792	281,7	88,80	0,2425	9,177e+004	4043	-3222	4518	-6583	13,03	35,23	264,9	37,13	1,512e+004	398,3	0,9737	11,17
9	1,369e+004	6,483e+004	229,1	258,9	29,86	30,16	201,0	69,26	-0,3010	23,66	69,56	54,48	1,683	283,0	88,47	0,2378	8,488e+004	3749	-3092	4546	-6206	14,51	39,81	258,9	36,39	1,407e+004	377,6	0,9732	10,91
10	1,248e+004	6,154e+004	217,4	246,2	28,78	29,29	199,3	65,82	-0,4857	22,14	66,31	51,75	1,519	283,0	88,73	0,2380	5,751e+004	3496	-2805	3841	-6136	-0,4036	29,67	245,0	35,37	1,281e+004	333,3	0,9740	10,78
