	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	2,167e+004	6,366e+004	296,0	517,7	221,7	238,4	450,7	96,45	3,263	45,88	93,19	90,12	7,580	215,1	62,62	0,3044	3,056e+005	4447	-3339	4403	-5013	69,40	48,55	472,8	221,9	3,227e+004	1,061e+004	0,6714	20,97
2	1,615e+004	5,715e+004	266,7	495,5	228,8	247,6	399,8	92,99	2,340	42,84	90,65	88,28	6,267	214,3	63,59	0,3310	5,031e+005	4331	-3304	7259	-4539	68,73	53,66	419,4	229,1	2,730e+004	1,116e+004	0,5913	20,39
3	1,715e+004	5,853e+004	273,1	478,8	205,7	219,8	377,3	92,29	1,922	41,68	90,37	86,83	5,480	214,3	66,43	0,3179	4,364e+005	4440	-3332	6218	-4418	70,18	49,43	411,1	205,8	2,634e+004	9198	0,6508	20,10
4	1,354e+004	5,059e+004	236,9	435,4	198,4	207,6	343,9	85,71	0,9578	37,02	84,75	80,69	4,119	213,5	64,97	0,3406	4,530e+005	4173	-3202	6733	-3952	66,92	47,47	364,6	198,6	2,195e+004	8418	0,6166	19,39
5	1,400e+004	4,901e+004	228,7	400,3	171,6	178,4	327,1	83,17	0,6020	35,12	82,57	78,68	3,434	214,3	65,09	0,3440	3,554e+005	4160	-3147	5366	-3655	66,22	48,31	351,4	171,6	2,018e+004	6178	0,6938	19,39
6	1,170e+004	4,164e+004	192,9	358,3	165,4	169,1	310,7	75,63	0,02052	31,09	75,61	72,54	2,408	215,8	57,22	0,3760	1,720e+005	3708	-2942	2734	-3767	62,90	44,48	337,2	166,5	1,753e+004	5823	0,6677	19,17
7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
8	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11	7357	3,013e+004	137,1	258,7	121,6	126,3	239,4	62,06	-0,5884	24,47	62,65	58,25	1,088	219,8	53,02	0,4249	2,740e+004	2935	-2059	1395	-2745	6,506	32,61	258,5	123,0	1,044e+004	3084	0,7046	19,91
12	5047	2,308e+004	106,2	237,1	130,9	137,6	218,6	56,35	-1,115	20,56	57,46	51,79	0,4721	217,4	44,88	0,4878	2,379e+004	2340	-1984	1107	-1759	5,986	32,02	236,6	131,4	8505	3458	0,5934	18,39
13	5139	2,263e+004	103,4	226,5	123,2	125,4	206,9	57,15	-0,8141	21,49	57,97	52,34	0,4515	219,0	45,80	0,5064	1,211e+004	2579	-1916	1306	-1823	5,254	29,92	225,6	124,6	7931	2792	0,6480	19,18
14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
15	4300	2,252e+004	103,6	209,4	105,8	106,6	195,7	53,32	-0,8210	19,64	54,14	47,96	0,2942	217,4	49,50	0,4630	2,955e+004	2340	-1704	1198	-2077	21,09	26,56	209,2	112,9	6742	2442	0,6378	19,18
16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	1,160e+004	4,189e+004	194,5	361,8	167,3	175,7	307,0	75,51	0,5767	31,98	74,93	70,75	3,159	216,1	57,31	0,3896	2,318e+005	3545	-2693	3772	-3375	44,32	41,30	328,7	168,5	1,792e+004	6316	0,6475	19,61
Min	4300	2,252e+004	103,4	209,4	105,8	106,6	195,7	53,32	-1,115	19,64	54,14	47,96	0,2942	213,5	44,88	0,3044	1,211e+004	2340	-3339	1107	-5013	5,254	26,56	209,2	112,9	6742	2442	0,5913	18,39
Max	2,167e+004	6,366e+004	296,0	517,7	228,8	247,6	450,7	96,45	3,263	45,88	93,19	90,12	7,580	219,8	66,43	0,5064	5,031e+005	4447	-1704	7259	-1759	70,18	53,66	472,8	229,1	3,227e+004	1,116e+004	0,7046	20,97
Count	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
