	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	2,662e+004	8,156e+004	218,9	342,4	123,6	129,0	315,1	150,8	12,34	83,21	138,5	145,8	15,08	372,7	66,21	0,6662	2,362e+005	1,035e+004	-1,153e+004	9475	-4528	12,41	114,6	330,5	124,4	14,33
2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
6	2,851e+004	8,101e+004	218,7	343,3	124,6	135,4	326,8	152,5	12,76	84,50	139,7	150,8	15,27	370,4	63,95	0,6893	1,053e+005	1,042e+004	-1,168e+004	8257	-4569	12,76	115,7	342,0	129,4	14,58
7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
8	2,530e+004	7,691e+004	206,4	331,0	124,7	132,3	307,0	153,9	13,15	86,09	140,7	148,0	14,87	372,7	65,63	0,7172	3,456e+005	1,045e+004	-1,159e+004	9358	-4583	13,18	112,0	314,4	125,7	14,97
9	2,787e+004	8,076e+004	218,1	355,2	137,2	143,2	333,5	152,7	10,93	84,55	141,8	148,1	14,73	370,4	62,13	0,6790	1,986e+005	1,055e+004	-1,023e+004	5347	-5793	10,93	111,6	351,0	137,3	15,06
10	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
11	2,839e+004	7,909e+004	214,9	349,9	135,0	144,8	318,4	153,1	10,84	84,72	142,3	146,8	15,77	368,1	61,43	0,6833	7,847e+004	1,043e+004	-1,045e+004	5956	-4809	11,75	110,6	349,8	136,3	14,66
12	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
13	2,767e+004	7,963e+004	216,3	350,8	134,5	139,5	332,3	154,5	11,45	85,95	143,0	147,9	15,98	368,1	62,12	0,6835	2,128e+005	1,056e+004	-1,041e+004	5270	-5314	11,47	115,7	348,3	134,5	14,87
14	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
15	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
16	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
17	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
18	2,706e+004	7,639e+004	207,5	343,1	135,6	142,0	326,9	155,5	11,44	86,82	144,1	150,4	16,25	368,1	61,45	0,7247	1,820e+005	1,054e+004	-1,033e+004	6417	-4824	11,45	109,7	337,7	135,8	15,12
19	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
20	2,754e+004	7,764e+004	208,3	342,3	134,0	142,3	316,7	155,5	11,50	87,28	144,0	152,7	16,23	372,7	61,40	0,7329	1,540e+005	1,056e+004	-1,100e+004	6267	-4505	11,50	114,2	339,3	136,1	14,53
21	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
22	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
