	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	2,822e+004	8,744e+004	260,9	481,1	220,3	318,0	408,6	152,3	3,659	81,85	148,7	149,6	7,134	335,2	57,46	0,5735	3,504e+005	8590	-5519	4630	-6195	7,298	95,49	454,0	270,2	17,11
2	3,353e+004	1,062e+005	316,9	514,9	198,0	301,5	424,8	155,6	5,547	84,22	150,1	142,6	7,544	335,2	68,27	0,4499	7,140e+005	8741	-5971	7832	-7307	6,381	102,2	464,2	268,4	16,90
3	2,844e+004	1,022e+005	306,5	542,1	235,5	299,9	396,5	154,3	3,290	83,02	151,1	144,3	8,474	333,3	67,54	0,4706	1,298e+006	8666	-5608	9672	-8068	134,3	100,1	453,9	265,2	17,19
4	2,754e+004	8,262e+004	246,5	462,0	215,5	316,4	405,4	154,7	5,355	83,26	149,3	153,4	6,279	335,2	55,50	0,6226	3,378e+005	8741	-5711	5247	-6390	6,593	92,88	444,1	272,1	17,45
5	2,851e+004	1,015e+005	304,6	512,1	207,5	298,6	395,6	155,4	3,967	83,10	151,4	142,2	8,139	333,3	71,31	0,4669	1,138e+006	8679	-5909	8487	-6599	134,1	98,02	427,1	266,2	16,51
6	2,756e+004	8,965e+004	267,5	488,9	221,4	295,3	403,6	153,7	3,611	82,26	150,1	146,5	6,757	335,2	61,18	0,5476	6,581e+005	8679	-5519	4957	-5808	132,7	94,31	437,2	257,9	16,98
7	2,976e+004	9,161e+004	274,8	472,4	197,5	326,9	388,9	154,3	5,499	81,72	148,8	152,9	6,778	333,3	61,83	0,5564	4,680e+005	8645	-6128	7870	-7690	6,258	95,09	444,5	265,9	16,39
8	2,813e+004	1,012e+005	301,9	527,9	226,0	310,9	407,4	154,7	3,775	82,78	150,9	146,6	8,399	335,2	67,72	0,4857	1,104e+006	8679	-5868	8265	-8165	133,5	95,62	445,8	272,8	16,38
9	2,667e+004	8,193e+004	244,4	468,5	224,1	305,3	401,3	152,4	3,892	80,65	148,5	144,9	6,238	335,2	55,57	0,5929	4,241e+005	8611	-5684	4098	-5327	5,629	97,97	439,9	267,1	16,49
10	3,028e+004	1,021e+005	304,6	499,1	194,6	323,1	403,3	154,2	5,273	81,72	148,9	153,6	7,072	335,2	68,58	0,5042	7,233e+005	8645	-6265	8265	-8096	6,231	96,01	444,1	266,9	16,04
