	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
12	1,380e+004	5,104e+004	264,5	392,5	127,9	130,9	333,9	19,13	-39,94	-18,40	59,07	16,27	-37,28	192,9	68,18	0,06149	4712	2492	-1977	3958	-5850	-33,27	-5,781	388,0	133,6	 
13	1,482e+004	5,497e+004	284,0	419,5	135,4	139,7	393,5	19,54	-38,73	-17,22	58,27	17,11	-36,88	193,5	67,86	0,06024	8541	2602	-1992	2039	-6387	-38,71	-4,484	418,5	144,3	 
14	1,353e+004	5,271e+004	274,1	401,2	127,1	130,5	333,6	19,08	-39,91	-18,62	58,99	16,07	-37,06	192,3	71,23	0,05863	6701	2523	-1945	3269	-5765	-30,70	-4,055	384,8	135,3	 
15	1,497e+004	5,518e+004	286,0	420,2	134,1	140,1	403,9	19,71	-38,35	-17,09	58,06	17,55	-37,30	192,9	69,59	0,06135	1,757e+004	2664	-1953	2369	-6870	-37,30	-5,383	411,0	141,7	1,300
16	1,313e+004	4,965e+004	258,2	385,0	126,8	131,4	327,0	18,75	-39,76	-18,77	58,51	15,55	-36,80	192,3	67,99	0,06025	5752	2453	-1906	3175	-5422	-31,62	-4,336	379,8	133,9	 
17	1,475e+004	5,350e+004	280,0	411,4	131,4	136,4	387,9	19,52	-38,61	-17,41	58,13	17,38	-37,67	191,1	68,72	0,06205	9942	2633	-2047	2872	-6749	-37,67	-6,461	407,4	140,0	1,227
18	1,263e+004	4,801e+004	250,4	378,9	128,5	133,3	314,3	18,27	-39,63	-18,99	57,90	14,96	-36,34	191,7	66,22	0,05974	6995	2430	-1867	3475	-5828	-30,16	-6,719	378,2	137,1	 
19	1,431e+004	5,250e+004	274,7	403,0	128,2	134,2	375,4	19,24	-38,96	-17,72	58,20	16,88	-37,55	191,1	69,16	0,06142	1,072e+004	2586	-1992	2900	-6155	-38,70	-7,289	397,3	136,6	1,016
20	1,281e+004	4,813e+004	250,3	382,2	131,9	135,2	333,5	18,25	-39,48	-18,70	57,73	15,05	-36,02	192,3	65,75	0,06012	7596	2375	-1875	2722	-5520	-24,89	-8,586	380,7	138,4	 
21	1,420e+004	5,250e+004	274,7	401,4	126,6	131,4	355,3	18,93	-39,29	-18,07	58,22	16,59	-37,52	191,1	68,50	0,06037	7387	2547	-1992	2785	-5859	-33,30	-9,352	401,1	135,2	 
22	1,331e+004	5,062e+004	261,5	395,5	134,0	140,0	348,4	18,75	-39,30	-18,19	58,05	15,76	-36,05	193,5	66,80	0,06026	6815	2492	-1875	2689	-5275	-37,88	-6,953	391,5	141,6	 
23	1,359e+004	4,965e+004	259,0	388,0	129,0	131,5	343,0	18,98	-39,68	-18,32	58,66	16,29	-37,42	191,7	67,07	0,06289	5538	2539	-1977	3183	-5874	-33,69	-4,391	386,2	135,3	 
24	1,392e+004	5,184e+004	268,7	404,0	135,3	139,8	369,0	19,23	-39,07	-17,71	58,30	16,59	-36,43	192,9	66,54	0,06172	7608	2516	-1875	2123	-5288	-37,89	-6,844	403,8	144,0	 
25	1,353e+004	4,970e+004	258,4	386,8	128,3	131,2	336,5	19,13	-39,91	-18,41	59,04	16,52	-37,23	192,3	67,89	0,06391	5717	2500	-1961	3360	-5781	-37,34	-7,500	380,7	133,4	 
26	1,468e+004	5,425e+004	281,2	417,3	136,1	141,1	387,2	19,57	-38,79	-17,28	58,36	17,33	-36,76	192,9	67,46	0,06162	8343	2555	-1906	2266	-5722	-30,49	-5,570	416,8	145,2	1,232
27	1,343e+004	5,187e+004	270,6	398,6	128,0	133,0	335,1	19,13	-39,94	-18,60	59,07	16,38	-37,12	191,7	71,13	0,06054	5340	2477	-1953	3565	-5471	-37,79	-8,453	380,4	134,1	 
28	1,515e+004	5,536e+004	287,9	423,3	135,4	138,8	399,4	19,73	-38,38	-17,09	58,10	17,73	-37,17	192,3	68,10	0,06157	7411	2609	-1961	2261	-6850	-36,92	-5,117	422,7	143,6	1,440
29	1,333e+004	4,975e+004	258,7	386,1	127,4	132,8	336,2	18,84	-39,82	-18,72	58,66	15,77	-36,66	192,3	67,57	0,06094	7502	2500	-1883	3271	-5080	-38,19	-5,555	382,8	135,7	 
30	1,529e+004	5,624e+004	292,5	425,7	133,3	138,1	385,8	19,66	-38,48	-17,10	58,15	17,77	-37,60	192,3	69,57	0,06077	1,304e+004	2625	-1953	3137	-7062	-35,63	-6,969	420,4	140,3	1,051
31	1,257e+004	4,762e+004	249,2	378,4	129,2	134,6	314,4	18,32	-39,63	-18,99	57,95	15,14	-36,54	191,1	66,41	0,06075	6044	2406	-1898	2894	-5349	-29,39	-7,680	375,3	136,9	 
32	1,484e+004	5,398e+004	281,6	411,4	129,8	135,1	381,2	19,34	-38,84	-17,43	58,17	17,24	-37,66	191,7	69,01	0,06124	1,275e+004	2609	-2016	2818	-6769	-37,36	-6,969	408,0	137,8	 
33	1,266e+004	4,793e+004	249,2	381,0	131,8	136,5	328,1	18,26	-39,50	-18,74	57,76	15,08	-35,99	192,3	65,67	0,06050	5326	2391	-1883	2950	-5482	-27,07	-7,164	379,5	138,6	 
34	1,428e+004	5,286e+004	276,6	405,2	128,5	132,8	360,5	19,17	-39,17	-17,85	58,34	16,92	-37,57	191,1	68,28	0,06117	7138	2602	-1992	2801	-6007	-30,63	-7,500	405,1	136,7	 
35	1,328e+004	5,094e+004	263,2	398,4	135,2	140,0	354,0	18,77	-39,32	-18,19	58,09	15,52	-36,00	193,5	66,53	0,05898	7282	2453	-1859	2938	-5140	-23,92	-6,820	395,6	143,0	 
36	1,414e+004	5,140e+004	269,0	396,0	127,0	133,6	345,8	19,17	-39,58	-18,18	58,75	16,70	-37,39	191,1	68,05	0,06206	6926	2555	-1977	3495	-5985	-34,80	-6,984	395,3	133,3	 
37	1,379e+004	5,185e+004	268,7	405,2	136,5	140,0	370,2	19,21	-39,09	-17,75	58,30	16,49	-36,24	192,9	66,35	0,06137	7909	2531	-1906	2648	-5796	-26,42	-7,508	405,0	145,4	1,063
38	1,394e+004	4,978e+004	260,5	388,5	128,0	133,1	341,1	19,21	-39,84	-18,38	59,05	16,57	-37,34	191,1	67,45	0,06361	6327	2563	-1961	3540	-5853	-35,52	-6,641	386,2	133,7	 
39	1,467e+004	5,452e+004	282,6	419,5	136,9	140,2	387,6	19,46	-38,87	-17,38	58,33	16,95	-36,57	192,9	67,49	0,05997	9936	2578	-1930	2471	-6093	-37,38	-4,508	418,7	146,7	 
40	1,372e+004	5,207e+004	268,2	395,9	127,7	133,1	339,8	19,09	-39,96	-18,33	59,05	16,27	-37,08	194,2	69,57	0,06068	7669	2484	-1945	3517	-6047	-37,71	-4,500	385,4	134,0	 
41	1,469e+004	5,497e+004	286,8	420,9	134,2	138,1	396,6	19,48	-38,48	-17,35	57,95	17,20	-37,23	191,7	68,73	0,05997	9985	2617	-2000	1965	-6048	-37,01	-6,031	417,2	145,1	1,350
42	1,314e+004	5,062e+004	264,9	391,4	126,5	132,5	329,8	18,73	-39,83	-18,86	58,55	15,56	-36,94	191,1	70,57	0,05875	5768	2469	-1914	3792	-5453	-38,05	-9,484	375,4	133,2	 
43	1,492e+004	5,513e+004	286,7	419,9	133,2	137,9	392,1	19,30	-38,45	-17,28	57,75	17,21	-37,43	192,3	68,37	0,06004	7090	2602	-1961	1937	-6756	-31,93	-7,383	419,2	141,5	 
44	1,245e+004	4,704e+004	246,2	375,0	128,8	134,1	319,3	18,08	-39,69	-19,14	57,77	14,80	-36,55	191,1	66,76	0,06011	4739	2438	-1883	2640	-5172	-38,30	-8,102	368,7	135,1	 
45	1,462e+004	5,409e+004	282,2	411,6	129,5	134,0	376,4	18,95	-38,77	-17,57	57,73	16,84	-37,66	191,7	68,84	0,05967	8600	2633	-1969	2575	-6429	-34,94	-5,836	409,9	138,1	 

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
Avg	1,387e+004	5,171e+004	269,0	399,7	130,8	135,4	356,1	19,02	-39,27	-18,08	58,29	16,35	-36,96	192,3	67,92	0,06080	7715	2528	-1944	2857	-5892	-34,69	-6,566	396,0	138,4	1,229
Min	1,245e+004	4,704e+004	246,2	375,0	126,5	130,5	312,7	18,07	-39,96	-19,14	57,59	14,80	-37,67	191,1	65,67	0,05863	4712	2375	-2047	1937	-7062	-38,71	-9,484	368,7	133,2	1,016
Max	1,529e+004	5,624e+004	292,5	425,7	136,9	142,7	403,9	19,73	-38,35	-17,09	59,07	17,77	-35,98	194,2	71,23	0,06391	1,757e+004	2664	-1844	3958	-5080	-23,92	-4,055	423,4	146,7	1,440
Count	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	9
