	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	4,881e+004	1,672e+005	515,4	550,0	34,61	47,88	170,0	127,0	2,880	74,25	124,1	114,2	2,880	324,3	105,0	0,2215	5,868e+005	8771	-5063	1,854e+004	-1,299e+004	4,406	79,10	490,7	45,04	16,41
2	3,483e+004	1,364e+005	393,2	429,4	36,19	41,65	139,6	128,6	3,085	79,59	125,6	117,6	8,723	346,8	108,0	0,2991	7,430e+005	8613	-5179	1,474e+004	-1,153e+004	9,804	85,40	364,0	39,42	15,13
3	4,685e+004	1,558e+005	472,7	523,7	50,92	68,10	123,9	126,6	2,969	74,67	123,6	115,2	3,209	329,7	97,26	0,2437	5,004e+005	8764	-4851	1,890e+004	-9663	4,303	76,62	486,1	63,34	15,72
4	4,735e+004	1,611e+005	488,6	523,8	35,14	45,32	147,8	128,0	3,284	75,94	124,7	115,8	3,284	329,7	102,4	0,2370	5,847e+005	8668	-5131	1,736e+004	-1,090e+004	4,632	75,08	477,3	43,13	16,79
5	4,106e+004	1,427e+005	435,3	470,4	35,04	46,39	112,7	130,5	6,321	78,10	124,2	115,4	8,148	327,9	102,6	0,2651	5,416e+005	8641	-4946	1,635e+004	-1,200e+004	6,643	84,65	424,1	44,19	16,78
6	4,422e+004	1,486e+005	438,4	487,2	48,75	66,68	196,4	128,4	3,455	78,28	124,9	115,6	6,705	339,0	95,45	0,2637	3,933e+005	8675	-4789	1,741e+004	-9988	7,608	76,14	459,4	62,67	16,29
7	4,907e+004	1,654e+005	493,5	557,2	63,66	76,93	181,9	127,9	3,708	77,18	124,1	119,0	3,708	335,2	96,26	0,2411	6,014e+005	8839	-5028	2,021e+004	-1,189e+004	5,541	80,02	512,7	72,46	15,75
8	3,729e+004	1,281e+005	384,3	423,0	38,64	46,61	125,9	130,6	4,604	78,77	126,0	118,9	4,604	333,3	100,1	0,3094	5,186e+005	8784	-5172	1,421e+004	-1,067e+004	6,951	86,86	383,8	43,22	16,86
9	4,283e+004	1,369e+005	417,4	472,4	55,00	67,05	127,2	129,6	2,737	77,02	126,9	117,1	8,066	327,9	91,35	0,2806	2,369e+005	8805	-4809	1,779e+004	-1,094e+004	3,256	84,61	456,9	62,62	16,15
10	5,262e+004	1,802e+005	528,6	579,2	50,61	70,91	239,3	127,6	3,414	78,52	124,2	115,0	3,414	340,9	97,63	0,2175	4,623e+005	8777	-4892	1,910e+004	-1,186e+004	4,625	79,78	541,4	67,15	16,68
11	3,436e+004	1,275e+005	389,0	427,7	38,80	46,56	82,01	131,1	6,958	78,41	124,1	117,2	6,958	327,9	108,5	0,3013	7,877e+005	8777	-5165	1,478e+004	-1,055e+004	7,806	81,08	358,5	43,86	16,90
12	4,301e+004	1,455e+005	431,6	478,8	47,15	66,59	162,2	128,9	2,942	78,38	125,9	117,5	7,895	337,1	95,59	0,2722	3,638e+005	8695	-4789	1,793e+004	-1,076e+004	9,982	83,97	451,5	62,07	16,04
13	4,882e+004	1,628e+005	491,2	557,3	66,10	79,24	175,6	127,5	3,031	75,76	124,5	115,8	3,031	331,5	95,23	0,2358	5,985e+005	8812	-4926	2,004e+004	-1,035e+004	4,666	82,35	515,7	74,19	15,23
14	5,068e+004	1,597e+005	476,3	515,9	39,60	48,47	176,9	129,5	3,339	78,15	126,1	118,0	3,339	335,2	94,23	0,2476	1,545e+005	8798	-5172	1,772e+004	-1,288e+004	4,823	78,02	505,5	45,23	16,72
15	4,100e+004	1,417e+005	425,1	472,0	46,83	64,64	118,3	128,9	4,502	78,33	124,4	118,4	7,984	333,3	97,05	0,2785	4,280e+005	8620	-4823	1,638e+004	-1,136e+004	10,22	80,40	438,1	59,72	16,47
16	4,672e+004	1,616e+005	484,7	538,9	54,21	71,49	147,8	126,8	4,522	76,33	122,2	116,1	4,522	333,3	98,29	0,2396	5,622e+005	8620	-4844	1,855e+004	-1,091e+004	6,000	84,56	493,1	67,43	16,25
17	4,156e+004	1,442e+005	439,8	479,0	39,23	47,69	115,4	129,9	5,836	77,64	124,1	115,2	5,836	327,9	101,8	0,2620	6,280e+005	8736	-4994	1,599e+004	-1,129e+004	8,360	83,70	432,2	44,93	16,96
18	4,068e+004	1,437e+005	419,2	474,0	54,79	71,74	178,0	126,9	3,633	78,61	123,3	113,6	8,442	342,9	96,18	0,2710	4,407e+005	8524	-4645	1,814e+004	-9200	9,085	76,16	435,8	67,33	16,50
19	5,121e+004	1,687e+005	514,5	579,2	64,74	76,69	147,7	126,8	2,942	74,79	123,9	115,8	3,640	327,9	94,47	0,2251	4,751e+005	8682	-5110	1,976e+004	-1,102e+004	5,535	81,35	544,6	72,05	15,17
20	5,055e+004	1,682e+005	518,7	559,0	40,24	50,27	162,1	128,0	2,955	74,89	125,1	113,6	2,955	324,3	101,7	0,2190	5,522e+005	8668	-5069	1,830e+004	-1,199e+004	4,488	74,78	510,1	47,93	16,80
21	4,573e+004	1,530e+005	456,4	499,3	42,90	55,21	210,2	130,1	5,904	79,53	124,2	116,1	8,887	335,2	96,60	0,2543	3,847e+005	8524	-5049	1,819e+004	-1,153e+004	6,219	83,03	472,5	51,35	16,31
22	4,586e+004	1,488e+005	443,9	500,7	56,81	68,18	227,1	127,4	3,845	76,90	123,5	112,8	6,335	335,2	92,87	0,2542	2,938e+005	8702	-4652	1,900e+004	-1,010e+004	6,335	82,27	478,0	65,45	16,28
23	4,779e+004	1,589e+005	476,6	544,2	67,66	75,86	205,6	126,8	2,798	75,98	124,0	116,0	4,358	333,3	94,22	0,2433	5,016e+005	8716	-5131	1,906e+004	-1,085e+004	6,150	79,45	505,8	71,62	15,25
24	5,002e+004	1,646e+005	488,5	528,3	39,84	48,77	195,0	128,3	3,092	77,74	125,2	117,7	3,092	337,1	96,96	0,2410	3,375e+005	8689	-5138	1,737e+004	-1,195e+004	4,406	83,90	503,8	45,91	16,96
25	4,195e+004	1,440e+005	436,8	475,9	39,12	52,04	130,0	129,9	7,238	78,59	122,6	115,4	8,011	329,7	100,8	0,2643	4,815e+005	8504	-4919	1,653e+004	-1,104e+004	10,92	84,76	433,4	48,67	17,09
26	4,611e+004	1,594e+005	475,5	528,9	53,46	75,43	176,9	126,8	3,941	76,91	122,9	113,5	7,484	335,2	97,08	0,2387	4,262e+005	8579	-4673	1,953e+004	-1,027e+004	8,647	76,64	489,8	70,88	16,35
27	4,674e+004	1,624e+005	487,2	548,6	61,44	72,86	180,7	125,9	3,113	75,56	122,8	115,0	4,187	333,3	98,59	0,2361	7,077e+005	8620	-5028	1,903e+004	-1,020e+004	5,767	79,56	494,2	68,71	15,20
28	5,090e+004	1,689e+005	506,7	544,6	37,97	46,62	163,8	127,3	3,188	76,27	124,1	114,5	3,188	333,3	98,59	0,2261	4,553e+005	8613	-5131	1,883e+004	-1,273e+004	4,454	81,58	513,9	44,35	16,82
29	4,482e+004	1,456e+005	448,9	486,7	37,81	49,81	137,0	128,5	4,789	76,21	123,7	113,5	8,025	324,3	97,98	0,2529	3,425e+005	8470	-4803	1,907e+004	-1,129e+004	5,459	83,02	458,1	47,24	16,37
30	4,840e+004	1,635e+005	476,8	532,9	56,17	71,43	243,5	124,5	2,846	76,31	121,7	110,9	5,487	342,9	93,35	0,2326	2,898e+005	8497	-4686	1,949e+004	-9859	5,487	74,73	510,7	67,41	15,90
31	4,863e+004	1,687e+005	511,6	560,8	49,19	69,46	175,5	124,1	2,873	74,28	121,2	112,1	2,873	329,7	100,3	0,2192	6,455e+005	8497	-5022	1,833e+004	-1,089e+004	4,625	77,35	510,1	65,94	16,48
32	3,321e+004	1,293e+005	392,4	428,1	35,74	43,18	96,93	126,4	5,665	75,57	120,7	116,0	7,532	329,7	109,9	0,2956	7,701e+005	8435	-5083	1,428e+004	-1,103e+004	6,068	82,80	357,1	40,52	16,45
33	4,361e+004	1,584e+005	469,9	518,3	48,39	65,76	160,5	123,9	3,099	75,01	120,8	110,4	6,321	337,1	99,96	0,2350	6,342e+005	8511	-4782	1,712e+004	-9803	7,970	76,23	470,1	61,90	15,93
34	4,710e+004	1,652e+005	495,5	530,9	35,46	46,36	168,1	124,2	3,674	74,45	120,6	113,2	3,674	333,3	102,4	0,2285	6,082e+005	8442	-5083	1,749e+004	-1,077e+004	4,994	75,45	483,6	43,34	16,53
35	3,940e+004	1,425e+005	429,8	465,9	36,06	43,41	102,9	126,2	5,418	75,86	120,8	111,9	7,744	331,5	102,4	0,2604	5,614e+005	8387	-5008	1,563e+004	-1,168e+004	10,02	82,62	419,7	40,73	16,08
36	4,222e+004	1,389e+005	425,9	469,5	43,66	62,17	153,6	123,2	3,824	72,25	119,4	109,8	5,439	326,1	94,75	0,2578	2,945e+005	8394	-4693	1,780e+004	-1,065e+004	4,926	81,67	449,5	57,55	15,94
37	4,606e+004	1,641e+005	484,2	534,9	50,65	65,18	240,6	122,3	4,543	74,45	117,8	110,9	5,158	339,0	98,23	0,2290	4,990e+005	8415	-4851	1,810e+004	-1,174e+004	5,158	75,54	492,9	60,55	15,36
38	2,840e+004	1,073e+005	316,5	351,4	34,88	39,64	110,9	124,7	5,329	76,01	119,3	115,7	5,329	339,0	104,2	0,3655	5,082e+005	8463	-5172	1,046e+004	-9501	8,004	80,15	303,8	37,30	16,34
39	3,512e+004	1,260e+005	382,2	420,6	38,36	49,74	87,15	123,3	2,278	73,22	121,1	110,7	7,676	329,7	101,4	0,2896	4,892e+005	8360	-4844	1,516e+004	-1,114e+004	9,947	75,69	376,9	46,58	15,33
40	4,478e+004	1,566e+005	467,1	513,8	46,73	62,13	148,3	120,7	1,909	71,74	118,8	109,9	2,518	335,2	99,31	0,2352	5,169e+005	8415	-4967	1,822e+004	-1,079e+004	4,269	75,36	470,3	58,04	14,62
41	3,611e+004	1,219e+005	371,9	407,7	35,77	42,50	105,4	124,4	2,039	73,15	122,4	120,9	2,039	327,9	99,47	0,3250	4,203e+005	8552	-5083	1,514e+004	-1,125e+004	4,228	79,95	373,9	40,95	16,31
42	3,609e+004	1,352e+005	398,9	435,6	36,69	47,59	117,3	123,0	2,483	74,85	120,5	111,3	8,080	339,0	103,4	0,2790	5,778e+005	8285	-4714	1,538e+004	-1,139e+004	9,311	77,81	385,6	43,79	15,34
43	4,115e+004	1,477e+005	445,4	487,7	42,29	60,56	92,90	121,1	2,490	72,02	118,6	109,3	2,490	331,5	100,2	0,2455	5,267e+005	8490	-4974	1,650e+004	-1,057e+004	4,714	74,60	444,8	56,75	15,76
44	2,325e+004	9,391e+004	294,3	329,3	35,04	40,07	60,17	124,1	6,144	71,74	117,9	115,8	6,144	319,1	112,8	0,3934	6,701e+005	8278	-5028	1,199e+004	-8549	6,841	75,79	260,8	37,81	16,37
45	3,481e+004	1,404e+005	404,9	448,8	43,97	57,72	150,6	121,2	1,943	74,78	119,3	106,6	6,835	346,8	105,9	0,2634	6,876e+005	8497	-4809	1,305e+004	-1,048e+004	7,553	74,40	382,5	54,60	15,21
46	3,968e+004	1,341e+005	411,2	445,9	34,72	41,68	107,0	123,8	2,148	72,21	121,7	116,4	2,148	326,1	100,6	0,2830	4,463e+005	8381	-5097	1,505e+004	-1,331e+004	4,385	73,05	408,6	39,34	16,15
47	3,242e+004	1,311e+005	386,7	426,8	40,19	51,08	106,9	121,8	1,560	74,26	120,3	108,9	7,984	339,0	108,1	0,2816	7,456e+005	8251	-4885	1,417e+004	-1,188e+004	9,236	74,04	357,6	48,17	14,69
48	4,101e+004	1,481e+005	449,2	484,6	35,43	44,26	93,33	123,0	1,615	72,26	121,4	117,6	1,615	329,7	106,7	0,2619	7,136e+005	8408	-5206	1,628e+004	-1,156e+004	4,235	73,00	420,9	41,66	16,20
49	3,486e+004	1,302e+005	399,3	438,9	39,59	47,72	77,04	123,1	1,963	72,33	121,2	110,8	7,539	326,1	104,2	0,2775	6,415e+005	8340	-4987	1,434e+004	-1,154e+004	10,49	80,24	383,1	44,99	14,68
50	4,243e+004	1,482e+005	437,1	480,8	43,79	52,39	166,7	121,4	1,909	72,63	119,5	109,4	2,579	339,0	97,61	0,2503	4,241e+005	8504	-5042	1,624e+004	-1,128e+004	3,592	75,97	447,8	48,93	14,64
51	4,084e+004	1,464e+005	446,4	487,1	40,68	50,00	111,2	121,6	2,107	71,89	119,4	108,0	2,107	327,9	102,2	0,2419	6,188e+005	8470	-4939	1,537e+004	-1,121e+004	5,446	78,05	436,9	47,16	16,31
52	2,961e+004	1,227e+005	376,2	411,9	35,68	39,71	76,87	124,4	7,307	73,76	117,1	115,3	7,649	326,1	114,2	0,3065	8,841e+005	8278	-5090	1,429e+004	-1,102e+004	8,497	82,13	329,5	38,50	16,43
