	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	3,806e+004	1,434e+005	382,5	496,1	113,6	127,1	496,1	124,8	7,785	83,59	117,0	115,2	12,37	375,0	80,47	0,3013	1,174e+005	8572	-5042	1,508e+004	-8114	7,785	82,16	475,3	118,6	16,62
2	3,908e+004	1,235e+005	380,9	513,1	132,2	141,9	273,9	122,6	2,251	71,68	120,4	120,4	7,813	324,3	76,18	0,3162	1,566e+005	8312	-4577	1,748e+004	-9633	8,675	79,04	500,0	138,5	15,56
3	4,058e+004	1,431e+005	427,1	563,0	135,9	138,0	378,8	122,5	3,263	73,93	119,2	121,0	3,263	335,2	80,76	0,2833	5,172e+005	8634	-4741	1,399e+004	-1,145e+004	3,263	75,90	528,8	138,4	16,43
4	4,621e+004	1,557e+005	459,3	569,8	110,5	130,1	280,9	124,6	4,399	75,76	120,2	113,8	7,334	339,0	82,15	0,2478	1,890e+005	8326	-5035	1,819e+004	-1,162e+004	9,113	77,32	559,0	122,1	15,70
5	3,839e+004	1,183e+005	366,7	500,1	133,4	134,5	296,3	123,2	2,483	71,39	120,7	121,5	4,454	322,6	74,41	0,3313	1,538e+005	8565	-4714	1,723e+004	-1,040e+004	4,953	78,57	492,8	137,7	15,58
6	3,632e+004	1,261e+005	376,1	514,4	138,4	139,2	359,2	121,4	2,545	72,40	118,9	119,7	3,065	335,2	77,67	0,3182	4,228e+005	8429	-4933	1,627e+004	-1,084e+004	2,969	73,52	484,2	141,9	14,95
7	3,982e+004	1,268e+005	386,8	501,9	115,1	134,4	330,0	125,6	3,092	74,36	122,5	118,2	3,092	327,9	79,25	0,3055	2,195e+005	8675	-5076	1,747e+004	-1,145e+004	9,065	79,95	488,1	125,1	16,81
8	3,764e+004	1,265e+005	373,1	502,0	128,9	144,9	375,8	124,4	4,221	75,98	120,2	121,1	9,208	339,0	77,44	0,3245	1,618e+005	8305	-4611	1,719e+004	-9041	9,208	78,24	481,7	139,4	16,26
9	3,709e+004	1,213e+005	370,0	500,4	130,4	131,3	339,8	123,8	2,743	73,06	121,1	121,1	4,721	327,9	77,04	0,3274	3,011e+005	8565	-4775	1,583e+004	-1,097e+004	4,721	80,02	480,4	134,1	15,42
10	3,712e+004	1,324e+005	390,5	523,5	133,1	135,2	351,2	121,7	2,524	73,50	119,2	118,4	3,674	339,0	80,73	0,3033	5,586e+005	8470	-4878	1,507e+004	-1,189e+004	3,674	77,07	483,7	136,1	14,81
