	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	Tau (ms)
1	4,433e+004	1,565e+005	406,8	577,4	170,6	182,1	490,0	117,8	1,347	60,80	116,5	110,5	4,371	384,6	70,50	0,2717	1,014e+005	1,151e+004	-1,002e+004	1,129e+004	-1,228e+004	4,371	89,08	577,1	171,6	8,721
2	3,536e+004	1,263e+005	326,3	482,7	156,3	163,5	449,3	119,1	3,564	63,26	115,6	112,4	5,903	387,1	68,81	0,3443	5,965e+004	1,144e+004	-9466	9634	-6260	5,062	94,41	474,2	156,5	9,615
3	4,261e+004	1,509e+005	387,3	562,1	174,8	183,5	490,9	119,8	2,668	64,85	117,1	111,3	7,278	389,6	68,90	0,2874	1,160e+005	1,137e+004	-9166	1,390e+004	-1,076e+004	4,008	86,11	562,1	174,9	9,715
4	5,014e+004	1,761e+005	455,0	637,3	182,3	195,9	554,9	119,0	1,525	63,48	117,5	111,3	5,465	387,1	71,41	0,2446	1,532e+005	1,153e+004	-8830	1,419e+004	-1,211e+004	3,399	91,87	637,1	183,5	9,323
5	4,591e+004	1,624e+005	422,4	597,9	175,5	187,8	510,2	117,7	1,874	61,43	115,9	110,0	4,289	384,6	70,83	0,2605	9,252e+004	1,153e+004	-9289	1,205e+004	-1,140e+004	4,289	88,64	596,3	177,5	8,880
6	3,577e+004	1,334e+005	344,5	506,0	161,5	170,0	425,2	119,8	3,639	64,26	116,1	112,9	6,813	387,1	70,21	0,3276	1,578e+005	1,150e+004	-9815	1,113e+004	-7626	5,192	93,80	490,7	161,5	9,698
7	4,335e+004	1,530e+005	392,8	574,9	182,1	189,5	513,7	120,4	3,037	65,56	117,4	112,6	7,380	389,6	68,44	0,2867	9,594e+004	1,137e+004	-9193	1,471e+004	-1,040e+004	4,562	85,42	573,9	182,3	9,678
8	4,886e+004	1,717e+005	443,5	629,0	185,5	198,1	541,4	119,3	1,197	63,75	118,1	111,9	5,800	387,1	70,54	0,2523	1,449e+005	1,152e+004	-9063	1,401e+004	-1,153e+004	3,570	92,86	628,8	186,1	9,138
9	4,560e+004	1,620e+005	421,1	595,6	174,5	189,6	500,0	118,2	3,044	62,41	115,1	111,5	4,555	384,6	70,70	0,2649	1,251e+005	1,155e+004	-9959	1,183e+004	-1,233e+004	4,555	88,06	595,6	177,9	9,246
10	3,549e+004	1,320e+005	341,0	508,0	167,0	175,2	425,0	120,4	3,721	65,19	116,6	113,4	7,052	387,1	69,06	0,3326	1,844e+005	1,163e+004	-9843	1,153e+004	-7624	5,581	92,38	493,8	167,0	9,792
