;SW (mmHg*킠);CO (킠/min);SV (킠);Vmax (킠);Vmin (킠);Ves (킠);Ved (킠);Pmax (mmHg);Pmin (mmHg);Pmean (mmHg);Pdev (mmHg);Pes (mmHg);Ped (mmHg);HR (bpm);EF (%);Ea (mmHg/킠);PowMax (mmHg*킠/s);dP/dt max (mmHg/s);dP/dt min (mmHg/s);dV/dt max (킠/s);dV/dt min (킠/s);P@dV/dt max (mmHg);P@dP/dt max (mmHg);V@dP/dt max (킠);V@dP/dt min (킠);Tau (ms)
1;1,995e+004;7,199e+004;165,6;366,5;200,9;206,7;338,2;134,1;5,157;70,47;128,9;126,4;5,157;434,8;45,44;0,7633;4,360e+004;1,081e+004;-1,038e+004;5868;-3558;6,928;94,12;364,4;201,1;9,936
2;2,267e+004;8,507e+004;194,2;365,8;171,5;174,0;333,4;134,6;5,294;71,33;129,3;126,3;7,517;438,0;53,71;0,6500;1,096e+005;1,084e+004;-1,012e+004;5647;-4560;7,079;88,00;361,6;173,0;9,776
3;2,246e+004;8,287e+004;189,2;374,9;185,7;187,6;334,5;135,9;3,892;72,78;132,0;128,8;7,605;438,0;50,47;0,6808;1,346e+005;1,126e+004;-9651;5187;-5362;4,452;97,95;374,9;189,2;9,944
4;1,982e+004;7,139e+004;164,2;378,3;214,1;220,5;337,2;135,4;3,160;71,31;132,3;128,3;5,773;434,8;43,91;0,7811;6,072e+004;1,089e+004;-9575;5119;-3609;5,773;90,71;374,0;214,3;9,604
5;2,296e+004;8,309e+004;191,1;364,7;173,6;176,8;335,6;135,8;5,301;71,67;130,5;128,8;5,622;434,8;52,53;0,6738;1,127e+005;1,094e+004;-1,071e+004;6403;-4422;6,730;94,68;363,8;175,5;9,984
6;2,224e+004;8,255e+004;188,5;364,3;175,8;179,2;331,9;135,8;4,774;72,45;131,1;128,9;7,653;438,0;52,14;0,6837;1,202e+005;1,094e+004;-9931;5286;-4880;5,513;100,5;361,5;178,3;10,08
7;2,131e+004;7,855e+004;179,4;372,8;193,4;196,1;333,9;136,5;3,570;73,02;133,0;130,1;7,127;438,0;48,12;0,7252;1,170e+005;1,123e+004;-9801;5724;-4337;4,576;100,0;372,8;196,5;9,865
8;1,869e+004;6,565e+004;151,0;369,5;218,5;225,8;334,3;134,9;2,825;70,37;132,1;127,0;5,424;434,8;41,00;0,8412;4,290e+004;1,082e+004;-9719;4986;-3623;5,424;91,14;368,3;219,0;9,348
9;2,200e+004;8,139e+004;187,2;358,4;171,2;173,8;335,1;134,8;5,171;70,62;129,6;125,7;5,171;434,8;52,90;0,6714;1,101e+005;1,079e+004;-1,070e+004;6628;-4103;6,689;93,75;353,9;173,3;9,853
10;2,306e+004;8,641e+004;197,3;370,3;173,0;176,0;334,4;134,8;5,089;71,70;129,7;126,5;7,667;438,0;54,01;0,6410;1,218e+005;1,094e+004;-1,017e+004;5878;-4660;7,667;98,48;365,3;175,4;9,952
11;2,006e+004;7,309e+004;166,9;366,0;199,1;202,7;336,6;135,1;3,112;71,92;132,0;127,4;7,051;438,0;45,62;0,7635;1,011e+005;1,116e+004;-9664;5087;-4723;4,535;96,40;365,8;202,0;9,586
12;1,801e+004;6,639e+004;152,7;370,3;217,6;230,6;328,8;133,1;4,767;69,90;128,4;125,6;4,767;434,8;41,57;0,8222;5,317e+004;1,065e+004;-9869;5340;-3060;6,532;94,72;367,3;222,1;9,747
13;2,377e+004;8,864e+004;203,9;369,9;166,0;171,1;334,1;133,8;5,246;70,46;128,5;125,5;6,963;434,8;56,32;0,6154;9,898e+004;1,093e+004;-1,053e+004;5393;-4586;6,696;99,67;362,0;167,0;9,664
14;2,149e+004;8,132e+004;187,0;370,4;183,4;186,3;329,4;134,0;3,769;70,41;130,3;126,2;7,660;434,8;50,50;0,6745;1,465e+005;1,103e+004;-9972;5913;-4764;4,712;94,98;370,3;187,6;9,713
15;1,969e+004;6,999e+004;159,8;375,6;215,8;223,5;347,0;133,9;2,626;70,97;131,2;126,6;6,121;438,0;42,72;0,7922;4,230e+004;1,100e+004;-9692;4817;-3587;3,632;89,95;374,1;216,2;9,379
16;2,226e+004;8,179e+004;188,1;364,9;176,8;180,5;336,9;133,7;4,924;70,01;128,7;125,0;4,924;434,8;51,64;0,6644;8,845e+004;1,067e+004;-1,051e+004;5941;-4473;6,976;88,04;364,3;177,7;9,940
