;SW (mmHg*킠);CO (킠/min);SV (킠);Vmax (킠);Vmin (킠);Ves (킠);Ved (킠);Pmax (mmHg);Pmin (mmHg);Pmean (mmHg);Pdev (mmHg);Pes (mmHg);Ped (mmHg);HR (bpm);EF (%);Ea (mmHg/킠);PowMax (mmHg*킠/s);dP/dt max (mmHg/s);dP/dt min (mmHg/s);dV/dt max (킠/s);dV/dt min (킠/s);P@dV/dt max (mmHg);P@dP/dt max (mmHg);V@dP/dt max (킠);V@dP/dt min (킠);PVA (mmHg*킠);PE (mmHg*킠);CE;Tau (ms)
1;2,228e+004;7,982e+004;180,9;355,9;174,9;177,4;323,0;142,8;5,595;79,03;137,2;137,7;8,112;441,2;50,84;0,7612;1,571e+005;1,145e+004;-9685;5385;-4412;5,923;96,50;355,9;177,4;3,463e+004;1,235e+004;0,6435;10,61
2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
3;2,201e+004;7,755e+004;175,8;347,6;171,8;175,2;318,3;141,1;5,136;76,52;135,9;135,9;7,674;441,2;50,57;0,7730;8,738e+004;1,131e+004;-1,001e+004;5112;-4384;6,019;94,08;347,6;173,1;3,334e+004;1,133e+004;0,6602;10,29
4;2,056e+004;7,373e+004;167,1;335,6;168,5;170,2;304,9;139,3;3,208;73,60;136,1;132,5;7,065;441,2;49,88;0,7927;1,057e+005;1,107e+004;-1,020e+004;5331;-4726;3,461;98,00;335,1;170,8;3,146e+004;1,090e+004;0,6535;9,679
5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
6;2,209e+004;8,001e+004;182,7;339,3;156,6;160,2;317,1;134,7;3,933;67,99;130,8;125,7;6,217;438,0;54,64;0,6878;6,023e+004;1,073e+004;-1,039e+004;4740;-5635;4,343;95,77;334,4;157,2;3,136e+004;9272;0,7044;9,430
7;2,133e+004;7,760e+004;175,9;328,0;152,1;157,1;300,3;132,2;3,598;65,72;128,7;122,7;5,670;441,2;53,80;0,6976;3,639e+004;1,066e+004;-1,077e+004;4568;-5759;3,611;91,83;327,0;152,1;2,963e+004;8300;0,7199;9,187
8;2,018e+004;7,584e+004;171,9;314,6;142,7;148,5;296,0;129,0;3,215;62,12;125,8;118,1;5,136;441,2;55,15;0,6872;3,834e+004;1,020e+004;-1,027e+004;4356;-5062;3,420;86,86;311,7;142,7;2,771e+004;7528;0,7283;8,927
9;2,027e+004;7,794e+004;175,4;312,2;136,8;142,7;291,2;125,8;2,702;59,34;123,1;115,0;4,637;444,4;56,33;0,6558;4,043e+004;1,001e+004;-1,090e+004;4407;-6355;3,098;86,07;311,3;136,9;2,722e+004;6950;0,7447;8,766
10;1,930e+004;7,685e+004;174,2;307,4;133,2;141,1;281,9;121,5;2,325;55,30;119,2;109,6;3,851;441,2;57,64;0,6290;2,236e+004;9384;-1,042e+004;3969;-6071;3,851;83,15;302,2;133,9;2,545e+004;6158;0,7581;8,647
